name	type	type2	code	alternateGfx	namestr	version	compactsave	rarity	spawnable	mindam	maxdam	1or2handed	2handed	2handmindam	2handmaxdam	minmisdam	maxmisdam	rangeadder	speed	StrBonus	DexBonus	reqstr	reqdex	durability	nodurability	level	levelreq	cost	gamble cost	magic lvl	auto prefix	OpenBetaGfx	normcode	ubercode	ultracode	wclass	2handedwclass	component	hit class	invwidth	invheight	stackable	minstack	maxstack	spawnstack	flippyfile	invfile	uniqueinvfile	setinvfile	hasinv	gemsockets	gemapplytype	special	useable	dropsound	dropsfxframe	usesound	unique	transparent	transtbl	quivered	lightradius	belt	quest	questdiffcheck	missiletype	durwarning	qntwarning	gemoffset	bitfield1	AkaraMin	AkaraMax	AkaraMagicMin	AkaraMagicMax	AkaraMagicLvl	GheedMin	GheedMax	GheedMagicMin	GheedMagicMax	GheedMagicLvl	CharsiMin	CharsiMax	CharsiMagicMin	CharsiMagicMax	CharsiMagicLvl	FaraMin	FaraMax	FaraMagicMin	FaraMagicMax	FaraMagicLvl	LysanderMin	LysanderMax	LysanderMagicMin	LysanderMagicMax	LysanderMagicLvl	DrognanMin	DrognanMax	DrognanMagicMin	DrognanMagicMax	DrognanMagicLvl	HraltiMin	HraltiMax	HraltiMagicMin	HraltiMagicMax	HratliMagicLvl	AlkorMin	AlkorMax	AlkorMagicMin	AlkorMagicMax	AlkorMagicLvl	OrmusMin	OrmusMax	OrmusMagicMin	OrmusMagicMax	OrmusMagicLvl	ElzixMin	ElzixMax	ElzixMagicMin	ElzixMagicMax	ElzixMagicLvl	AshearaMin	AshearaMax	AshearaMagicMin	AshearaMagicMax	AshearaMagicLvl	CainMin	CainMax	CainMagicMin	CainMagicMax	CainMagicLvl	HalbuMin	HalbuMax	HalbuMagicMin	HalbuMagicMax	HalbuMagicLvl	JamellaMin	JamellaMax	JamellaMagicMin	JamellaMagicMax	JamellaMagicLvl	MalahMin	MalahMax	MalahMagicMin	MalahMagicMax	MalahMagicLvl	LarzukMin	LarzukMax	LarzukMagicMin	LarzukMagicMax	LarzukMagicLvl	DrehyaMin	DrehyaMax	DrehyaMagicMin	DrehyaMagicMax	DrehyaMagicLvl	Source Art	Game Art	Transform	InvTrans	SkipName	NightmareUpgrade	HellUpgrade	Nameable	PermStoreItem
Flamberge	swor		flb	clm	flb	0		1	1	0	0	0	1	24	54	0	0	2	-10	38	38	25	19	60	0	27	0	4800	180992	0	328		flb	9fb	7fb	1hs	2hs	5	2hss	2	4	0	0	0	0	flpflb	invflb			1	6	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	1	1	1	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	1	1	1	2	20	0	0	0	0	255	0	0	0	0	255	0	1	1	2	20	0	0	0	0	255			1	2	0	xxx	xxx	1	0
Great Sword	swor		gsd	gsd	gsd	0		1	1	0	0	0	1	38	78	0	0	2	10	42	42	31	24	60	0	33	0	6902	297656	0	328		gsd	9gd	7gd	1hs	2hs	5	2hss	2	4	0	0	0	0	flpgsd	invgsd	invgsdu	invgsdu	1	6	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	1	1	1	3	20	0	0	0	0	255	0	0	0	0	255	0	1	1	2	20	0	0	0	0	255			1	2	0	xxx	xxx	1	0
Espadon	swor		92h	clm	92h	0		1	1	0	0	0	1	38	91	0	0	2	0	46	46	37	29	52	0	37	27	4464	232026	0	328		2hs	92h	72h	1hs	2hs	5	2hss	1	4	0	0	0	0	flp2hs	invespa	inv2hsu	inv2hsu	1	4	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	20			1	2	0	xxx	xxx	1	0
Dacian Falx	swor		9cm	clm	9cm	0		1	1	0	0	0	1	48	122	0	0	2	10	50	50	44	34	60	0	42	27	8172	437048	0	328		clm	9cm	7cm	1hs	2hs	5	2hss	1	4	0	0	0	0	flpclm	invdacx			1	4	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	20			1	2	0	xxx	xxx	1	0
Tusk Sword	swor		9gs	gsd	9gs	0		1	1	0	0	0	1	47	124	0	0	2	0	54	54	51	40	60	0	45	27	9354	527440	0	328		gis	9gs	7gs	1hs	2hs	5	2hss	1	4	0	0	0	0	flpgis	invtusk	invgisu	invgisu	1	4	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	20			1	2	0	xxx	xxx	1	0
Gothic Sword	swor		9b9	clm	9b9	0		1	1	0	0	0	1	74	136	0	0	1	10	58	58	59	46	48	0	48	27	12426	727380	0	328		bsw	9b9	7b7	1hs	2hs	5	2hss	1	4	0	0	0	0	flpbsw	invgosw	invbswu	invbswu	1	4	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	20			1	2	0	xxx	xxx	1	0
Zweihander	swor		9fb	clm	9fb	0		1	1	0	0	0	1	66	140	0	0	2	-10	62	62	67	53	60	0	49	27	15000	883680	0	328		flb	9fb	7fb	1hs	2hs	5	2hss	2	4	0	0	0	0	flpflb	invzweh	inv9fbu	inv9fbu	1	6	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	20			1	2	0	xxx	xxx	1	0
Executioner Sword	swor		9gd	gsd	9gd	0		1	1	0	0	0	1	90	178	0	0	2	10	66	66	76	60	60	0	54	27	21306	1354664	0	328		gsd	9gd	7gd	1hs	2hs	5	2hss	2	4	0	0	0	0	flpgsd	invexec	invgsdu	invgsdu	1	6	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	20			1	2	0	xxx	xxx	1	0
Legend Sword	swor		72h	clm	72h	100		1	1	0	0	0	1	100	217	0	0	2	-15	70	70	85	67	52	0	59	49	47578	3215632	0	328		2hs	92h	72h	1hs	2hs	5	2hss	1	4	0	0	0	0	flp2hs	invlegs	inv2hsu	inv2hsu	1	4	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	20			1	2	0	xxx	xxx	1	0
Highland Blade	swor		7cm	clm	7cm	100		1	1	0	0	0	1	123	232	0	0	2	-5	74	74	95	75	60	0	66	54	28782	2207084	0	328		clm	9cm	7cm	1hs	2hs	5	2hss	1	4	0	0	0	0	flpclm	invhigh			1	4	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	20			1	2	0	xxx	xxx	1	0
Balrog Blade	swor		7gs	gsd	7gs	100		1	1	0	0	0	1	117	271	0	0	2	0	78	78	105	83	60	0	71	58	32662	2682400	0	328		gis	9gs	7gs	1hs	2hs	5	2hss	1	4	0	0	0	0	flpgis	invbalr	invgisu	invgisu	1	4	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	20			1	2	0	xxx	xxx	1	0
Champion Sword	swor		7b7	clm	7b7	100		1	1	0	0	0	1	139	239	0	0	2	-10	82	82	116	92	48	0	77	63	39878	3530918	0	328		bsw	9b9	7b7	1hs	2hs	5	2hss	1	4	0	0	0	0	flpbsw	invbsw	invbswu	invbswu	1	4	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	20			1	2	0	xxx	xxx	1	0
Colossal Sword	swor		7fb	clm	7fb	100		1	1	0	0	0	1	135	299	0	0	2	10	86	86	127	101	60	0	80	67	49600	4539360	0	328		flb	9fb	7fb	1hs	2hs	5	2hss	2	4	0	0	0	0	flpflb	invcols			1	6	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	20			1	2	0	xxx	xxx	1	0
Colossus Blade	swor		7gd	gsd	7gd	100		1	1	0	0	0	1	138	305	0	0	2	5	90	90	140	111	60	0	85	70	44518	4338912	0	328		gsd	9gd	7gd	1hs	2hs	5	2hss	2	4	0	0	0	0	flpgsd	invcolo	invgsdu	invgsdu	1	6	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	20			1	2	0	xxx	xxx	1	0
Dagger	knif		dgr	dgr	dgr	0		1	1	2	6	0	0	0	0	0	0	0	-20	5	32	2	4	19	0	3	0	120	9362	0	322		dgr	9dg	7dg	1ht	1ht	5	1ht	1	2	0	0	0	0	flpdgr	invdgr			1	2	0		0	item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0			0	7	0	0	3	0	0	0	0	255	1	1	1	1	20	1	1	1	1	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	1	1	0	1	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			1	2	0	kri	bld	1	0
Dirk	knif		dir	dir	dir	0		1	1	5	13	0	0	0	0	0	0	0	-10	10	40	7	9	24	0	9	0	1064	26404	0	322		dir	9di	7di	1ht	1ht	5	1ht	1	2	0	0	0	0	flpdir	invdir			1	2	0		0	item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0			0	7	0	0	3	0	0	0	0	255	0	0	0	0	255	0	1	0	1	1	1	1	1	1	20	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			1	2	0	kri	bld	1	0
Kriss	knif		kri	dir	kri	0		1	1	9	21	0	0	0	0	0	0	0	-20	15	48	12	15	28	0	17	0	2454	71362	0	322		kri	9kr	7kr	1ht	1ht	5	1ht	1	3	0	0	0	0	flpkrs	invkrs	invkrsu	invkrsu	1	3	0		0	item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0			0	7	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	1	1	1	1	20	0	0	0	0	255	0	0	0	0	255	1	1	0	1	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	1	2	20	0	0	1	1	20	0	0	1	1	20	0	0	0	0	255	0	0	0	0	255			1	2	0	xxx	xxx	1	0
Blade	knif		bld	dgr	bld	0		1	1	13	29	0	0	0	0	0	0	0	-10	20	56	18	22	28	0	23	0	3528	122240	0	322		bld	9bl	7bl	1ht	1ht	5	1ht	1	3	0	0	0	0	flpbld	invbld			1	3	0		0	item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0			0	7	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	1	1	1	1	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	1	2	20	1	1	1	1	20	1	1	1	1	20	0	0	0	0	255	0	0	0	0	255			1	2	0	xxx	xxx	1	0
Poignard	knif		9dg	dgr	9dg	0		1	1	18	39	0	0	0	0	0	0	0	-20	25	64	24	30	19	0	31	21	960	73650	0	323		dgr	9dg	7dg	1ht	1ht	5	1ht	1	2	0	0	0	0	flpdgr	invpond			1	2	0		0	item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0			0	7	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	20			1	2	0	xxx	xxx	1	0
Rondel	knif		9di	dir	9di	0		1	1	23	49	0	0	0	0	0	0	0	-10	30	72	32	40	24	0	36	27	3792	198812	0	323		dir	9di	7di	1ht	1ht	5	1ht	1	2	0	0	0	0	flpdir	invrndl			1	2	0		0	item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0			0	7	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	20			1	2	0	xxx	xxx	1	0
Cinquedeas	knif		9kr	dir	9kr	0		1	1	28	59	0	0	0	0	0	0	0	-20	35	80	42	52	28	0	42	27	7962	427170	0	323		kri	9kr	7kr	1ht	1ht	5	1ht	1	3	0	0	0	0	flpkrs	invcinq	invkrsu	invkrsu	1	3	0		0	item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0			0	7	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	20			1	2	0	xxx	xxx	1	0
Stilleto	knif		9bl	dgr	9bl	0		1	1	33	69	0	0	0	0	0	0	0	-10	40	88	53	66	28	0	46	27	11184	633318	0	323		bld	9bl	7bl	1ht	1ht	5	1ht	1	3	0	0	0	0	flpbld	invbld	inv9blu	inv9blu	1	3	0		0	item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0			0	7	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	20			1	2	0	xxx	xxx	1	0
Bone Knife	knif		7dg	dgr	7dg	100		1	1	40	83	0	0	0	0	0	0	0	-20	45	96	66	82	31	0	58	48	24858	1685334	0	324		dgr	9dg	7dg	1ht	1ht	5	1ht	1	2	0	0	0	0	flpdgr	invbnkn			1	2	0		0	item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0			0	7	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	20			1	2	0	xxx	xxx	1	0
Mithral Point	knif		7di	dir	7di	100		1	1	47	97	0	0	0	0	0	0	0	-10	50	104	80	100	66	0	70	58	35976	2904518	0	324		dir	9di	7di	1ht	1ht	5	1ht	1	2	0	0	0	0	flpdir	invmitp			1	2	0		0	item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0			0	7	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	20			1	2	0	xxx	xxx	1	0
Fanged Knife	knif		7kr	dir	7kr	100		1	1	54	111	0	0	0	0	0	0	0	-20	55	112	96	120	43	0	83	69	27458	2651054	0	324		kri	9kr	7kr	1ht	1ht	5	1ht	1	3	0	0	0	0	flpkrs	invkrs	invkrsu	invkrsu	1	3	0		0	item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0			0	7	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	20			1	2	0	xxx	xxx	1	0
Legend Spike	knif		7bl	dgr	7bl	100		1	1	61	125	0	0	0	0	0	0	0	-10	60	120	114	142	56	0	88	73	32152	3273060	0	324		bld	9bl	7bl	1ht	1ht	5	1ht	1	3	0	0	0	0	flpbld	invbld			1	3	0		0	item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0			0	7	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	20			1	2	0	xxx	xxx	1	0
Throwing Knife	tkni		tkf	dgr	tkf	0		1	1	2	4	0	0	0	0	3	5	0	-10	13	19	0	4	20	0	2	0	1800	7864	0	322		tkf	9tk	7tk	1ht	1ht	5	1ht	1	2	1	1	1	1	flptkn	invtkn	invtknu		1	2	0	primarily thrown	0	item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0			36	7	0	0	3	0	0	0	0	255	0	0	0	0	20	1	2	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	1	1	20	0	0	0	0	255	0	0	0	0	255			1	2	0	bkf	bkf	1	0
Balanced Knife	tkni		bkf	dgr	bkf	0		1	1	5	12	0	0	0	0	6	15	0	-10	26	33	12	15	22	0	13	0	4500	20596	0	322		bkf	9bk	7bk	1ht	1ht	5	1ht	1	2	1	1	1	1	flpbkf	invbkf			1	2	0	primarily thrown	0	item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0			36	7	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	1	0	0	0	0	1	0	0	0	0	20	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	255			1	2	0	xxx	xxx	1	0
Battle Dart	tkni		9tk	dgr	9tk	0		1	1	12	30	0	0	0	0	15	36	0	-10	39	47	24	30	24	0	31	21	12000	45874	0	323		tkf	9tk	7tk	1ht	1ht	5	1ht	1	2	1	1	1	1	flptkn	invtkn			1	2	0	primarily thrown	0	item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0			36	7	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	20			1	2	0	xxx	xxx	1	0
War Dart	tkni		9bk	dgr	9bk	0		1	1	20	45	0	0	0	0	24	54	0	-10	52	61	42	52	26	0	39	27	15000	58016	0	323		bkf	9bk	7bk	1ht	1ht	5	1ht	1	2	1	1	1	1	flpbkf	invbkf			1	2	0	primarily thrown	0	item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0			36	7	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	20			1	2	0	xxx	xxx	1	0
Flying Knife	tkni		7tk	dgr	7tk	100		1	1	31	68	0	0	0	0	38	82	0	-10	65	75	66	82	28	0	64	54	32250	108102	0	324		tkf	9tk	7tk	1ht	1ht	5	1ht	1	2	1	1	1	1	flptkn	invtkn			1	2	0	primarily thrown	0	item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0			36	7	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	20			1	2	0	xxx	xxx	1	0
Winged Knife	tkni		7bk	dgr	7bk	100		1	1	42	98	0	0	0	0	51	118	0	-10	78	89	96	120	30	0	77	63	37500	134614	0	324		bkf	9bk	7bk	1ht	1ht	5	1ht	1	2	1	1	1	1	flpbkf	invbkf			1	2	0	primarily thrown	0	item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0			36	7	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	20			1	2	0	xxx	xxx	1	0
Throwing Axe	taxe		tax	hax	tax	0		1	1	5	9	0	0	0	0	6	11	0	10	19	26	7	9	23	0	7	0	3300	13610	0	318		tax	9ta	7ta	1hs	1hs	5	1hsl	1	2	1	1	1	1	flptax	invtax			1	2	0	primarily thrown	0	item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0			35	7	0	0	3	0	0	0	0	255	0	0	0	0	20	1	1	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	255			2	2	0	bal	bal	1	0
Balanced Axe	taxe		bal	hax	bal	0		1	1	7	15	0	0	0	0	9	18	0	10	32	40	18	22	25	0	16	0	10500	24774	0	318		bal	9b8	7b8	1hs	1hs	5	1hsl	2	3	1	1	1	1	flpbal	invbal			1	6	0	primarily thrown	0	item_sword	12	item_sword	0	0	5	0	0	0			35	7	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	1	0	0	0	0	1	0	0	0	0	20	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	255			2	2	0	xxx	xxx	1	0
