name	*name	szFlavorText	compactsave	version	level	levelreq	rarity	spawnable	speed	nodurability	cost	gamble cost	code	alternategfx	namestr	component	invwidth	invheight	hasinv	gemsockets	gemapplytype	flippyfile	invfile	uniqueinvfile	special	Transmogrify	TMogType	TMogMin	TMogMax	useable	throwable	type	type2	dropsound	dropsfxframe	usesound	unique	transparent	transtbl	lightradius	belt	autobelt	stackable	minstack	maxstack	spawnstack	quest	questdiffcheck	missiletype	spellicon	pSpell	state	cstate1	cstate2	len	stat1	calc1	stat2	calc2	stat3	calc3	spelldesc	spelldescstr	spelldesccalc	durwarning	qntwarning	gemoffset	BetterGem	bitfield1	AkaraMin	AkaraMax	AkaraMagicMin	AkaraMagicMax	AkaraMagicLvl	GheedMin	GheedMax	GheedMagicMin	GheedMagicMax	GheedMagicLvl	CharsiMin	CharsiMax	CharsiMagicMin	CharsiMagicMax	CharsiMagicLvl	FaraMin	FaraMax	FaraMagicMin	FaraMagicMax	FaraMagicLvl	LysanderMin	LysanderMax	LysanderMagicMin	LysanderMagicMax	LysanderMagicLvl	DrognanMin	DrognanMax	DrognanMagicMin	DrognanMagicMax	DrognanMagicLvl	HraltiMin	HraltiMax	HraltiMagicMin	HraltiMagicMax	HraltiMagicLvl	AlkorMin	AlkorMax	AlkorMagicMin	AlkorMagicMax	AlkorMagicLvl	OrmusMin	OrmusMax	OrmusMagicMin	OrmusMagicMax	OrmusMagicLvl	ElzixMin	ElzixMax	ElzixMagicMin	ElzixMagicMax	ElzixMagicLvl	AshearaMin	AshearaMax	AshearaMagicMin	AshearaMagicMax	AshearaMagicLvl	CainMin	CainMax	CainMagicMin	CainMagicMax	CainMagicLvl	HalbuMin	HalbuMax	HalbuMagicMin	HalbuMagicMax	HalbuMagicLvl	JamellaMin	JamellaMax	JamellaMagicMin	JamellaMagicMax	JamellaMagicLvl	MalahMin	MalahMax	MalahMagicMin	MalahMagicMax	MalahMagicLvl	LarzukMin	LarzukMax	LarzukMagicMin	LarzukMagicMax	LarzukMagicLvl	DrehyaMin	DrehyaMax	DrehyaMagicMin	DrehyaMagicMax	DrehyaMagicLvl	Source Art	Game Art	Transform	InvTrans	SkipName	NightmareUpgrade	HellUpgrade	PermStoreItem	multibuy	Nameable	*eol
TDeck - Star-12			1	100	1	0	1	1	0	1	200000	200000	JDB	rld	JDB	16	2	3	0	0	0	flpscr	Stars-Q			0	xxx	0	0	0		tcdQ	tsta	item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0	0		0	-1															0	0	0	non	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	xxx	xxx	0		0	0
TDeck - Star-13			1	100	1	0	1	1	0	1	400000	400000	JDC	rld	JDC	16	2	3	0	0	0	flpscr	Stars-K			0	xxx	0	0	0		tcdK	tsta	item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0	0		0	-1															0	0	0	non	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	xxx	xxx	0		0	0
TDeck - Star-14			1	100	1	0	1	1	0	1	800000	800000	JDD	rld	JDD	16	2	3	0	0	0	flpscr	Stars-A			0	xxx	0	0	0		tcdA	tsta	item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0	0		0	-1															0	0	0	non	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	xxx	xxx	0		0	0
TDeck - Star-15			1	100	1	0	1	1	0	1	1600000	1600000	JDE	rld	JDE	16	2	3	0	0	0	flpscr	Stars-E			0	xxx	0	0	0		tcdE	tsta	item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0	0		0	-1															0	0	0	non	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	xxx	xxx	0		0	0
TDeck - Star-16			1	100	1	0	1	1	0	1	3200000	3200000	JDF	rld	JDF	16	2	3	0	0	0	flpscr	Stars-Z			0	xxx	0	0	0		tcdZ	tsta	item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0	0		0	-1															0	0	0	non	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	xxx	xxx	0		0	0
TDeck - Spade-2			1	100	1	0	1	1	0	1	200	200	JE2	rld	JE2	16	2	3	0	0	0	flpscr	Spades-2			0	xxx	0	0	0		tcd2	tspd	item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0	0		0	-1															0	0	0	non	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	xxx	xxx	0		0	0
TDeck - Spade-3			1	100	1	0	1	1	0	1	400	400	JE3	rld	JE3	16	2	3	0	0	0	flpscr	Spades-3			0	xxx	0	0	0		tcd3	tspd	item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0	0		0	-1															0	0	0	non	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	xxx	xxx	0		0	0
TDeck - Spade-4			1	100	1	0	1	1	0	1	800	800	JE4	rld	JE4	16	2	3	0	0	0	flpscr	Spades-4			0	xxx	0	0	0		tcd4	tspd	item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0	0		0	-1															0	0	0	non	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	xxx	xxx	0		0	0
TDeck - Spade-5			1	100	1	0	1	1	0	1	1600	1600	JE5	rld	JE5	16	2	3	0	0	0	flpscr	Spades-5			0	xxx	0	0	0		tcd5	tspd	item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0	0		0	-1															0	0	0	non	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	xxx	xxx	0		0	0
TDeck - Spade-6			1	100	1	0	1	1	0	1	3200	3200	JE6	rld	JE6	16	2	3	0	0	0	flpscr	Spades-6			0	xxx	0	0	0		tcd6	tspd	item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0	0		0	-1															0	0	0	non	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	xxx	xxx	0		0	0
TDeck - Spade-7			1	100	1	0	1	1	0	1	6400	6400	JE7	rld	JE7	16	2	3	0	0	0	flpscr	Spades-7			0	xxx	0	0	0		tcd7	tspd	item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0	0		0	-1															0	0	0	non	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	xxx	xxx	0		0	0
TDeck - Spade-8			1	100	1	0	1	1	0	1	12800	12800	JE8	rld	JE8	16	2	3	0	0	0	flpscr	Spades-8			0	xxx	0	0	0		tcd8	tspd	item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0	0		0	-1															0	0	0	non	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	xxx	xxx	0		0	0
TDeck - Spade-9			1	100	1	0	1	1	0	1	25600	25600	JE9	rld	JE9	16	2	3	0	0	0	flpscr	Spades-9			0	xxx	0	0	0		tcd9	tspd	item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0	0		0	-1															0	0	0	non	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	xxx	xxx	0		0	0
TDeck - Spade-10			1	100	1	0	1	1	0	1	51200	51200	JE0	rld	JE0	16	2	3	0	0	0	flpscr	Spades-10			0	xxx	0	0	0		tcd0	tspd	item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0	0		0	-1															0	0	0	non	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	xxx	xxx	0		0	0
TDeck - Spade-11			1	100	1	0	1	1	0	1	100000	100000	JEA	rld	JEA	16	2	3	0	0	0	flpscr	Spades-J			0	xxx	0	0	0		tcdJ	tspd	item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0	0		0	-1															0	0	0	non	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	xxx	xxx	0		0	0
TDeck - Spade-12			1	100	1	0	1	1	0	1	200000	200000	JEB	rld	JEB	16	2	3	0	0	0	flpscr	Spades-Q			0	xxx	0	0	0		tcdQ	tspd	item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0	0		0	-1															0	0	0	non	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	xxx	xxx	0		0	0
TDeck - Spade-13			1	100	1	0	1	1	0	1	400000	400000	JEC	rld	JEC	16	2	3	0	0	0	flpscr	Spades-K			0	xxx	0	0	0		tcdK	tspd	item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0	0		0	-1															0	0	0	non	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	xxx	xxx	0		0	0
TDeck - Spade-14			1	100	1	0	1	1	0	1	800000	800000	JED	rld	JED	16	2	3	0	0	0	flpscr	Spades-A			0	xxx	0	0	0		tcdA	tspd	item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0	0		0	-1															0	0	0	non	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	xxx	xxx	0		0	0
TDeck - Spade-15			1	100	1	0	1	1	0	1	1600000	1600000	JEE	rld	JEE	16	2	3	0	0	0	flpscr	Spades-E			0	xxx	0	0	0		tcdE	tspd	item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0	0		0	-1															0	0	0	non	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	xxx	xxx	0		0	0
TDeck - Spade-16			1	100	1	0	1	1	0	1	3200000	3200000	JEF	rld	JEF	16	2	3	0	0	0	flpscr	Spades-Z			0	xxx	0	0	0		tcdZ	tspd	item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0	0		0	-1															0	0	0	non	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	xxx	xxx	0		0	0
TDeck - Club-2			1	100	1	0	1	1	0	1	200	200	JF2	rld	JF2	16	2	3	0	0	0	flpscr	Clubs-2			0	xxx	0	0	0		tcd2	tclb	item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0	0		0	-1															0	0	0	non	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	xxx	xxx	0		0	0
TDeck - Club-3			1	100	1	0	1	1	0	1	400	400	JF3	rld	JF3	16	2	3	0	0	0	flpscr	Clubs-3			0	xxx	0	0	0		tcd3	tclb	item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0	0		0	-1															0	0	0	non	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	xxx	xxx	0		0	0
TDeck - Club-4			1	100	1	0	1	1	0	1	800	800	JF4	rld	JF4	16	2	3	0	0	0	flpscr	Clubs-4			0	xxx	0	0	0		tcd4	tclb	item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0	0		0	-1															0	0	0	non	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	xxx	xxx	0		0	0
TDeck - Club-5			1	100	1	0	1	1	0	1	1600	1600	JF5	rld	JF5	16	2	3	0	0	0	flpscr	Clubs-5			0	xxx	0	0	0		tcd5	tclb	item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0	0		0	-1															0	0	0	non	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	xxx	xxx	0		0	0
TDeck - Club-6			1	100	1	0	1	1	0	1	3200	3200	JF6	rld	JF6	16	2	3	0	0	0	flpscr	Clubs-6			0	xxx	0	0	0		tcd6	tclb	item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0	0		0	-1															0	0	0	non	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	xxx	xxx	0		0	0
TDeck - Club-7			1	100	1	0	1	1	0	1	6400	6400	JF7	rld	JF7	16	2	3	0	0	0	flpscr	Clubs-7			0	xxx	0	0	0		tcd7	tclb	item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0	0		0	-1															0	0	0	non	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	xxx	xxx	0		0	0
TDeck - Club-8			1	100	1	0	1	1	0	1	12800	12800	JF8	rld	JF8	16	2	3	0	0	0	flpscr	Clubs-8			0	xxx	0	0	0		tcd8	tclb	item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0	0		0	-1															0	0	0	non	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	xxx	xxx	0		0	0
TDeck - Club-9			1	100	1	0	1	1	0	1	25600	25600	JF9	rld	JF9	16	2	3	0	0	0	flpscr	Clubs-9			0	xxx	0	0	0		tcd9	tclb	item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0	0		0	-1															0	0	0	non	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	xxx	xxx	0		0	0
TDeck - Club-10			1	100	1	0	1	1	0	1	51200	51200	JF0	rld	JF0	16	2	3	0	0	0	flpscr	Clubs-10			0	xxx	0	0	0		tcd0	tclb	item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0	0		0	-1															0	0	0	non	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	xxx	xxx	0		0	0
TDeck - Club-11			1	100	1	0	1	1	0	1	100000	100000	JFA	rld	JFA	16	2	3	0	0	0	flpscr	Clubs-J			0	xxx	0	0	0		tcdJ	tclb	item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0	0		0	-1															0	0	0	non	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	xxx	xxx	0		0	0
TDeck - Club-12			1	100	1	0	1	1	0	1	200000	200000	JFB	rld	JFB	16	2	3	0	0	0	flpscr	Clubs-Q			0	xxx	0	0	0		tcdQ	tclb	item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0	0		0	-1															0	0	0	non	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	xxx	xxx	0		0	0
TDeck - Club-13			1	100	1	0	1	1	0	1	400000	400000	JFC	rld	JFC	16	2	3	0	0	0	flpscr	Clubs-K			0	xxx	0	0	0		tcdK	tclb	item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0	0		0	-1															0	0	0	non	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	xxx	xxx	0		0	0
TDeck - Club-14			1	100	1	0	1	1	0	1	800000	800000	JFD	rld	JFD	16	2	3	0	0	0	flpscr	Clubs-A			0	xxx	0	0	0		tcdA	tclb	item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0	0		0	-1															0	0	0	non	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	xxx	xxx	0		0	0
TDeck - Club-15			1	100	1	0	1	1	0	1	1600000	1600000	JFE	rld	JFE	16	2	3	0	0	0	flpscr	Clubs-E			0	xxx	0	0	0		tcdE	tclb	item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0	0		0	-1															0	0	0	non	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	xxx	xxx	0		0	0
TDeck - Club-16			1	100	1	0	1	1	0	1	3200000	3200000	JFF	rld	JFF	16	2	3	0	0	0	flpscr	Clubs-Z			0	xxx	0	0	0		tcdZ	tclb	item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0	0		0	-1															0	0	0	non	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	xxx	xxx	0		0	0
TDeck - Heart-2			1	100	1	0	1	1	0	1	200	200	JG2	rld	JG2	16	2	3	0	0	0	flpscr	Hearts-2			0	xxx	0	0	0		tcd2	thrt	item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0	0		0	-1															0	0	0	non	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	xxx	xxx	0		0	0
TDeck - Heart-3			1	100	1	0	1	1	0	1	400	400	JG3	rld	JG3	16	2	3	0	0	0	flpscr	Hearts-3			0	xxx	0	0	0		tcd3	thrt	item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0	0		0	-1															0	0	0	non	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	xxx	xxx	0		0	0
TDeck - Heart-4			1	100	1	0	1	1	0	1	800	800	JG4	rld	JG4	16	2	3	0	0	0	flpscr	Hearts-4			0	xxx	0	0	0		tcd4	thrt	item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0	0		0	-1															0	0	0	non	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	xxx	xxx	0		0	0
TDeck - Heart-5			1	100	1	0	1	1	0	1	1600	1600	JG5	rld	JG5	16	2	3	0	0	0	flpscr	Hearts-5			0	xxx	0	0	0		tcd5	thrt	item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0	0		0	-1															0	0	0	non	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	xxx	xxx	0		0	0
