index	version	enabled	ladder	rarity	nolimit	Level	lvl req	code	*type	*uber	carry1	cost mult	cost add	chrtransform	invtransform	flippyfile	invfile	dropsound	dropsfxframe	usesound	prop1	par1	min1	max1	prop2	par2	min2	max2	prop3	par3	min3	max3	prop4	par4	min4	max4	prop5	par5	min5	max5	prop6	par6	min6	max6	prop7	par7	min7	max7	prop8	par8	min8	max8	prop9	par9	min9	max9	prop10	par10	min10	max10	prop11	par11	min11	max11	prop12	par12	min12	max12	End
Greempa's Struggle	100	1		5	1	99	23	neb	necro			100	35000	dgrn	dgrn						sock	4			ac/lvl	12			regen		10	12	regen-mana		40	80	gethit-skill	44	8	30	nec		3	6	rep-dur	6			dmg-pois	75	60	180																	0
Greempa's Challenge	100	1		5	1	99	23	nec	necro			100	35000	dgrn	dgrn						sock	4			ac/lvl	12			regen		10	12	regen-mana		40	80	gethit-skill	44	8	30	nec		3	6	rep-dur	6			dmg-pois	75	60	180																	0
Greempa's Victory	100	1		3	1	99	26	ned	necro			100	40000	dgrn	dgrn						sock	4			ac/lvl	15			regen		12	15	regen-mana		60	100	gethit-skill	44	8	30	nec		4	7	rep-dur	6			dmg-pois	75	90	270																	0
Greempa's Prize	100	1		3	1	99	26	nee	necro			100	40000	dgrn	dgrn						sock	4			ac/lvl	15			regen		12	15	regen-mana		60	100	gethit-skill	44	8	30	nec		4	7	rep-dur	6			dmg-pois	75	90	270																	0
Greempa's Precious	100	1		3	1	99	26	nef	necro			100	40000	dgrn	dgrn						sock	4			ac/lvl	15			regen		12	15	regen-mana		60	100	gethit-skill	44	8	30	nec		4	7	rep-dur	6			dmg-pois	75	90	270																	0
Mooja's Trophy	100	1		10	1	99	13	ne1	necro			100	20000	cgrn	cgrn						sock	4			ac/lvl	6			regen		4	6	regen-mana		20	40	gethit-skill	53	8	20	nec		2	3	rep-dur	4			dmg-pois	75	30	90																	0
Mooja's Sorrow	100	1		10	1	99	13	ne2	necro			100	20000	cgrn	cgrn						sock	4			ac/lvl	6			regen		4	6	regen-mana		20	40	gethit-skill	53	8	20	nec		2	3	rep-dur	4			dmg-pois	75	30	90																	0
Mooja's Rejection	100	1		10	1	99	13	ne3	necro			100	20000	cgrn	cgrn						sock	4			ac/lvl	6			regen		4	6	regen-mana		20	40	gethit-skill	53	8	20	nec		2	3	rep-dur	4			dmg-pois	75	30	90																	0
Mooja's Irksome	100	1		10	1	99	16	ne4	necro			100	25000	cgrn	cgrn						sock	4			ac/lvl	8			regen		6	8	regen-mana		20	60	gethit-skill	53	8	20	nec		2	4	rep-dur	4			dmg-pois	75	30	90																	0
Mooja's Angst	100	1		10	1	99	16	ne5	necro			100	25000	cgrn	cgrn						sock	4			ac/lvl	8			regen		6	8	regen-mana		20	60	gethit-skill	53	8	20	nec		2	4	rep-dur	4			dmg-pois	75	30	90																	0
Mooja's Glory	100	1		10	1	99	16	ne6	necro			100	25000	cgrn	cgrn						sock	4			ac/lvl	8			regen		6	8	regen-mana		20	60	gethit-skill	53	8	20	nec		2	4	rep-dur	4			dmg-pois	75	30	90																	0
Mooja's Triumph	100	1		10	1	99	20	ne7	necro			100	30000	cgrn	cgrn						sock	4			ac/lvl	10			regen		8	10	regen-mana		20	80	gethit-skill	53	8	30	nec		3	5	rep-dur	4			dmg-pois	75	60	180																	0
Mooja's Vision	100	1		10	1	99	20	ne8	necro			100	30000	cgrn	cgrn						sock	4			ac/lvl	10			regen		8	10	regen-mana		20	80	gethit-skill	53	8	30	nec		3	5	rep-dur	4			dmg-pois	75	60	180																	0
Mooja's Tumult	100	1		10	1	99	20	ne9	necro			100	30000	cgrn	cgrn						sock	4			ac/lvl	10			regen		8	10	regen-mana		20	80	gethit-skill	53	8	30	nec		3	5	rep-dur	4			dmg-pois	75	60	180																	0
Mooja's Junta	100	1		5	1	99	23	nea	necro			100	35000	cgrn	cgrn						sock	4			ac/lvl	12			regen		10	12	regen-mana		40	80	gethit-skill	53	8	30	nec		3	6	rep-dur	6			dmg-pois	75	60	180																	0
Mooja's Struggle	100	1		5	1	99	23	neb	necro			100	35000	cgrn	cgrn						sock	4			ac/lvl	12			regen		10	12	regen-mana		40	80	gethit-skill	53	8	30	nec		3	6	rep-dur	6			dmg-pois	75	60	180																	0
Mooja's Challenge	100	1		5	1	99	23	nec	necro			100	35000	cgrn	cgrn						sock	4			ac/lvl	12			regen		10	12	regen-mana		40	80	gethit-skill	53	8	30	nec		3	6	rep-dur	6			dmg-pois	75	60	180																	0
Mooja's Victory	100	1		3	1	99	26	ned	necro			100	40000	cgrn	cgrn						sock	4			ac/lvl	15			regen		12	15	regen-mana		60	100	gethit-skill	53	8	30	nec		4	7	rep-dur	6			dmg-pois	75	90	270																	0
Mooja's Prize	100	1		3	1	99	26	nee	necro			100	40000	cgrn	cgrn						sock	4			ac/lvl	15			regen		12	15	regen-mana		60	100	gethit-skill	53	8	30	nec		4	7	rep-dur	6			dmg-pois	75	90	270																	0
Mooja's Precious	100	1		3	1	99	26	nef	necro			100	40000	cgrn	cgrn						sock	4			ac/lvl	15			regen		12	15	regen-mana		60	100	gethit-skill	53	8	30	nec		4	7	rep-dur	6			dmg-pois	75	90	270																	0
Aruun's Trophy	100	1		10	1	99	13	ne1	necro			100	20000	cblu	cblu						sock	3			ac/lvl	6			regen		4	6	swing1		20	40	gethit-skill	38	8	20	nec		2	3	rep-dur	4			dmg-pois	75	30	90	res-pois		30	90													0
Aruun's Sorrow	100	1		10	1	99	13	ne2	necro			100	20000	cblu	cblu						sock	3			ac/lvl	6			regen		4	6	swing1		20	40	gethit-skill	38	8	20	nec		2	3	rep-dur	4			dmg-pois	75	30	90	res-pois		30	90													0
Aruun's Rejection	100	1		10	1	99	13	ne3	necro			100	20000	cblu	cblu						sock	3			ac/lvl	6			regen		4	6	swing1		20	40	gethit-skill	38	8	20	nec		2	3	rep-dur	4			dmg-pois	75	30	90	res-pois		30	90													0
Aruun's Irksome	100	1		10	1	99	16	ne4	necro			100	25000	cblu	cblu						sock	3			ac/lvl	8			regen		6	8	swing2		20	60	gethit-skill	38	8	20	nec		2	4	rep-dur	4			dmg-pois	75	30	90	res-pois		30	90													0
Aruun's Angst	100	1		10	1	99	16	ne5	necro			100	25000	cblu	cblu						sock	3			ac/lvl	8			regen		6	8	swing2		20	60	gethit-skill	38	8	20	nec		2	4	rep-dur	4			dmg-pois	75	30	90	res-pois		30	90													0
Aruun's Glory	100	1		10	1	99	16	ne6	necro			100	25000	cblu	cblu						sock	3			ac/lvl	8			regen		6	8	swing2		20	60	gethit-skill	38	8	20	nec		2	4	rep-dur	4			dmg-pois	75	30	90	res-pois		30	90													0
Aruun's Triumph	100	1		10	1	99	20	ne7	necro			100	30000	cblu	cblu						sock	3			ac/lvl	10			regen		8	10	swing2		20	80	gethit-skill	38	8	30	nec		3	5	rep-dur	4			dmg-pois	75	60	180	res-pois		60	180													0
Aruun's Vision	100	1		10	1	99	20	ne8	necro			100	30000	cblu	cblu						sock	3			ac/lvl	10			regen		8	10	swing2		20	80	gethit-skill	38	8	30	nec		3	5	rep-dur	4			dmg-pois	75	60	180	res-pois		60	180													0
Aruun's Tumult	100	1		10	1	99	20	ne9	necro			100	30000	cblu	cblu						sock	3			ac/lvl	10			regen		8	10	swing2		20	80	gethit-skill	38	8	30	nec		3	5	rep-dur	4			dmg-pois	75	60	180	res-pois		60	180													0
Aruun's Junta	100	1		5	1	99	23	nea	necro			100	35000	cblu	cblu						sock	3			ac/lvl	12			regen		10	12	swing3		40	80	gethit-skill	38	8	30	nec		3	6	rep-dur	6			dmg-pois	75	60	180	res-pois		60	180													0
Aruun's Struggle	100	1		5	1	99	23	neb	necro			100	35000	cblu	cblu						sock	3			ac/lvl	12			regen		10	12	swing3		40	80	gethit-skill	38	8	30	nec		3	6	rep-dur	6			dmg-pois	75	60	180	res-pois		60	180													0
Aruun's Challenge	100	1		5	1	99	23	nec	necro			100	35000	cblu	cblu						sock	3			ac/lvl	12			regen		10	12	swing3		40	80	gethit-skill	38	8	30	nec		3	6	rep-dur	6			dmg-pois	75	60	180	res-pois		60	180													0
Aruun's Victory	100	1		3	1	99	26	ned	necro			100	40000	cblu	cblu						sock	3			ac/lvl	15			regen		12	15	swing3		60	100	gethit-skill	38	8	30	nec		4	7	rep-dur	6			dmg-pois	75	90	270	res-pois		90	270													0
Aruun's Prize	100	1		3	1	99	26	nee	necro			100	40000	cblu	cblu						sock	3			ac/lvl	15			regen		12	15	swing3		60	100	gethit-skill	38	8	30	nec		4	7	rep-dur	6			dmg-pois	75	90	270	res-pois		90	270													0
Aruun's Precious	100	1		3	1	99	26	nef	necro			100	40000	cblu	cblu						sock	3			ac/lvl	15			regen		12	15	swing3		60	100	gethit-skill	38	8	30	nec		4	7	rep-dur	6			dmg-pois	75	90	270	res-pois		90	270													0
Vigrad's Trophy	100	1		10	1	99	13	ne1	necro			100	20000	dgrn	dgrn						sock	3			ac/lvl	6			regen		4	6	hp/lvl	6			gethit-skill	64	8	20	nec		2	3	rep-dur	4			dmg-pois	75	30	90																	0
Vigrad's Sorrow	100	1		10	1	99	13	ne2	necro			100	20000	dgrn	dgrn						sock	3			ac/lvl	6			regen		4	6	hp/lvl	6			gethit-skill	64	8	20	nec		2	3	rep-dur	4			dmg-pois	75	30	90																	0
Vigrad's Rejection	100	1		10	1	99	13	ne3	necro			100	20000	dgrn	dgrn						sock	3			ac/lvl	6			regen		4	6	hp/lvl	6			gethit-skill	64	8	20	nec		2	3	rep-dur	4			dmg-pois	75	30	90																	0
Vigrad's Irksome	100	1		10	1	99	16	ne4	necro			100	25000	dgrn	dgrn						sock	3			ac/lvl	8			regen		6	8	hp/lvl	8			gethit-skill	64	8	20	nec		2	4	rep-dur	4			dmg-pois	75	30	90																	0
Vigrad's Angst	100	1		10	1	99	16	ne5	necro			100	25000	dgrn	dgrn						sock	3			ac/lvl	8			regen		6	8	hp/lvl	8			gethit-skill	64	8	20	nec		2	4	rep-dur	4			dmg-pois	75	30	90																	0
Vigrad's Glory	100	1		10	1	99	16	ne6	necro			100	25000	dgrn	dgrn						sock	3			ac/lvl	8			regen		6	8	hp/lvl	8			gethit-skill	64	8	20	nec		2	4	rep-dur	4			dmg-pois	75	30	90																	0
Vigrad's Triumph	100	1		10	1	99	20	ne7	necro			100	30000	dgrn	dgrn						sock	3			ac/lvl	10			regen		8	10	hp/lvl	10			gethit-skill	64	8	30	nec		3	5	rep-dur	4			dmg-pois	75	60	180																	0
Vigrad's Vision	100	1		10	1	99	20	ne8	necro			100	30000	dgrn	dgrn						sock	3			ac/lvl	10			regen		8	10	hp/lvl	10			gethit-skill	64	8	30	nec		3	5	rep-dur	4			dmg-pois	75	60	180																	0
Vigrad's Tumult	100	1		10	1	99	20	ne9	necro			100	30000	dgrn	dgrn						sock	3			ac/lvl	10			regen		8	10	hp/lvl	10			gethit-skill	64	8	30	nec		3	5	rep-dur	4			dmg-pois	75	60	180																	0
Vigrad's Junta	100	1		5	1	99	23	nea	necro			100	35000	dgrn	dgrn						sock	3			ac/lvl	12			regen		10	12	hp/lvl	12			gethit-skill	64	8	30	nec		3	6	rep-dur	6			dmg-pois	75	60	180																	0
Vigrad's Struggle	100	1		5	1	99	23	neb	necro			100	35000	dgrn	dgrn						sock	3			ac/lvl	12			regen		10	12	hp/lvl	12			gethit-skill	64	8	30	nec		3	6	rep-dur	6			dmg-pois	75	60	180																	0
Vigrad's Challenge	100	1		5	1	99	23	nec	necro			100	35000	dgrn	dgrn						sock	3			ac/lvl	12			regen		10	12	hp/lvl	12			gethit-skill	64	8	30	nec		3	6	rep-dur	6			dmg-pois	75	60	180																	0
Vigrad's Victory	100	1		3	1	99	26	ned	necro			100	40000	dgrn	dgrn						sock	3			ac/lvl	15			regen		12	15	hp/lvl	15			gethit-skill	64	8	30	nec		4	7	rep-dur	6			dmg-pois	75	90	270																	0
Vigrad's Prize	100	1		3	1	99	26	nee	necro			100	40000	dgrn	dgrn						sock	3			ac/lvl	15			regen		12	15	hp/lvl	15			gethit-skill	64	8	30	nec		4	7	rep-dur	6			dmg-pois	75	90	270																	0
Vigrad's Precious	100	1		3	1	99	26	nef	necro			100	40000	dgrn	dgrn						sock	3			ac/lvl	15			regen		12	15	hp/lvl	15			gethit-skill	64	8	30	nec		4	7	rep-dur	6			dmg-pois	75	90	270																	0
Nyyma's Trophy	100	1		10	1	99	13	ne1	necro			100	20000	lgrn	lgrn						sock	4			ac/lvl	6			dmg/lvl	6			hp/lvl	6			gethit-skill	53	8	20	nec		2	3	rep-dur	4			dmg-pois	75	30	90																	0
Nyyma's Sorrow	100	1		10	1	99	13	ne2	necro			100	20000	lgrn	lgrn						sock	4			ac/lvl	6			dmg/lvl	6			hp/lvl	6			gethit-skill	53	8	20	nec		2	3	rep-dur	4			dmg-pois	75	30	90																	0
Nyyma's Rejection	100	1		10	1	99	13	ne3	necro			100	20000	lgrn	lgrn						sock	4			ac/lvl	6			dmg/lvl	6			hp/lvl	6			gethit-skill	53	8	20	nec		2	3	rep-dur	4			dmg-pois	75	30	90																	0
Nyyma's Irksome	100	1		10	1	99	16	ne4	necro			100	25000	lgrn	lgrn						sock	4			ac/lvl	8			dmg/lvl	8			hp/lvl	8			gethit-skill	53	8	20	nec		2	4	rep-dur	4			dmg-pois	75	30	90																	0
Nyyma's Angst	100	1		10	1	99	16	ne5	necro			100	25000	lgrn	lgrn						sock	4			ac/lvl	8			dmg/lvl	8			hp/lvl	8			gethit-skill	53	8	20	nec		2	4	rep-dur	4			dmg-pois	75	30	90																	0
Nyyma's Glory	100	1		10	1	99	16	ne6	necro			100	25000	lgrn	lgrn						sock	4			ac/lvl	8			dmg/lvl	8			hp/lvl	8			gethit-skill	53	8	20	nec		2	4	rep-dur	4			dmg-pois	75	30	90																	0
Nyyma's Triumph	100	1		10	1	99	20	ne7	necro			100	30000	lgrn	lgrn						sock	4			ac/lvl	10			dmg/lvl	10			hp/lvl	10			gethit-skill	53	8	30	nec		3	5	rep-dur	4			dmg-pois	75	60	180																	0
Nyyma's Vision	100	1		10	1	99	20	ne8	necro			100	30000	lgrn	lgrn						sock	4			ac/lvl	10			dmg/lvl	10			hp/lvl	10			gethit-skill	53	8	30	nec		3	5	rep-dur	4			dmg-pois	75	60	180																	0
Nyyma's Tumult	100	1		10	1	99	20	ne9	necro			100	30000	lgrn	lgrn						sock	4			ac/lvl	10			dmg/lvl	10			hp/lvl	10			gethit-skill	53	8	30	nec		3	5	rep-dur	4			dmg-pois	75	60	180																	0
Nyyma's Junta	100	1		5	1	99	23	nea	necro			100	35000	lgrn	lgrn						sock	4			ac/lvl	12			dmg/lvl	12			hp/lvl	12			gethit-skill	53	8	30	nec		3	6	rep-dur	6			dmg-pois	75	60	180																	0
Nyyma's Struggle	100	1		5	1	99	23	neb	necro			100	35000	lgrn	lgrn						sock	4			ac/lvl	12			dmg/lvl	12			hp/lvl	12			gethit-skill	53	8	30	nec		3	6	rep-dur	6			dmg-pois	75	60	180																	0
Nyyma's Challenge	100	1		5	1	99	23	nec	necro			100	35000	lgrn	lgrn						sock	4			ac/lvl	12			dmg/lvl	12			hp/lvl	12			gethit-skill	53	8	30	nec		3	6	rep-dur	6			dmg-pois	75	60	180																	0
Nyyma's Victory	100	1		3	1	99	26	ned	necro			100	40000	lgrn	lgrn						sock	4			ac/lvl	15			dmg/lvl	15			hp/lvl	15			gethit-skill	53	8	30	nec		4	7	rep-dur	6			dmg-pois	75	90	270																	0
Nyyma's Prize	100	1		3	1	99	26	nee	necro			100	40000	lgrn	lgrn						sock	4			ac/lvl	15			dmg/lvl	15			hp/lvl	15			gethit-skill	53	8	30	nec		4	7	rep-dur	6			dmg-pois	75	90	270																	0
Nyyma's Precious	100	1		3	1	99	26	nef	necro			100	40000	lgrn	lgrn						sock	4			ac/lvl	15			dmg/lvl	15			hp/lvl	15			gethit-skill	53	8	30	nec		4	7	rep-dur	6			dmg-pois	75	90	270																	0
Amra's Might	100	1		10	1	99	13	scp	scepter			100	20000	lyel	lyel						sock	3			att/lvl	6			dmg/lvl	6			deadly		20	40	hit-skill	53	6	10	pal		2	3	rep-dur	4			dmg-fire		30	90																	0
Amra's Strength	100	1		10	1	99	13	gsc	scepter			100	20000	lyel	lyel						sock	3			att/lvl	6			dmg/lvl	6			deadly		20	40	hit-skill	53	6	10	pal		2	3	rep-dur	4			dmg-fire		30	90																	0
Amra's Forge	100	1		10	1	99	13	wsp	scepter			100	20000	lyel	lyel						sock	4			att/lvl	6			dmg/lvl	6			deadly		20	40	hit-skill	53	6	10	pal		2	3	rep-dur	4			dmg-fire		30	90																	0
Amra's Smite	100	1		10	1	99	16	9sc	scepter			100	25000	lyel	lyel						sock	4			att/lvl	8			dmg/lvl	8			deadly		30	50	hit-skill	53	6	10	pal		2	4	rep-dur	4			dmg-fire		30	90																	0
Amra's Sledge	100	1		10	1	99	16	9qs	scepter			100	25000	lyel	lyel						sock	4			att/lvl	8			dmg/lvl	8			deadly		30	50	hit-skill	53	6	10	pal		2	4	rep-dur	4			dmg-fire		30	90																	0
Amra's Promise	100	1		10	1	99	16	scp	scepter			100	25000	lyel	lyel						sock	4			att/lvl	8			dmg/lvl	8			deadly		30	50	hit-skill	53	6	10	pal		2	4	rep-dur	4			dmg-fire		30	90																	0
Amra's Vengeance	100	1		10	1	99	20	gsc	scepter			100	30000	lyel	lyel						sock	5			att/lvl	10			dmg/lvl	10			deadly		30	50	hit-skill	53	6	15	pal		3	5	rep-dur	4			dmg-fire		60	180																	0
Amra's Grace	100	1		10	1	99	20	wsp	scepter			100	30000	lyel	lyel						sock	5			att/lvl	10			dmg/lvl	10			deadly		40	60	hit-skill	53	6	15	pal		3	5	rep-dur	4			dmg-fire		60	180																	0
Amra's Mercy	100	1		10	1	99	20	9sc	scepter			100	30000	lyel	lyel						sock	5			att/lvl	10			dmg/lvl	10			deadly		40	60	hit-skill	53	6	15	pal		3	5	rep-dur	4			dmg-fire		60	180																	0
Amra's Passion	100	1		5	1	99	23	9qs	scepter			100	35000	lyel	lyel						sock	5			att/lvl	12			dmg/lvl	12			deadly		40	60	hit-skill	53	6	15	pal		3	6	rep-dur	6			dmg-fire		60	180																	0
Amra's Slayer	100	1		5	1	99	23	9ws	scepter			100	35000	lyel	lyel						sock	5			att/lvl	12			dmg/lvl	12			deadly		50	70	hit-skill	53	6	15	pal		3	6	rep-dur	6			dmg-fire		60	180																	0
Amra's Blessing	100	1		5	1	99	23	7sc	scepter			100	35000	lyel	lyel						sock	6			att/lvl	12			dmg/lvl	12			deadly		50	70	hit-skill	53	6	15	pal		3	6	rep-dur	6			dmg-fire		60	180																	0
Amra's Bane	100	1		3	1	99	26	7qs	scepter			100	40000	lyel	lyel						sock	6			att/lvl	15			dmg/lvl	15			deadly		50	70	hit-skill	53	6	20	pal		4	7	rep-dur	6			dmg-fire		90	270																	0
Amra's Justice	100	1		3	1	99	26	7ws	scepter			100	40000	lyel	lyel						sock	6			att/lvl	15			dmg/lvl	15			deadly		60	85	hit-skill	53	6	20	pal		4	7	rep-dur	6			dmg-fire		90	270																	0
Amra's Trophy	100	1		10	1	99	13	pa1	paladin			100	20000	lyel	lyel						sock	4			ac/lvl	6			red-dmg%		6	12	hp/lvl	6			gethit-skill	53	8	20	pal		2	3	rep-dur	4			light-thorns		300	800																	0
Amra's Sorrow	100	1		10	1	99	13	pa2	paladin			100	20000	lyel	lyel						sock	4			ac/lvl	6			red-dmg%		6	12	hp/lvl	6			gethit-skill	53	8	20	pal		2	3	rep-dur	4			light-thorns		300	800																	0
Amra's Rejection	100	1		10	1	99	13	pa3	paladin			100	20000	lyel	lyel						sock	4			ac/lvl	6			red-dmg%		6	12	hp/lvl	6			gethit-skill	53	8	20	pal		2	3	rep-dur	4			light-thorns		300	800																	0
Amra's Irksome	100	1		10	1	99	16	pa4	paladin			100	25000	lyel	lyel						sock	4			ac/lvl	8			red-dmg%		8	16	hp/lvl	8			gethit-skill	53	8	20	pal		2	4	rep-dur	4			light-thorns		300	800																	0
Amra's Angst	100	1		10	1	99	16	pa5	paladin			100	25000	lyel	lyel						sock	4			ac/lvl	8			red-dmg%		8	16	hp/lvl	8			gethit-skill	53	8	20	pal		2	4	rep-dur	4			light-thorns		300	800																	0
Amra's Glory	100	1		10	1	99	16	pa6	paladin			100	25000	lyel	lyel						sock	5			ac/lvl	8			red-dmg%		8	16	hp/lvl	8			gethit-skill	53	8	20	pal		2	4	rep-dur	4			light-thorns		300	800																	0
Amra's Triumph	100	1		10	1	99	20	pa7	paladin			100	30000	lyel	lyel						sock	5			ac/lvl	10			red-dmg%		10	20	hp/lvl	10			gethit-skill	53	8	30	pal		3	5	rep-dur	4			light-thorns		500	1500																	0
Amra's Vision	100	1		10	1	99	20	pa8	paladin			100	30000	lyel	lyel						sock	5			ac/lvl	10			red-dmg%		10	20	hp/lvl	10			gethit-skill	53	8	30	pal		3	5	rep-dur	4			light-thorns		500	1500																	0
Amra's Tumult	100	1		10	1	99	20	pa9	paladin			100	30000	lyel	lyel						sock	5			ac/lvl	10			red-dmg%		10	20	hp/lvl	10			gethit-skill	53	8	30	pal		3	5	rep-dur	4			light-thorns		500	1500																	0
Amra's Junta	100	1		5	1	99	23	paa	paladin			100	35000	lyel	lyel						sock	5			ac/lvl	12			red-dmg%		12	24	hp/lvl	12			gethit-skill	53	8	30	pal		3	6	rep-dur	6			light-thorns		500	1500																	0
Amra's Struggle	100	1		5	1	99	23	pab	paladin			100	35000	lyel	lyel						sock	6			ac/lvl	12			red-dmg%		12	24	hp/lvl	12			gethit-skill	53	8	30	pal		3	6	rep-dur	6			light-thorns		500	1500																	0
Amra's Challenge	100	1		5	1	99	23	pac	paladin			100	35000	lyel	lyel						sock	6			ac/lvl	12			red-dmg%		12	24	hp/lvl	12			gethit-skill	53	8	30	pal		3	6	rep-dur	6			light-thorns		500	1500																	0
Amra's Victory	100	1		3	1	99	26	pad	paladin			100	40000	lyel	lyel						sock	6			ac/lvl	15			red-dmg%		15	30	hp/lvl	15			gethit-skill	53	8	30	pal		4	7	rep-dur	6			light-thorns		800	2200																	0
Amra's Prize	100	1		3	1	99	26	pae	paladin			100	40000	lyel	lyel						sock	6			ac/lvl	15			red-dmg%		15	30	hp/lvl	15			gethit-skill	53	8	30	pal		4	7	rep-dur	6			light-thorns		800	2200																	0
Amra's Precious	100	1		3	1	99	26	paf	paladin			100	40000	lyel	lyel						sock	6			ac/lvl	15			red-dmg%		15	30	hp/lvl	15			gethit-skill	53	8	30	pal		4	7	rep-dur	6			light-thorns		800	2200																	0
Baldur's Might	100	1		10	1	99	13	scp	scepter			100	20000	dgrn	dgrn						sock	3			ignore-ac		1	1	dmg/lvl	6			deadly		20	40	hit-skill	66	6	10	pal		2	3	rep-dur	4			dmg-ltng		30	90																	0
Baldur's Strength	100	1		10	1	99	13	gsc	scepter			100	20000	dgrn	dgrn						sock	3			ignore-ac		1	1	dmg/lvl	6			deadly		20	40	hit-skill	66	6	10	pal		2	3	rep-dur	4			dmg-ltng		30	90																	0
Baldur's Forge	100	1		10	1	99	13	wsp	scepter			100	20000	dgrn	dgrn						sock	4			ignore-ac		1	1	dmg/lvl	6			deadly		20	40	hit-skill	66	6	10	pal		2	3	rep-dur	4			dmg-ltng		30	90																	0
Baldur's Smite	100	1		10	1	99	16	9sc	scepter			100	25000	dgrn	dgrn						sock	4			ignore-ac		1	1	dmg/lvl	8			deadly		30	50	hit-skill	66	6	10	pal		2	4	rep-dur	4			dmg-ltng		30	90																	0
Baldur's Sledge	100	1		10	1	99	16	9qs	scepter			100	25000	dgrn	dgrn						sock	4			ignore-ac		1	1	dmg/lvl	8			deadly		30	50	hit-skill	66	6	10	pal		2	4	rep-dur	4			dmg-ltng		30	90																	0
Baldur's Promise	100	1		10	1	99	16	scp	scepter			100	25000	dgrn	dgrn						sock	4			ignore-ac		1	1	dmg/lvl	8			deadly		30	50	hit-skill	66	6	10	pal		2	4	rep-dur	4			dmg-ltng		30	90																	0
Baldur's Vengeance	100	1		10	1	99	20	gsc	scepter			100	30000	dgrn	dgrn						sock	5			ignore-ac		1	1	dmg/lvl	10			deadly		30	50	hit-skill	66	6	15	pal		3	5	rep-dur	4			dmg-ltng		60	180																	0
Baldur's Grace	100	1		10	1	99	20	wsp	scepter			100	30000	dgrn	dgrn						sock	5			ignore-ac		1	1	dmg/lvl	10			deadly		40	60	hit-skill	66	6	15	pal		3	5	rep-dur	4			dmg-ltng		60	180																	0
Baldur's Mercy	100	1		10	1	99	20	9sc	scepter			100	30000	dgrn	dgrn						sock	5			ignore-ac		1	1	dmg/lvl	10			deadly		40	60	hit-skill	66	6	15	pal		3	5	rep-dur	4			dmg-ltng		60	180																	0
Baldur's Passion	100	1		5	1	99	23	9qs	scepter			100	35000	dgrn	dgrn						sock	5			ignore-ac		1	1	dmg/lvl	12			deadly		40	60	hit-skill	66	6	15	pal		3	6	rep-dur	6			dmg-ltng		60	180																	0
Baldur's Slayer	100	1		5	1	99	23	9ws	scepter			100	35000	dgrn	dgrn						sock	5			ignore-ac		1	1	dmg/lvl	12			deadly		50	70	hit-skill	66	6	15	pal		3	6	rep-dur	6			dmg-ltng		60	180																	0
Baldur's Blessing	100	1		5	1	99	23	7sc	scepter			100	35000	dgrn	dgrn						sock	6			ignore-ac		1	1	dmg/lvl	12			deadly		50	70	hit-skill	66	6	15	pal		3	6	rep-dur	6			dmg-ltng		60	180																	0
Baldur's Bane	100	1		3	1	99	26	7qs	scepter			100	40000	dgrn	dgrn						sock	6			ignore-ac		1	1	dmg/lvl	15			deadly		50	70	hit-skill	66	6	20	pal		4	7	rep-dur	6			dmg-ltng		90	270																	0
Baldur's Justice	100	1		3	1	99	26	7ws	scepter			100	40000	dgrn	dgrn						sock	6			ignore-ac		1	1	dmg/lvl	15			deadly		60	85	hit-skill	66	6	20	pal		4	7	rep-dur	6			dmg-ltng		90	270																	0
Baldur's Trophy	100	1		10	1	99	13	pa1	paladin			100	20000	dgrn	dgrn						sock	4			ac/lvl	6			red-dmg%		6	12	hp/lvl	6			gethit-skill	38	8	30	pal		2	3	rep-dur	4			light-thorns		300	800																	0
Baldur's Sorrow	100	1		10	1	99	13	pa2	paladin			100	20000	dgrn	dgrn						sock	4			ac/lvl	6			red-dmg%		6	12	hp/lvl	6			gethit-skill	38	8	30	pal		2	3	rep-dur	4			light-thorns		300	800																	0
Baldur's Rejection	100	1		10	1	99	13	pa3	paladin			100	20000	dgrn	dgrn						sock	4			ac/lvl	6			red-dmg%		6	12	hp/lvl	6			gethit-skill	38	8	30	pal		2	3	rep-dur	4			light-thorns		300	800																	0
Baldur's Irksome	100	1		10	1	99	16	pa4	paladin			100	25000	dgrn	dgrn						sock	4			ac/lvl	8			red-dmg%		8	16	hp/lvl	8			gethit-skill	38	8	30	pal		2	4	rep-dur	4			light-thorns		300	800																	0
Baldur's Angst	100	1		10	1	99	16	pa5	paladin			100	25000	dgrn	dgrn						sock	4			ac/lvl	8			red-dmg%		8	16	hp/lvl	8			gethit-skill	38	8	30	pal		2	4	rep-dur	4			light-thorns		300	800																	0
Baldur's Glory	100	1		10	1	99	16	pa6	paladin			100	25000	dgrn	dgrn						sock	5			ac/lvl	8			red-dmg%		8	16	hp/lvl	8			gethit-skill	38	8	30	pal		2	4	rep-dur	4			light-thorns		300	800																	0
Baldur's Triumph	100	1		10	1	99	20	pa7	paladin			100	30000	dgrn	dgrn						sock	5			ac/lvl	10			red-dmg%		10	20	hp/lvl	10			gethit-skill	38	8	30	pal		3	5	rep-dur	4			light-thorns		500	1500																	0
