Level	Amazon	Sorceress	Necromancer	Paladin	Barbarian	Druid	Assassin	ExpRatio
8671	3296966900	3296966900	3296966900	3296966900	3296966900	3296966900	3296966900	256
8672	3297466900	3297466900	3297466900	3297466900	3297466900	3297466900	3297466900	256
8673	3297966900	3297966900	3297966900	3297966900	3297966900	3297966900	3297966900	256
8674	3298466900	3298466900	3298466900	3298466900	3298466900	3298466900	3298466900	256
8675	3298966900	3298966900	3298966900	3298966900	3298966900	3298966900	3298966900	256
8676	3299466900	3299466900	3299466900	3299466900	3299466900	3299466900	3299466900	256
8677	3299966900	3299966900	3299966900	3299966900	3299966900	3299966900	3299966900	256
8678	3300466900	3300466900	3300466900	3300466900	3300466900	3300466900	3300466900	256
8679	3300966900	3300966900	3300966900	3300966900	3300966900	3300966900	3300966900	256
8680	3301466900	3301466900	3301466900	3301466900	3301466900	3301466900	3301466900	255
8681	3301966900	3301966900	3301966900	3301966900	3301966900	3301966900	3301966900	255
8682	3302466900	3302466900	3302466900	3302466900	3302466900	3302466900	3302466900	255
8683	3302966900	3302966900	3302966900	3302966900	3302966900	3302966900	3302966900	255
8684	3303466900	3303466900	3303466900	3303466900	3303466900	3303466900	3303466900	255
8685	3303966900	3303966900	3303966900	3303966900	3303966900	3303966900	3303966900	255
8686	3304466900	3304466900	3304466900	3304466900	3304466900	3304466900	3304466900	255
8687	3304966900	3304966900	3304966900	3304966900	3304966900	3304966900	3304966900	255
8688	3305466900	3305466900	3305466900	3305466900	3305466900	3305466900	3305466900	255
8689	3305966900	3305966900	3305966900	3305966900	3305966900	3305966900	3305966900	255
8690	3306466900	3306466900	3306466900	3306466900	3306466900	3306466900	3306466900	254
8691	3306966900	3306966900	3306966900	3306966900	3306966900	3306966900	3306966900	254
8692	3307466900	3307466900	3307466900	3307466900	3307466900	3307466900	3307466900	254
8693	3307966900	3307966900	3307966900	3307966900	3307966900	3307966900	3307966900	254
8694	3308466900	3308466900	3308466900	3308466900	3308466900	3308466900	3308466900	254
8695	3308966900	3308966900	3308966900	3308966900	3308966900	3308966900	3308966900	254
8696	3309466900	3309466900	3309466900	3309466900	3309466900	3309466900	3309466900	254
8697	3309966900	3309966900	3309966900	3309966900	3309966900	3309966900	3309966900	254
8698	3310466900	3310466900	3310466900	3310466900	3310466900	3310466900	3310466900	254
8699	3310966900	3310966900	3310966900	3310966900	3310966900	3310966900	3310966900	254
8700	3311466900	3311466900	3311466900	3311466900	3311466900	3311466900	3311466900	253
8701	3311966900	3311966900	3311966900	3311966900	3311966900	3311966900	3311966900	253
8702	3312466900	3312466900	3312466900	3312466900	3312466900	3312466900	3312466900	253
8703	3312966900	3312966900	3312966900	3312966900	3312966900	3312966900	3312966900	253
8704	3313466900	3313466900	3313466900	3313466900	3313466900	3313466900	3313466900	253
8705	3313966900	3313966900	3313966900	3313966900	3313966900	3313966900	3313966900	253
8706	3314466900	3314466900	3314466900	3314466900	3314466900	3314466900	3314466900	253
8707	3314966900	3314966900	3314966900	3314966900	3314966900	3314966900	3314966900	253
8708	3315466900	3315466900	3315466900	3315466900	3315466900	3315466900	3315466900	253
8709	3315966900	3315966900	3315966900	3315966900	3315966900	3315966900	3315966900	253
8710	3316466900	3316466900	3316466900	3316466900	3316466900	3316466900	3316466900	252
8711	3316966900	3316966900	3316966900	3316966900	3316966900	3316966900	3316966900	252
8712	3317466900	3317466900	3317466900	3317466900	3317466900	3317466900	3317466900	252
8713	3317966900	3317966900	3317966900	3317966900	3317966900	3317966900	3317966900	252
8714	3318466900	3318466900	3318466900	3318466900	3318466900	3318466900	3318466900	252
8715	3318966900	3318966900	3318966900	3318966900	3318966900	3318966900	3318966900	252
8716	3319466900	3319466900	3319466900	3319466900	3319466900	3319466900	3319466900	252
8717	3319966900	3319966900	3319966900	3319966900	3319966900	3319966900	3319966900	252
8718	3320466900	3320466900	3320466900	3320466900	3320466900	3320466900	3320466900	252
8719	3320966900	3320966900	3320966900	3320966900	3320966900	3320966900	3320966900	252
8720	3321466900	3321466900	3321466900	3321466900	3321466900	3321466900	3321466900	251
8721	3321966900	3321966900	3321966900	3321966900	3321966900	3321966900	3321966900	251
8722	3322466900	3322466900	3322466900	3322466900	3322466900	3322466900	3322466900	251
8723	3322966900	3322966900	3322966900	3322966900	3322966900	3322966900	3322966900	251
8724	3323466900	3323466900	3323466900	3323466900	3323466900	3323466900	3323466900	251
8725	3323966900	3323966900	3323966900	3323966900	3323966900	3323966900	3323966900	251
8726	3324466900	3324466900	3324466900	3324466900	3324466900	3324466900	3324466900	251
8727	3324966900	3324966900	3324966900	3324966900	3324966900	3324966900	3324966900	251
8728	3325466900	3325466900	3325466900	3325466900	3325466900	3325466900	3325466900	251
8729	3325966900	3325966900	3325966900	3325966900	3325966900	3325966900	3325966900	251
8730	3326466900	3326466900	3326466900	3326466900	3326466900	3326466900	3326466900	250
8731	3326966900	3326966900	3326966900	3326966900	3326966900	3326966900	3326966900	250
8732	3327466900	3327466900	3327466900	3327466900	3327466900	3327466900	3327466900	250
8733	3327966900	3327966900	3327966900	3327966900	3327966900	3327966900	3327966900	250
8734	3328466900	3328466900	3328466900	3328466900	3328466900	3328466900	3328466900	250
8735	3328966900	3328966900	3328966900	3328966900	3328966900	3328966900	3328966900	250
8736	3329466900	3329466900	3329466900	3329466900	3329466900	3329466900	3329466900	250
8737	3329966900	3329966900	3329966900	3329966900	3329966900	3329966900	3329966900	250
8738	3330466900	3330466900	3330466900	3330466900	3330466900	3330466900	3330466900	250
8739	3330966900	3330966900	3330966900	3330966900	3330966900	3330966900	3330966900	250
8740	3331466900	3331466900	3331466900	3331466900	3331466900	3331466900	3331466900	249
8741	3331966900	3331966900	3331966900	3331966900	3331966900	3331966900	3331966900	249
8742	3332466900	3332466900	3332466900	3332466900	3332466900	3332466900	3332466900	249
8743	3332966900	3332966900	3332966900	3332966900	3332966900	3332966900	3332966900	249
8744	3333466900	3333466900	3333466900	3333466900	3333466900	3333466900	3333466900	249
8745	3333966900	3333966900	3333966900	3333966900	3333966900	3333966900	3333966900	249
8746	3334466900	3334466900	3334466900	3334466900	3334466900	3334466900	3334466900	249
8747	3334966900	3334966900	3334966900	3334966900	3334966900	3334966900	3334966900	249
8748	3335466900	3335466900	3335466900	3335466900	3335466900	3335466900	3335466900	249
8749	3335966900	3335966900	3335966900	3335966900	3335966900	3335966900	3335966900	249
8750	3336466900	3336466900	3336466900	3336466900	3336466900	3336466900	3336466900	248
8751	3336966900	3336966900	3336966900	3336966900	3336966900	3336966900	3336966900	248
8752	3337466900	3337466900	3337466900	3337466900	3337466900	3337466900	3337466900	248
8753	3337966900	3337966900	3337966900	3337966900	3337966900	3337966900	3337966900	248
8754	3338466900	3338466900	3338466900	3338466900	3338466900	3338466900	3338466900	248
8755	3338966900	3338966900	3338966900	3338966900	3338966900	3338966900	3338966900	248
8756	3339466900	3339466900	3339466900	3339466900	3339466900	3339466900	3339466900	248
8757	3339966900	3339966900	3339966900	3339966900	3339966900	3339966900	3339966900	248
8758	3340466900	3340466900	3340466900	3340466900	3340466900	3340466900	3340466900	248
8759	3340966900	3340966900	3340966900	3340966900	3340966900	3340966900	3340966900	248
8760	3341466900	3341466900	3341466900	3341466900	3341466900	3341466900	3341466900	247
8761	3341966900	3341966900	3341966900	3341966900	3341966900	3341966900	3341966900	247
8762	3342466900	3342466900	3342466900	3342466900	3342466900	3342466900	3342466900	247
8763	3342966900	3342966900	3342966900	3342966900	3342966900	3342966900	3342966900	247
8764	3343466900	3343466900	3343466900	3343466900	3343466900	3343466900	3343466900	247
8765	3343966900	3343966900	3343966900	3343966900	3343966900	3343966900	3343966900	247
8766	3344466900	3344466900	3344466900	3344466900	3344466900	3344466900	3344466900	247
8767	3344966900	3344966900	3344966900	3344966900	3344966900	3344966900	3344966900	247
8768	3345466900	3345466900	3345466900	3345466900	3345466900	3345466900	3345466900	247
8769	3345966900	3345966900	3345966900	3345966900	3345966900	3345966900	3345966900	247
8770	3346466900	3346466900	3346466900	3346466900	3346466900	3346466900	3346466900	246
8771	3346966900	3346966900	3346966900	3346966900	3346966900	3346966900	3346966900	246
8772	3347466900	3347466900	3347466900	3347466900	3347466900	3347466900	3347466900	246
8773	3347966900	3347966900	3347966900	3347966900	3347966900	3347966900	3347966900	246
8774	3348466900	3348466900	3348466900	3348466900	3348466900	3348466900	3348466900	246
8775	3348966900	3348966900	3348966900	3348966900	3348966900	3348966900	3348966900	246
8776	3349466900	3349466900	3349466900	3349466900	3349466900	3349466900	3349466900	246
8777	3349966900	3349966900	3349966900	3349966900	3349966900	3349966900	3349966900	246
8778	3350466900	3350466900	3350466900	3350466900	3350466900	3350466900	3350466900	246
8779	3350966900	3350966900	3350966900	3350966900	3350966900	3350966900	3350966900	246
8780	3351466900	3351466900	3351466900	3351466900	3351466900	3351466900	3351466900	245
8781	3351966900	3351966900	3351966900	3351966900	3351966900	3351966900	3351966900	245
8782	3352466900	3352466900	3352466900	3352466900	3352466900	3352466900	3352466900	245
8783	3352966900	3352966900	3352966900	3352966900	3352966900	3352966900	3352966900	245
8784	3353466900	3353466900	3353466900	3353466900	3353466900	3353466900	3353466900	245
8785	3353966900	3353966900	3353966900	3353966900	3353966900	3353966900	3353966900	245
8786	3354466900	3354466900	3354466900	3354466900	3354466900	3354466900	3354466900	245
8787	3354966900	3354966900	3354966900	3354966900	3354966900	3354966900	3354966900	245
8788	3355466900	3355466900	3355466900	3355466900	3355466900	3355466900	3355466900	245
8789	3355966900	3355966900	3355966900	3355966900	3355966900	3355966900	3355966900	245
8790	3356466900	3356466900	3356466900	3356466900	3356466900	3356466900	3356466900	244
8791	3356966900	3356966900	3356966900	3356966900	3356966900	3356966900	3356966900	244
8792	3357466900	3357466900	3357466900	3357466900	3357466900	3357466900	3357466900	244
8793	3357966900	3357966900	3357966900	3357966900	3357966900	3357966900	3357966900	244
8794	3358466900	3358466900	3358466900	3358466900	3358466900	3358466900	3358466900	244
8795	3358966900	3358966900	3358966900	3358966900	3358966900	3358966900	3358966900	244
8796	3359466900	3359466900	3359466900	3359466900	3359466900	3359466900	3359466900	244
8797	3359966900	3359966900	3359966900	3359966900	3359966900	3359966900	3359966900	244
8798	3360466900	3360466900	3360466900	3360466900	3360466900	3360466900	3360466900	244
8799	3360966900	3360966900	3360966900	3360966900	3360966900	3360966900	3360966900	244
8800	3361466900	3361466900	3361466900	3361466900	3361466900	3361466900	3361466900	243
8801	3361966900	3361966900	3361966900	3361966900	3361966900	3361966900	3361966900	243
8802	3362466900	3362466900	3362466900	3362466900	3362466900	3362466900	3362466900	243
8803	3362966900	3362966900	3362966900	3362966900	3362966900	3362966900	3362966900	243
8804	3363466900	3363466900	3363466900	3363466900	3363466900	3363466900	3363466900	243
8805	3363966900	3363966900	3363966900	3363966900	3363966900	3363966900	3363966900	243
8806	3364466900	3364466900	3364466900	3364466900	3364466900	3364466900	3364466900	243
8807	3364966900	3364966900	3364966900	3364966900	3364966900	3364966900	3364966900	243
8808	3365466900	3365466900	3365466900	3365466900	3365466900	3365466900	3365466900	243
8809	3365966900	3365966900	3365966900	3365966900	3365966900	3365966900	3365966900	243
8810	3366466900	3366466900	3366466900	3366466900	3366466900	3366466900	3366466900	242
8811	3366966900	3366966900	3366966900	3366966900	3366966900	3366966900	3366966900	242
8812	3367466900	3367466900	3367466900	3367466900	3367466900	3367466900	3367466900	242
8813	3367966900	3367966900	3367966900	3367966900	3367966900	3367966900	3367966900	242
8814	3368466900	3368466900	3368466900	3368466900	3368466900	3368466900	3368466900	242
8815	3368966900	3368966900	3368966900	3368966900	3368966900	3368966900	3368966900	242
8816	3369466900	3369466900	3369466900	3369466900	3369466900	3369466900	3369466900	242
8817	3369966900	3369966900	3369966900	3369966900	3369966900	3369966900	3369966900	242
8818	3370466900	3370466900	3370466900	3370466900	3370466900	3370466900	3370466900	242
8819	3370966900	3370966900	3370966900	3370966900	3370966900	3370966900	3370966900	242
8820	3371466900	3371466900	3371466900	3371466900	3371466900	3371466900	3371466900	241
8821	3371966900	3371966900	3371966900	3371966900	3371966900	3371966900	3371966900	241
8822	3372466900	3372466900	3372466900	3372466900	3372466900	3372466900	3372466900	241
8823	3372966900	3372966900	3372966900	3372966900	3372966900	3372966900	3372966900	241
8824	3373466900	3373466900	3373466900	3373466900	3373466900	3373466900	3373466900	241
8825	3373966900	3373966900	3373966900	3373966900	3373966900	3373966900	3373966900	241
8826	3374466900	3374466900	3374466900	3374466900	3374466900	3374466900	3374466900	241
8827	3374966900	3374966900	3374966900	3374966900	3374966900	3374966900	3374966900	241
8828	3375466900	3375466900	3375466900	3375466900	3375466900	3375466900	3375466900	241
8829	3375966900	3375966900	3375966900	3375966900	3375966900	3375966900	3375966900	241
8830	3376466900	3376466900	3376466900	3376466900	3376466900	3376466900	3376466900	240
8831	3376966900	3376966900	3376966900	3376966900	3376966900	3376966900	3376966900	240
8832	3377466900	3377466900	3377466900	3377466900	3377466900	3377466900	3377466900	240
8833	3377966900	3377966900	3377966900	3377966900	3377966900	3377966900	3377966900	240
8834	3378466900	3378466900	3378466900	3378466900	3378466900	3378466900	3378466900	240
8835	3378966900	3378966900	3378966900	3378966900	3378966900	3378966900	3378966900	240
8836	3379466900	3379466900	3379466900	3379466900	3379466900	3379466900	3379466900	240
8837	3379966900	3379966900	3379966900	3379966900	3379966900	3379966900	3379966900	240
8838	3380466900	3380466900	3380466900	3380466900	3380466900	3380466900	3380466900	240
8839	3380966900	3380966900	3380966900	3380966900	3380966900	3380966900	3380966900	240
8840	3381466900	3381466900	3381466900	3381466900	3381466900	3381466900	3381466900	239
8841	3381966900	3381966900	3381966900	3381966900	3381966900	3381966900	3381966900	239
8842	3382466900	3382466900	3382466900	3382466900	3382466900	3382466900	3382466900	239
8843	3382966900	3382966900	3382966900	3382966900	3382966900	3382966900	3382966900	239
8844	3383466900	3383466900	3383466900	3383466900	3383466900	3383466900	3383466900	239
8845	3383966900	3383966900	3383966900	3383966900	3383966900	3383966900	3383966900	239
8846	3384466900	3384466900	3384466900	3384466900	3384466900	3384466900	3384466900	239
8847	3384966900	3384966900	3384966900	3384966900	3384966900	3384966900	3384966900	239
8848	3385466900	3385466900	3385466900	3385466900	3385466900	3385466900	3385466900	239
8849	3385966900	3385966900	3385966900	3385966900	3385966900	3385966900	3385966900	239
8850	3386466900	3386466900	3386466900	3386466900	3386466900	3386466900	3386466900	238
8851	3386966900	3386966900	3386966900	3386966900	3386966900	3386966900	3386966900	238
8852	3387466900	3387466900	3387466900	3387466900	3387466900	3387466900	3387466900	238
8853	3387966900	3387966900	3387966900	3387966900	3387966900	3387966900	3387966900	238
8854	3388466900	3388466900	3388466900	3388466900	3388466900	3388466900	3388466900	238
8855	3388966900	3388966900	3388966900	3388966900	3388966900	3388966900	3388966900	238
8856	3389466900	3389466900	3389466900	3389466900	3389466900	3389466900	3389466900	238
8857	3389966900	3389966900	3389966900	3389966900	3389966900	3389966900	3389966900	238
8858	3390466900	3390466900	3390466900	3390466900	3390466900	3390466900	3390466900	238
8859	3390966900	3390966900	3390966900	3390966900	3390966900	3390966900	3390966900	238
8860	3391466900	3391466900	3391466900	3391466900	3391466900	3391466900	3391466900	237
8861	3391966900	3391966900	3391966900	3391966900	3391966900	3391966900	3391966900	237
8862	3392466900	3392466900	3392466900	3392466900	3392466900	3392466900	3392466900	237
8863	3392966900	3392966900	3392966900	3392966900	3392966900	3392966900	3392966900	237
8864	3393466900	3393466900	3393466900	3393466900	3393466900	3393466900	3393466900	237
8865	3393966900	3393966900	3393966900	3393966900	3393966900	3393966900	3393966900	237
8866	3394466900	3394466900	3394466900	3394466900	3394466900	3394466900	3394466900	237
8867	3394966900	3394966900	3394966900	3394966900	3394966900	3394966900	3394966900	237
8868	3395466900	3395466900	3395466900	3395466900	3395466900	3395466900	3395466900	237
8869	3395966900	3395966900	3395966900	3395966900	3395966900	3395966900	3395966900	237
8870	3396466900	3396466900	3396466900	3396466900	3396466900	3396466900	3396466900	236
8871	3396966900	3396966900	3396966900	3396966900	3396966900	3396966900	3396966900	236
8872	3397466900	3397466900	3397466900	3397466900	3397466900	3397466900	3397466900	236
8873	3397966900	3397966900	3397966900	3397966900	3397966900	3397966900	3397966900	236
8874	3398466900	3398466900	3398466900	3398466900	3398466900	3398466900	3398466900	236
8875	3398966900	3398966900	3398966900	3398966900	3398966900	3398966900	3398966900	236
8876	3399466900	3399466900	3399466900	3399466900	3399466900	3399466900	3399466900	236
8877	3399966900	3399966900	3399966900	3399966900	3399966900	3399966900	3399966900	236
8878	3400466900	3400466900	3400466900	3400466900	3400466900	3400466900	3400466900	236
8879	3400966900	3400966900	3400966900	3400966900	3400966900	3400966900	3400966900	236
8880	3401466900	3401466900	3401466900	3401466900	3401466900	3401466900	3401466900	235
8881	3401966900	3401966900	3401966900	3401966900	3401966900	3401966900	3401966900	235
8882	3402466900	3402466900	3402466900	3402466900	3402466900	3402466900	3402466900	235
8883	3402966900	3402966900	3402966900	3402966900	3402966900	3402966900	3402966900	235
8884	3403466900	3403466900	3403466900	3403466900	3403466900	3403466900	3403466900	235
8885	3403966900	3403966900	3403966900	3403966900	3403966900	3403966900	3403966900	235
8886	3404466900	3404466900	3404466900	3404466900	3404466900	3404466900	3404466900	235
8887	3404966900	3404966900	3404966900	3404966900	3404966900	3404966900	3404966900	235
8888	3405466900	3405466900	3405466900	3405466900	3405466900	3405466900	3405466900	235
8889	3405966900	3405966900	3405966900	3405966900	3405966900	3405966900	3405966900	235
8890	3406466900	3406466900	3406466900	3406466900	3406466900	3406466900	3406466900	234
8891	3406966900	3406966900	3406966900	3406966900	3406966900	3406966900	3406966900	234
8892	3407466900	3407466900	3407466900	3407466900	3407466900	3407466900	3407466900	234
8893	3407966900	3407966900	3407966900	3407966900	3407966900	3407966900	3407966900	234
8894	3408466900	3408466900	3408466900	3408466900	3408466900	3408466900	3408466900	234
8895	3408966900	3408966900	3408966900	3408966900	3408966900	3408966900	3408966900	234
8896	3409466900	3409466900	3409466900	3409466900	3409466900	3409466900	3409466900	234
8897	3409966900	3409966900	3409966900	3409966900	3409966900	3409966900	3409966900	234
8898	3410466900	3410466900	3410466900	3410466900	3410466900	3410466900	3410466900	234
8899	3410966900	3410966900	3410966900	3410966900	3410966900	3410966900	3410966900	234
8900	3411466900	3411466900	3411466900	3411466900	3411466900	3411466900	3411466900	233
8901	3411966900	3411966900	3411966900	3411966900	3411966900	3411966900	3411966900	233
8902	3412466900	3412466900	3412466900	3412466900	3412466900	3412466900	3412466900	233
8903	3412966900	3412966900	3412966900	3412966900	3412966900	3412966900	3412966900	233
8904	3413466900	3413466900	3413466900	3413466900	3413466900	3413466900	3413466900	233
8905	3413966900	3413966900	3413966900	3413966900	3413966900	3413966900	3413966900	233
8906	3414466900	3414466900	3414466900	3414466900	3414466900	3414466900	3414466900	233
8907	3414966900	3414966900	3414966900	3414966900	3414966900	3414966900	3414966900	233
8908	3415466900	3415466900	3415466900	3415466900	3415466900	3415466900	3415466900	233
8909	3415966900	3415966900	3415966900	3415966900	3415966900	3415966900	3415966900	233
8910	3416466900	3416466900	3416466900	3416466900	3416466900	3416466900	3416466900	232
8911	3416966900	3416966900	3416966900	3416966900	3416966900	3416966900	3416966900	232
8912	3417466900	3417466900	3417466900	3417466900	3417466900	3417466900	3417466900	232
8913	3417966900	3417966900	3417966900	3417966900	3417966900	3417966900	3417966900	232
8914	3418466900	3418466900	3418466900	3418466900	3418466900	3418466900	3418466900	232
8915	3418966900	3418966900	3418966900	3418966900	3418966900	3418966900	3418966900	232
8916	3419466900	3419466900	3419466900	3419466900	3419466900	3419466900	3419466900	232
8917	3419966900	3419966900	3419966900	3419966900	3419966900	3419966900	3419966900	232
8918	3420466900	3420466900	3420466900	3420466900	3420466900	3420466900	3420466900	232
8919	3420966900	3420966900	3420966900	3420966900	3420966900	3420966900	3420966900	232
8920	3421466900	3421466900	3421466900	3421466900	3421466900	3421466900	3421466900	231
8921	3421966900	3421966900	3421966900	3421966900	3421966900	3421966900	3421966900	231
8922	3422466900	3422466900	3422466900	3422466900	3422466900	3422466900	3422466900	231
8923	3422966900	3422966900	3422966900	3422966900	3422966900	3422966900	3422966900	231
8924	3423466900	3423466900	3423466900	3423466900	3423466900	3423466900	3423466900	231
8925	3423966900	3423966900	3423966900	3423966900	3423966900	3423966900	3423966900	231
8926	3424466900	3424466900	3424466900	3424466900	3424466900	3424466900	3424466900	231
8927	3424966900	3424966900	3424966900	3424966900	3424966900	3424966900	3424966900	231
8928	3425466900	3425466900	3425466900	3425466900	3425466900	3425466900	3425466900	231
8929	3425966900	3425966900	3425966900	3425966900	3425966900	3425966900	3425966900	231
8930	3426466900	3426466900	3426466900	3426466900	3426466900	3426466900	3426466900	230
8931	3426966900	3426966900	3426966900	3426966900	3426966900	3426966900	3426966900	230
8932	3427466900	3427466900	3427466900	3427466900	3427466900	3427466900	3427466900	230
8933	3427966900	3427966900	3427966900	3427966900	3427966900	3427966900	3427966900	230
8934	3428466900	3428466900	3428466900	3428466900	3428466900	3428466900	3428466900	230
8935	3428966900	3428966900	3428966900	3428966900	3428966900	3428966900	3428966900	230
8936	3429466900	3429466900	3429466900	3429466900	3429466900	3429466900	3429466900	230
8937	3429966900	3429966900	3429966900	3429966900	3429966900	3429966900	3429966900	230
8938	3430466900	3430466900	3430466900	3430466900	3430466900	3430466900	3430466900	230
8939	3430966900	3430966900	3430966900	3430966900	3430966900	3430966900	3430966900	230
8940	3431466900	3431466900	3431466900	3431466900	3431466900	3431466900	3431466900	229
8941	3431966900	3431966900	3431966900	3431966900	3431966900	3431966900	3431966900	229
8942	3432466900	3432466900	3432466900	3432466900	3432466900	3432466900	3432466900	229
8943	3432966900	3432966900	3432966900	3432966900	3432966900	3432966900	3432966900	229
8944	3433466900	3433466900	3433466900	3433466900	3433466900	3433466900	3433466900	229
8945	3433966900	3433966900	3433966900	3433966900	3433966900	3433966900	3433966900	229
8946	3434466900	3434466900	3434466900	3434466900	3434466900	3434466900	3434466900	229
8947	3434966900	3434966900	3434966900	3434966900	3434966900	3434966900	3434966900	229
8948	3435466900	3435466900	3435466900	3435466900	3435466900	3435466900	3435466900	229
8949	3435966900	3435966900	3435966900	3435966900	3435966900	3435966900	3435966900	229
8950	3436466900	3436466900	3436466900	3436466900	3436466900	3436466900	3436466900	228
8951	3436966900	3436966900	3436966900	3436966900	3436966900	3436966900	3436966900	228
8952	3437466900	3437466900	3437466900	3437466900	3437466900	3437466900	3437466900	228
8953	3437966900	3437966900	3437966900	3437966900	3437966900	3437966900	3437966900	228
8954	3438466900	3438466900	3438466900	3438466900	3438466900	3438466900	3438466900	228
8955	3438966900	3438966900	3438966900	3438966900	3438966900	3438966900	3438966900	228
8956	3439466900	3439466900	3439466900	3439466900	3439466900	3439466900	3439466900	228
8957	3439966900	3439966900	3439966900	3439966900	3439966900	3439966900	3439966900	228
8958	3440466900	3440466900	3440466900	3440466900	3440466900	3440466900	3440466900	228
8959	3440966900	3440966900	3440966900	3440966900	3440966900	3440966900	3440966900	228
8960	3441466900	3441466900	3441466900	3441466900	3441466900	3441466900	3441466900	227
8961	3441966900	3441966900	3441966900	3441966900	3441966900	3441966900	3441966900	227
8962	3442466900	3442466900	3442466900	3442466900	3442466900	3442466900	3442466900	227
8963	3442966900	3442966900	3442966900	3442966900	3442966900	3442966900	3442966900	227
8964	3443466900	3443466900	3443466900	3443466900	3443466900	3443466900	3443466900	227
8965	3443966900	3443966900	3443966900	3443966900	3443966900	3443966900	3443966900	227
8966	3444466900	3444466900	3444466900	3444466900	3444466900	3444466900	3444466900	227
8967	3444966900	3444966900	3444966900	3444966900	3444966900	3444966900	3444966900	227
8968	3445466900	3445466900	3445466900	3445466900	3445466900	3445466900	3445466900	227
8969	3445966900	3445966900	3445966900	3445966900	3445966900	3445966900	3445966900	227
8970	3446466900	3446466900	3446466900	3446466900	3446466900	3446466900	3446466900	226
8971	3446966900	3446966900	3446966900	3446966900	3446966900	3446966900	3446966900	226
8972	3447466900	3447466900	3447466900	3447466900	3447466900	3447466900	3447466900	226
8973	3447966900	3447966900	3447966900	3447966900	3447966900	3447966900	3447966900	226
8974	3448466900	3448466900	3448466900	3448466900	3448466900	3448466900	3448466900	226
8975	3448966900	3448966900	3448966900	3448966900	3448966900	3448966900	3448966900	226
8976	3449466900	3449466900	3449466900	3449466900	3449466900	3449466900	3449466900	226
8977	3449966900	3449966900	3449966900	3449966900	3449966900	3449966900	3449966900	226
8978	3450466900	3450466900	3450466900	3450466900	3450466900	3450466900	3450466900	226
8979	3450966900	3450966900	3450966900	3450966900	3450966900	3450966900	3450966900	226
8980	3451466900	3451466900	3451466900	3451466900	3451466900	3451466900	3451466900	225
8981	3451966900	3451966900	3451966900	3451966900	3451966900	3451966900	3451966900	225
8982	3452466900	3452466900	3452466900	3452466900	3452466900	3452466900	3452466900	225
8983	3452966900	3452966900	3452966900	3452966900	3452966900	3452966900	3452966900	225
8984	3453466900	3453466900	3453466900	3453466900	3453466900	3453466900	3453466900	225
8985	3453966900	3453966900	3453966900	3453966900	3453966900	3453966900	3453966900	225
8986	3454466900	3454466900	3454466900	3454466900	3454466900	3454466900	3454466900	225
8987	3454966900	3454966900	3454966900	3454966900	3454966900	3454966900	3454966900	225
8988	3455466900	3455466900	3455466900	3455466900	3455466900	3455466900	3455466900	225
8989	3455966900	3455966900	3455966900	3455966900	3455966900	3455966900	3455966900	225
8990	3456466900	3456466900	3456466900	3456466900	3456466900	3456466900	3456466900	224
8991	3456966900	3456966900	3456966900	3456966900	3456966900	3456966900	3456966900	224
8992	3457466900	3457466900	3457466900	3457466900	3457466900	3457466900	3457466900	224
8993	3457966900	3457966900	3457966900	3457966900	3457966900	3457966900	3457966900	224
8994	3458466900	3458466900	3458466900	3458466900	3458466900	3458466900	3458466900	224
8995	3458966900	3458966900	3458966900	3458966900	3458966900	3458966900	3458966900	224
8996	3459466900	3459466900	3459466900	3459466900	3459466900	3459466900	3459466900	224
8997	3459966900	3459966900	3459966900	3459966900	3459966900	3459966900	3459966900	224
8998	3460466900	3460466900	3460466900	3460466900	3460466900	3460466900	3460466900	224
8999	3460966900	3460966900	3460966900	3460966900	3460966900	3460966900	3460966900	224
9000	3461466900	3461466900	3461466900	3461466900	3461466900	3461466900	3461466900	223
9001	3462066900	3462066900	3462066900	3462066900	3462066900	3462066900	3462066900	223
9002	3462666900	3462666900	3462666900	3462666900	3462666900	3462666900	3462666900	223
9003	3463266900	3463266900	3463266900	3463266900	3463266900	3463266900	3463266900	223
9004	3463866900	3463866900	3463866900	3463866900	3463866900	3463866900	3463866900	223
9005	3464466900	3464466900	3464466900	3464466900	3464466900	3464466900	3464466900	223
9006	3465066900	3465066900	3465066900	3465066900	3465066900	3465066900	3465066900	223
9007	3465666900	3465666900	3465666900	3465666900	3465666900	3465666900	3465666900	223
9008	3466266900	3466266900	3466266900	3466266900	3466266900	3466266900	3466266900	223
9009	3466866900	3466866900	3466866900	3466866900	3466866900	3466866900	3466866900	223
9010	3467466900	3467466900	3467466900	3467466900	3467466900	3467466900	3467466900	222
9011	3468066900	3468066900	3468066900	3468066900	3468066900	3468066900	3468066900	222
9012	3468666900	3468666900	3468666900	3468666900	3468666900	3468666900	3468666900	222
9013	3469266900	3469266900	3469266900	3469266900	3469266900	3469266900	3469266900	222
9014	3469866900	3469866900	3469866900	3469866900	3469866900	3469866900	3469866900	222
9015	3470466900	3470466900	3470466900	3470466900	3470466900	3470466900	3470466900	222
9016	3471066900	3471066900	3471066900	3471066900	3471066900	3471066900	3471066900	222
9017	3471666900	3471666900	3471666900	3471666900	3471666900	3471666900	3471666900	222
9018	3472266900	3472266900	3472266900	3472266900	3472266900	3472266900	3472266900	222
