Id	hcIdx	BaseId	NextInClass	TransLvl	NameStr	MonStatsEx	MonProp	MonType	AI	DescStr	Code	enabled	rangedtype	placespawn	spawn	spawnx	spawny	spawnmode	minion1	minion2	SetBoss	BossXfer	PartyMin	PartyMax	MinGrp	MaxGrp	sparsePopulate	Velocity	Run	Rarity	Level	Level(N)	Level(H)	MonSound	UMonSound	threat	aidel	aidel(N)	aidel(H)	aidist	aidist(N)	aidist(H)	aip1	aip1(N)	aip1(H)	aip2	aip2(N)	aip2(H)	aip3	aip3(N)	aip3(H)	aip4	aip4(N)	aip4(H)	aip5	aip5(N)	aip5(H)	aip6	aip6(N)	aip6(H)	aip7	aip7(N)	aip7(H)	aip8	aip8(N)	aip8(H)	MissA1	MissA2	MissS1	MissS2	MissS3	MissS4	MissC	MissSQ		Align	isSpawn	isMelee	npc	interact	inventory	inTown	lUndead	hUndead	demon	flying	opendoors	boss	primeevil	killable	switchai	noAura	nomultishot	neverCount	petIgnore	deathDmg	genericSpawn	zoo	SendSkills	Skill1	Sk1mode	Sk1lvl	Skill2	Sk2mode	Sk2lvl	Skill3	Sk3mode	Sk3lvl	Skill4	Sk4mode	Sk4lvl	Skill5	Sk5mode	Sk5lvl	Skill6	Sk6mode	Sk6lvl	Skill7	Sk7mode	Sk7lvl	Skill8	Sk8mode	Sk8lvl	Drain	Drain(N)	Drain(H)	coldeffect	coldeffect(N)	coldeffect(H)	ResDm	ResMa	ResFi	ResLi	ResCo	ResPo	ResDm(N)	ResMa(N)	ResFi(N)	ResLi(N)	ResCo(N)	ResPo(N)	ResDm(H)	ResMa(H)	ResFi(H)	ResLi(H)	ResCo(H)	ResPo(H)	DamageRegen	SkillDamage	noRatio	NoShldBlock	ToBlock	ToBlock(N)	ToBlock(H)	Crit	minHP	maxHP	AC	Exp	A1MinD	A1MaxD	A1TH	A2MinD	A2MaxD	A2TH	S1MinD	S1MaxD	S1TH	MinHP(N)	MaxHP(N)	AC(N)	Exp(N)	A1MinD(N)	A1MaxD(N)	A1TH(N)	A2MinD(N)	A2MaxD(N)	A2TH(N)	S1MinD(N)	S1MaxD(N)	S1TH(N)	MinHP(H)	MaxHP(H)	AC(H)	Exp(H)	A1MinD(H)	A1MaxD(H)	A1TH(H)	A2MinD(H)	A2MaxD(H)	A2TH(H)	S1MinD(H)	S1MaxD(H)	S1TH(H)	El1Mode	El1Type	El1Pct	El1MinD	El1MaxD	El1Dur	El1Pct(N)	El1MinD(N)	El1MaxD(N)	El1Dur(N)	El1Pct(H)	El1MinD(H)	El1MaxD(H)	El1Dur(H)	El2Mode	El2Type	El2Pct	El2MinD	El2MaxD	El2Dur	El2Pct(N)	El2MinD(N)	El2MaxD(N)	El2Dur(N)	El2Pct(H)	El2MinD(H)	El2MaxD(H)	El2Dur(H)	El3Mode	El3Type	El3Pct	El3MinD	El3MaxD	El3Dur	El3Pct(N)	El3MinD(N)	El3MaxD(N)	El3Dur(N)	El3Pct(H)	El3MinD(H)	El3MaxD(H)	El3Dur(H)	TreasureClass1	TreasureClass2	TreasureClass3	TreasureClass4	TreasureClass1(N)	TreasureClass2(N)	TreasureClass3(N)	TreasureClass4(N)	TreasureClass1(H)	TreasureClass2(H)	TreasureClass3(H)	TreasureClass4(H)	TCQuestId	TCQuestCP	SplEndDeath	SplGetModeChart	SplEndGeneric	SplClientEnd	*eol
bloodlord1	506	bloodlord1		0	Blood Lord1	bloodlord1		bloodlord	BloodLord		L3  	1													3	6	0	12	14	1	123	123	123	bloodlord	bloodlord	10	15	14	13				90	90	90	85	85	85	50	55	60	10	10	10																					0	0	1	1	0	0	1	0	0	0	0	0	0	0		1	1			0	0	0	0	0		BloodLordFrenzy	A2	1																						100	85	75	-50	-40	-30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	2				50	50	50		55	160	55	18	40	90	64	40	90	73	0	0	0	55	160	55	18	40	90	64	40	90	73	0	0	0	55	160	55	18	40	90	64	40	90	73	0	0	0																																											Act 5 H2H A	Act 5 Champ A	Act 5 Unique A		Act 5 (N) H2H A	Act 5 (N) Champ A	Act 5 (N) Unique A		Act 5 (H) H2H A	Act 5 (H) Champ A	Act 5 (H) Unique A				0	0	0	0	0
bloodlord2	507	bloodlord2		1	Blood Lord2	bloodlord2		bloodlord	BloodLord		L3  	1													3	8	0	12	14	1	136	136	136	bloodlord	bloodlord	10	15	14	13				90	90	90	85	85	85	60	65	65	10	10	10																					0	0	1	1	0	0	1	0	0	0	0	0	0	0		1	1			0	0	0	0	0		BloodLordFrenzy	A2	1																						100	85	75	-40	-30	-20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	2				50	50	50		55	160	57	19	40	90	64	40	90	73	0	0	0	55	160	57	19	40	90	64	40	90	73	0	0	0	55	160	57	19	40	90	64	40	90	73	0	0	0																																											Act 5 H2H B	Act 5 Champ B	Act 5 Unique B		Act 5 (N) H2H B	Act 5 (N) Champ B	Act 5 (N) Unique B		Act 5 (H) H2H B	Act 5 (H) Champ B	Act 5 (H) Unique B				0	0	0	0	0
bloodlord3	508	bloodlord3		2	Blood Lord3	bloodlord3		bloodlord	BloodLord		L3  	1													4	10	0	12	14	1	166	166	166	bloodlord	bloodlord	10	15	14	13				90	90	90	85	85	85	70	70	70	10	10	10																					0	0	1	1	0	0	1	0	0	0	0	0	0	0		1	1			0	0	0	0	0		BloodLordFrenzy	A2	1																						100	85	75	-30	-20	-10	5	0	0	0	0	0	5	0	0	0	0	0	5	0	0	0	0	0	2				50	50	50		55	160	58	24	40	90	66	40	90	75	0	0	0	55	160	58	24	40	90	66	40	90	75	0	0	0	55	160	58	24	40	90	66	40	90	75	0	0	0																																											Act 5 H2H C	Act 5 Champ C	Act 5 Unique C		Act 5 (N) H2H C	Act 5 (N) Champ C	Act 5 (N) Unique C		Act 5 (H) H2H C	Act 5 (H) Champ C	Act 5 (H) Unique C				0	0	0	0	0
bloodlord4	509	bloodlord4		3	Blood Lord4	bloodlord4		bloodlord	BloodLord		L3  	1													4	12	0	12	14	1	191	191	191	bloodlord	bloodlord	10	15	14	13				90	90	90	85	85	85	75	75	75	10	10	10																					0	0	1	1	0	0	1	0	0	0	0	0	0	0		1	1			0	0	0	0	0		BloodLordFrenzy	A2	1																						100	85	75	-20	-10	-5	10	5	5	5	5	5	10	5	5	5	5	5	10	5	5	5	105	5	2				50	50	50		55	160	57	39	40	90	66	40	90	75	0	0	0	55	160	57	39	40	90	66	40	90	75	0	0	0	55	160	57	39	40	90	66	40	90	75	0	0	0																																											Act 5 H2H C	Act 5 Champ C	Act 5 Unique C		Act 5 (N) H2H C	Act 5 (N) Champ C	Act 5 (N) Unique C		Act 5 (H) H2H C	Act 5 (H) Champ C	Act 5 (H) Unique C				0	0	0	0	0
bloodlord5	510	bloodlord5		4	Blood Lord5	bloodlord5		bloodlord	BloodLord		L3  	1													5	13	0	12	14	1	219	219	219	bloodlord	bloodlord	10	15	14	13				90	90	90	85	85	85	80	80	80	10	10	10																					0	0	1	1	0	0	1	0	0	0	0	0	0	0		1	1			0	0	0	0	0		BloodLordFrenzy	A2	1																						100	85	75	0	0	0	20	10	10	10	10	10	20	10	10	10	10	10	20	10	110	10	10	10	3				50	50	50		55	160	59	58	40	90	68	40	90	77	0	0	0	55	160	59	58	40	90	68	40	90	77	0	0	0	55	160	59	58	40	90	68	40	90	77	0	0	0																																											Act 5 H2H C	Act 5 Champ C	Act 5 Unique C		Act 5 (N) H2H C	Act 5 (N) Champ C	Act 5 (N) Unique C		Act 5 (H) H2H C	Act 5 (H) Champ C	Act 5 (H) Unique C				0	0	0	0	0
larzuk	511	larzuk		0	Larzuk	larzuk		human	Npc		XR  	1													1	1	0	6	8	1	1	1	1	mednpc	mednpc		15	15	15																																				0	1	1	1	1	1	1	1	0	0	0	0	0	0		0	1			0	0	0	0	0																																0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2								100	200	100	0	0	0	0	0	0	0	0	0	0	100	200	100	0	0	0	0	0	0	0	0	0	0	100	200	100	0	0	0	0	0	0	0	0	0	0																																																									0	0	0	0	0
drehya	512	drehya		0	Drehya	drehya		human	Npc		XS  	1													1	1	0	6	8	1	1	1	1	mednpc	mednpc		15	15	15																																				0	1	1	1	1	1	1	1	0	0	0	0	0	0		0	1			0	0	0	0	0																																0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2								100	200	100	0	0	0	0	0	0	0	0	0	0	100	200	100	0	0	0	0	0	0	0	0	0	0	100	200	100	0	0	0	0	0	0	0	0	0	0																																																									0	0	0	0	0
malah	513	malah		0	Malah	malah		human	Npc		XT  	1													1	1	0	2	2	1	1	1	1	mednpc	mednpc		15	15	15																																				0	1	1	1	1	1	1	1	0	0	0	0	0	0		0	1			0	0	0	0	0																																0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2								100	200	100	0	0	0	0	0	0	0	0	0	0	100	200	100	0	0	0	0	0	0	0	0	0	0	100	200	100	0	0	0	0	0	0	0	0	0	0																																																									0	0	0	0	0
nihlathak	514	nihlathak		0	Nihlathak Town	nihlathak		human	Npc		0J  	1													1	1	0	5	7	1	1	1	1	mednpc	mednpc		15	15	15																																				0	1	1	1	1	1	1	1	0	0	0	0	0	0		0	1			0	0	0	0	0																																0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2								100	200	100	0	0	0	0	0	0	0	0	0	0	100	200	100	0	0	0	0	0	0	0	0	0	0	100	200	100	0	0	0	0	0	0	0	0	0	0																																																									0	0	0	0	0
qual-kehk	515	qual-kehk		0	Qual-Kehk	qual-kehk		human	Npc		XV  	1													1	1	0	6	8	1	1	1	1	mednpc	mednpc		15	15	15																																				0	1	1	1	1	1		1	0	0	0	0	0	0		0	1			0	0	0	0	0																																0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2								100	200	100	0	0	0	0	0	0	0	0	0	0	100	200	100	0	0	0	0	0	0	0	0	0	0	100	200	100	0	0	0	0	0	0	0	0	0	0																																																									0	0	0	0	0
catapultspotter1	516	catapultspotter1		0	Catapult Spotter S	catapultspotter1			CatapultSpotter		k9  	1													1	1	0	0	0	1	0	0	0				15	15	15				12	14	16	25	25	25	25	25	25	10	10	10	10	10	10																		0	0	1	0	0	0	1	1	0	0	0	0	0	0		0	0			0	1	0	0	0		Catapult Charged Ball	A1	1	Catapult Spike Ball	A1	1	CatapultBlizzard	A1	1	CatapultPlague	A1	1	CatapultMeteor	A1	1																0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2								0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																									0	0	0	0	0
catapultspotter2	517	catapultspotter2		1	Catapult Spotter E	catapultspotter2			CatapultSpotter		k9  	1													1	1	0	0	0	1	0	0	0				15	15	15				12	14	16	25	25	25	25	25	25	10	10	10	10	10	10																		0	0	1	0	0	0	1	1	0	0	0	0	0	0		0	0			0	1	0	0	0		Catapult Charged Ball	A1	1	Catapult Spike Ball	A1	1	CatapultBlizzard	A1	1	CatapultPlague	A1	1	CatapultMeteor	A1	1																0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2								0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																									0	0	0	0	0
catapultspotter3	518	catapultspotter3		2	Catapult Spotter Siege	catapultspotter3			CatapultSpotter		k9  	1													1	1	0	0	0	1	0	0	0				15	15	15				12	14	16	25	25	25	25	25	25	10	10	10	10	10	10																		0	0	1	0	0	0	1	1	0	0	0	0	0	0		0	0			0	1	0	0	0		Catapult Charged Ball	A1	1	Catapult Spike Ball	A1	1	CatapultBlizzard	A1	1	CatapultPlague	A1	1	CatapultMeteor	A1	1																0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2								0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																									0	0	0	0	0
catapultspotter4	519	catapultspotter4		3	Catapult Spotter W	catapultspotter4			CatapultSpotter		k9  	1													1	1	0	0	0	1	0	0	0				15	15	15				12	14	16	25	25	25	25	25	25	10	10	10	10	10	10																		0	0	1	0	0	0	1	1	0	0	0	0	0	0		0	0			0	1	0	0	0		Catapult Charged Ball	A1	1	Catapult Spike Ball	A1	1	CatapultBlizzard	A1	1	CatapultPlague	A1	1	CatapultMeteor	A1	1																0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2								0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																									0	0	0	0	0
cain6	520	cain6		0	DeckardCain	cain6		human	Npc		DC  	1													1	1	0	5	7	1	1	1	1	mednpc	mednpc		15	15	15																																				0	1	0	1	1	1		1	0	0	0	0	0	0		0	1			0	0	0	0	0																																0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2								100	200	100	0	0	0	0	0	0	0	0	0	0	100	200	100	0	0	0	0	0	0	0	0	0	0	100	200	100	0	0	0	0	0	0	0	0	0	0																																																									0	0	0	0	0
tyrael3	521	tyrael3		0	tyrael	tyrael3			NpcStationary		TY  	1													1	1	0	3	5	1	1	1	1	mednpc	mednpc		15	15	15																																				0	1	0	1	1	1		1	0	0	0	0	0	0		0	1			0	0	0	0	0																																0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2								100	200	100	0	0	0	0	0	0	0	0	0	0	100	200	100	0	0	0	0	0	0	0	0	0	0	100	200	100	0	0	0	0	0	0	0	0	0	0																																																									0	0	0	0	0
act5barb1	522	act5barb1		0	Act 5 Combatant	act5barb1		human	NpcBarb		0A  	1													1	1	0	8	19	1	31	31	31	act2hire	act2hire	11	15	15	15				15	15	15	85	85	85	15	15	15																								0	1	1	1	0	0		1	0	0	0	0	1	0		1	1			1	0	0	0	0																										100	100	100	-50	-50	-50	0	0	0	0	0	70	0	0	0	0	0	70	0	0	0	0	0	70	0				50	50	50		200	400	74	0	10	20	57	0	0	0	0	0	0	200	400	74	0	10	20	57	0	0	0	0	0	0	200	400	74	0	10	20	57	0	0	0	0	0	0																																																									0	0	0	0	0
act5barb2	523	act5barb2		0	Act 5 Combatant	act5barb2		human	NpcBarb		0A  	1													1	1	0	8	19	1	39	39	39	act2hire	act2hire	11	15	15	15				15	15	15	85	85	85	15	15	15																								0	1	1	1	0	0		1	0	0	0	0	1	0		1	1			1	0	0	0	0																										100	100	100	-50	-50	-50	0	0	0	0	0	70	0	0	0	0	0	70	0	0	0	0	0	70	0				50	50	50		175	350	84	0	30	40	67	0	0	0	0	0	0	175	350	84	0	30	40	67	0	0	0	0	0	0	175	350	84	0	30	40	67	0	0	0	0	0	0																																																									0	0	0	0	0
barricadewall1	524	barricadewall1		0	Barricade Wall Right	barricadewall1			Idle		a6  	1													1	1	0	0	0	1	52	52	52	gargoyletrap	gargoyletrap	2	15	15	15																																				0	0	1	0	0	0		0	0	0	0	0	0	0		1	0			1	0	0	0	0																																0	0	0	0	50	100	0	0	0	0	50	100	0	0	0	0	50	100	0								50	85	55	0	0	0	0	0	0	0	0	0	0	50	85	55	0	0	0	0	0	0	0	0	0	0	50	85	55	0	0	0	0	0	0	0	0	0	0																																																									0	0	0	0	0
barricadewall2	525	barricadewall2		1	Barricade Wall Left	barricadewall2			Idle		AK  	1													1	1	0	0	0	1	52	52	52	gargoyletrap	gargoyletrap	2	15	15	15																																				0	0	1	0	0	0		0	0	0	0	0	0	0		1	0			1	0	0	0	0																																0	0	0	0	50	100	0	0	0	0	50	100	0	0	0	0	50	100	0								50	85	55	0	0	0	0	0	0	0	0	0	0	50	85	55	0	0	0	0	0	0	0	0	0	0	50	85	55	0	0	0	0	0	0	0	0	0	0																																																									0	0	0	0	0
nihlathakboss	526	nihlathakboss		0	Nykron	nihlathakboss		human	Nihlathak		~E  	1													1	3	0	10	12	1	93	93	93	nihlathak	nihlathak	14	15	15	15				30	30	30	20	20	20	80	80	80	75	75	75	8	8	8																		0	0	1	1	0	0	1	0	0	0	0	1	0	0		1	1			0	0	0	0	0		Imp Teleport	A1	1	Overseer Whip	A2	1	NihlathakCorpseExplosion	A1	1	Horror Arctic Blast	seq_nihlathakarctic	20	MinionSpawner	A1	1										100	100	100	-50	-40	-33	20	20	20	20	70	70	30	30	30	30	70	70	30	30	30	30	70	70	0				50	50	50		500	700	63	737	70	140	73	75	150	83	0	0	0	500	700	63	737	70	140	73	75	150	83	0	0	0	500	700	63	737	70	140	73	75	150	83	0	0	0																																											Act 5 Cast B	Act 5 Champ B	Act 5 Unique B		Act 5 (N) Cast B	Act 5 (N) Champ B	Act 5 (N) Unique B		Act 5 (H) Cast B	Act 5 (H) Champ B	Act 5 (H) Unique B				0	0	0	0	0
drehyaiced	527	drehyaiced		0	Drehya	drehyaiced		human	NpcOutOfTown		XS  	1													1	1	0	5	7	1	1	1	1	mednpc	mednpc		15	15	15																																				0	1	0	1	1	1		0	0	0	0	0	0	0		0	1			0	0	0	0	0																																0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2								100	200	100	0	0	0	0	0	0	0	0	0	0	100	200	100	0	0	0	0	0	0	0	0	0	0	100	200	100	0	0	0	0	0	0	0	0	0	0																																																									0	0	0	0	0
evilhut	528	evilhut		0	Evil hut	evilhut			GenericSpawner		2T  	1			imp1	2	5	NU							1	1	40	1	1	1	57	57	57	evilhut	evilhut	10	15	15	15				80	80	80	0	0	0	15	15	15																								0	0	1	0	0	0		0	0	0	0	0	0	0		1	1			0	0	0	0	0		Nest	seq_genericspawner	1																												0	0	50	70	70	0	0	0	70	70	70	0	0	0	70	70	70	0	0								90	300	53	33	0	0	0	0	0	0	0	0	0	90	300	53	33	0	0	0	0	0	0	0	0	0	90	300	53	33	0	0	0	0	0	0	0	0	0																																																									0	0	0	1	0
deathmauler1	529	deathmauler1		0	Death Mauler1	deathmauler1		deathmauler	DeathMauler		m5  	1													6	13	0	7	9	1	108	108	108	deathmauler	deathmauler	10	15	15	15				75	75	75	65	65	65	17	17	17	70	70	70																					0	0	1	0	0	0	1	0	0	0	0	0	0	0		1	1			0	0	0	1	0		DeathMaul	seq_deathmaulerdig	1																						100	85	75	-50	-40	-33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2				50	50	50		40	80	61	14	40	80	76	50	100	67	0	0	0	40	80	61	14	40	80	76	50	100	67	0	0	0	40	80	61	14	40	80	76	50	100	67	0	0	0																																											Act 5 H2H A	Act 5 Champ A	Act 5 Unique A		Act 5 (N) H2H A	Act 5 (N) Champ A	Act 5 (N) Unique A		Act 5 (H) H2H A	Act 5 (H) Champ A	Act 5 (H) Unique A				0	0	0	0	0
deathmauler2	530	deathmauler2		1	Death Mauler2	deathmauler2		deathmauler	DeathMauler		m5  	1													6	13	0	7	9	1	126	126	126	deathmauler	deathmauler	10	15	15	15				75	75	75	65	65	65	18	18	18	75	75	75																					0	0	1	0	0	0	1	0	0	0	0	0	0	0		1	1			0	0	0	1	0		DeathMaul	seq_deathmaulerdig	2																						100	85	75	-50	-40	-33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	2				50	50	50		40	80	60	15	40	80	75	50	100	72	0	0	0	40	80	60	15	40	80	75	50	100	72	0	0	0	40	80	60	15	40	80	75	50	100	72	0	0	0																																											Act 5 H2H A	Act 5 Champ A	Act 5 Unique A		Act 5 (N) H2H A	Act 5 (N) Champ A	Act 5 (N) Unique A		Act 5 (H) H2H A	Act 5 (H) Champ A	Act 5 (H) Unique A				0	0	0	0	0
deathmauler3	531	deathmauler3		2	Death Mauler3	deathmauler3		deathmauler	DeathMauler		m5  	1													7	14	0	8	10	1	161	161	161	deathmauler	deathmauler	10	15	15	15				75	75	75	65	65	65	19	19	19	80	80	80																					0	0	1	0	0	0	1	0	0	0	0	0	0	0		1	1			0	0	0	1	0		DeathMaul	seq_deathmaulerdig	3																						100	85	75	-50	-40	-33	5	0	0	0	0	0	5	0	0	0	0	0	5	0	0	0	100	0	2				50	50	50		40	80	61	19	40	80	81	50	100	79	0	0	0	40	80	61	19	40	80	81	50	100	79	0	0	0	40	80	61	19	40	80	81	50	100	79	0	0	0																																											Act 5 H2H B	Act 5 Champ B	Act 5 Unique B		Act 5 (N) H2H B	Act 5 (N) Champ B	Act 5 (N) Unique B		Act 5 (H) H2H B	Act 5 (H) Champ B	Act 5 (H) Unique B				0	0	0	0	0
deathmauler4	532	deathmauler4		3	Death Mauler4	deathmauler4		deathmauler	DeathMauler		m5  	1													7	14	0	8	10	1	191	191	191	deathmauler	deathmauler	10	15	15	15				75	75	75	65	65	65	20	20	20	85	85	85																					0	0	1	0	0	0	1	0	0	0	0	0	0	0		1	1			0	0	0	1	0		DeathMaul	seq_deathmaulerdig	4																						100	85	75	-50	-40	-33	10	5	5	5	5	5	10	5	5	5	5	5	10	5	5	5	5	5	2				50	50	50		40	80	62	25	40	80	86	50	100	83	0	0	0	40	80	62	25	40	80	86	50	100	83	0	0	0	40	80	62	25	40	80	86	50	100	83	0	0	0																																											Act 5 H2H B	Act 5 Champ B	Act 5 Unique B		Act 5 (N) H2H B	Act 5 (N) Champ B	Act 5 (N) Unique B		Act 5 (H) H2H B	Act 5 (H) Champ B	Act 5 (H) Unique B				0	0	0	0	0
deathmauler5	533	deathmauler5		4	Death Mauler5	deathmauler5		deathmauler	DeathMauler		m5  	1													8	17	0	9	11	1	219	219	219	deathmauler	deathmauler	10	15	15	15				75	75	75	65	65	65	21	21	21	90	90	90																					0	0	1	0	0	0	1	0	0	0	0	0	0	0		1	1			0	0	0	1	0		DeathMaul	seq_deathmaulerdig	5																						100	85	75	-50	-40	-33	20	10	10	10	10	10	20	10	10	10	10	10	20	10	10	10	110	10	3				50	50	50		40	80	63	37	40	80	93	50	100	89	0	0	0	40	80	63	37	40	80	93	50	100	89	0	0	0	40	80	63	37	40	80	93	50	100	89	0	0	0																																											Act 5 H2H C	Act 5 Champ C	Act 5 Unique C		Act 5 (N) H2H C	Act 5 (N) Champ C	Act 5 (N) Unique C		Act 5 (H) H2H C	Act 5 (H) Champ C	Act 5 (H) Unique C				0	0	0	0	0
act5pow	534	act5pow		0	POW	act5pow		human	Wussie		0a  	1													1	1	0	7	12	1	40	40	40	mednpc	mednpc	1	15	15	15																																				0	1	1	1	0	0		1	0	0	0	0	0	0		1	1			0	0	0	0	0																										100	100	100	-50	-50	-50	0	50	50	50	50	50	0	50	50	50	50	50	0	50	50	50	50	50	3								300	600	58	0	0	0	0	0	0	0	0	0	0	300	600	58	0	0	0	0	0	0	0	0	0	0	300	600	58	0	0	0	0	0	0	0	0	0	0																																																									0	0	0	0	0
act5barb3	535	act5barb3		0	Act 5 Townguard	act5barb3		human	Npc		0A  	1													1	1	0	8	19	1	10	10	10	act2hire	act2hire	11	15	15	15																																				0	1	1	1	0	0		1	0	0	0	0	1	0		1	1			1	0	0	0	0																										100	100	100	-50	-50	-50	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0								20	30	302	0	0	0	0	0	0	0	0	0	0	20	30	302	0	0	0	0	0	0	0	0	0	0	20	30	302	0	0	0	0	0	0	0	0	0	0																																																									0	0	0	0	0
act5barb4	536	act5barb4		1	Act 5 Townguard	act5barb4		human	Npc		0A  	1													1	1	0	8	19	1	10	10	10	act2hire	act2hire	11	15	15	15																																				0	1	1	1	0	0		1	0	0	0	0	1	0		1	1			1	0	0	0	0																										100	100	100	-50	-50	-50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0								20	30	302	0	0	0	0	0	0	0	0	0	0	20	30	302	0	0	0	0	0	0	0	0	0	0	20	30	302	0	0	0	0	0	0	0	0	0	0																																																									0	0	0	0	0
ancientstatue1	537	ancientstatue1		0	Ancient Statue 1	ancientstatue1			AncientStatue		0G  	1			ancientbarb1	0	2	NU							1	1	0	6	15	1	10	10	10				15	15	15																																				0	1	0	1	1	1		0	0	0	0	0	0	0		0	0			1	0	0	0	0		MinionSpawner	A1	1																												0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0								30	60	402	0	0	0	0	0	0	0	0	0	0	30	60	402	0	0	0	0	0	0	0	0	0	0	30	60	402	0	0	0	0	0	0	0	0	0	0																																																									0	0	0	0	0
ancientstatue2	538	ancientstatue2		1	Ancient Statue 2	ancientstatue2			AncientStatue		0H  	1			ancientbarb2	0	2	NU							1	1	0	6	15	1	10	10	10				15	15	15																																				0	1	0	1	1	1		0	0	0	0	0	0	0		0	0			1	0	0	0	0		MinionSpawner	A1	1																												0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0								30	60	402	0	0	0	0	0	0	0	0	0	0	30	60	402	0	0	0	0	0	0	0	0	0	0	30	60	402	0	0	0	0	0	0	0	0	0	0																																																									0	0	0	0	0
ancientstatue3	539	ancientstatue3		2	Ancient Statue 3	ancientstatue3			AncientStatue		0I  	1			ancientbarb3	0	2	NU							1	1	0	6	15	1	10	10	10				15	15	15																																				0	1	0	1	1	1		0	0	0	0	0	0	0		0	0			1	0	0	0	0		MinionSpawner	A1	1																												0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0								30	60	402	0	0	0	0	0	0	0	0	0	0	30	60	402	0	0	0	0	0	0	0	0	0	0	30	60	402	0	0	0	0	0	0	0	0	0	0																																																									0	0	0	0	0
ancientbarb1	540	ancientbarb1		0	Ancient Barbarian 1	ancientbarb1		human	Ancient		0D  	1													1	1	0	11	11	1	78	78	78	ancient	ancient	10	15	13	11				15	15	15	25	25	25	75	75	75	8	8	8																					0	0	1	1	0	0	1	0	0	0	0	0	0	0		1	0			0	0	0	0	0		Whirlwind	seq_ancientwhirlwind	15																						100	100	100	0	0	0	20	0	70	0	0	70	30	0	70	0	0	70	40	0	100	0	0	70	2								350	700	83	83	110	250	125	140	335	58	0	0	0	350	700	83	83	110	250	125	140	335	58	0	0	0	350	700	83	83	110	250	125	140	335	58	0	0	0																																											Act 5 H2H A	Act 5 Champ A	Act 5 Unique A		Act 5 (N) H2H A	Act 5 (N) Champ A	Act 5 (N) Unique A		Act 5 (H) H2H A	Act 5 (H) Champ A	Act 5 (H) Unique A				0	0	0	0	0
ancientbarb2	541	ancientbarb2		1	Ancient Barbarian 2	ancientbarb2		human	Ancient		0F  	1													1	1	0	11	11	1	78	78	78	ancient	ancient	10	15	13	11				15	15	15	50	50	50	25	25	25	25	25	25	7	7	7										ancient throwing axe								1	0	1	1	0	0	1	0	0	0	0	0	0	0		1	0			0	0	0	0	0		Shout	SC	5																						100	100	100	-25	-25	-15	20	0	0	70	70	0	30	0	0	70	70	0	40	0	0	100	70	0	2								350	700	83	83	110	250	125	140	335	58	0	0	0	350	700	83	83	110	250	125	140	335	58	0	0	0	350	700	83	83	110	250	125	140	335	58	0	0	0																																											Act 5 H2H A	Act 5 Champ A	Act 5 Unique A		Act 5 (N) H2H A	Act 5 (N) Champ A	Act 5 (N) Unique A		Act 5 (H) H2H A	Act 5 (H) Champ A	Act 5 (H) Unique A				0	0	0	0	0
