Name	Rune Name	complete	server	itype1	itype2	itype3	itype4	itype5	itype6	etype1	etype2	etype3	Rune1	Rune2	Rune3	Rune4	Rune5	Rune6	T1Code1	T1Param1	T1Min1	T1Max1	T1Code2	T1Param2	T1Min2	T1Max2	T1Code3	T1Param3	T1Min3	T1Max3	T1Code4	T1Param4	T1Min4	T1Max4	T1Code5	T1Param5	T1Min5	T1Max5	T1Code6	T1Param6	T1Min6	T1Max6	T1Code7	T1Param7	T1Min7	T1Max7	eol
Runeword6887	Malevolence	1		mele									r30	r33	r11	r13	r14	glb	howl		100	100	dmg-norm		30	50	crush		75	100	lifesteal		20	20	swing3		100	200	slow		50	50	regen		-12	-12	0
Runeword6888	Malevolence	1		mele									r30	r33	r11	r13	r14	gpb	howl		100	100	dmg-norm		30	50	crush		75	100	lifesteal		20	20	swing3		100	200	slow		50	50	regen		-12	-12	0
Runeword6889	Malevolence	1		mele									r30	r33	r11	r13	r14	gsg	howl		100	100	dmg-norm		30	50	crush		75	100	lifesteal		20	20	swing3		100	200	slow		50	50	regen		-12	-12	0
Runeword6890	Malevolence	1		mele									r30	r33	r11	r13	r14	glg	howl		100	100	dmg-norm		30	50	crush		75	100	lifesteal		20	20	swing3		100	200	slow		50	50	regen		-12	-12	0
Runeword6891	Malevolence	1		mele									r30	r33	r11	r13	r14	gpg	howl		100	100	dmg-norm		30	50	crush		75	100	lifesteal		20	20	swing3		100	200	slow		50	50	regen		-12	-12	0
Runeword6892	Malevolence	1		mele									r30	r33	r11	r13	r14	gsr	howl		100	100	dmg-norm		30	50	crush		75	100	lifesteal		20	20	swing3		100	200	slow		50	50	regen		-12	-12	0
Runeword6893	Malevolence	1		mele									r30	r33	r11	r13	r14	glr	howl		100	100	dmg-norm		30	50	crush		75	100	lifesteal		20	20	swing3		100	200	slow		50	50	regen		-12	-12	0
Runeword6894	Malevolence	1		mele									r30	r33	r11	r13	r14	gpr	howl		100	100	dmg-norm		30	50	crush		75	100	lifesteal		20	20	swing3		100	200	slow		50	50	regen		-12	-12	0
Runeword6895	Malevolence	1		mele									r30	r33	r11	r13	r14	gsw	howl		100	100	dmg-norm		30	50	crush		75	100	lifesteal		20	20	swing3		100	200	slow		50	50	regen		-12	-12	0
Runeword6896	Malevolence	1		mele									r30	r33	r11	r13	r14	glw	howl		100	100	dmg-norm		30	50	crush		75	100	lifesteal		20	20	swing3		100	200	slow		50	50	regen		-12	-12	0
Runeword6897	Malevolence	1		mele									r30	r33	r11	r13	r14	gpw	howl		100	100	dmg-norm		30	50	crush		75	100	lifesteal		20	20	swing3		100	200	slow		50	50	regen		-12	-12	0
Runeword6898	Malevolence	1		mele									r30	r33	r11	r13	r14	sku	howl		100	100	dmg-norm		30	50	crush		75	100	lifesteal		20	20	swing3		100	200	slow		50	50	regen		-12	-12	0
Runeword6899	Malevolence	1		mele									r30	r33	r11	r13	r14	skl	howl		100	100	dmg-norm		30	50	crush		75	100	lifesteal		20	20	swing3		100	200	slow		50	50	regen		-12	-12	0
Runeword6900	Malevolence	1		mele									r30	r33	r11	r13	r14	skz	howl		100	100	dmg-norm		30	50	crush		75	100	lifesteal		20	20	swing3		100	200	slow		50	50	regen		-12	-12	0
Runeword6901	Sharpshooter	1		miss									r29	r22	r04	r28	r25	jew	ignore-ac		1	1	hit-skill	66	5	10	hit-skill	49	5	10	pierce		1	1	explosivearrow		1	1	ama		4	4	deadly		80	100	0
Runeword6902	Sharpshooter	1		miss									r29	r22	r04	r28	r25	gsv	ignore-ac		1	1	hit-skill	66	5	10	hit-skill	49	5	10	pierce		1	1	explosivearrow		1	1	ama		4	4	deadly		80	100	0
Runeword6903	Sharpshooter	1		miss									r29	r22	r04	r28	r25	gzv	ignore-ac		1	1	hit-skill	66	5	10	hit-skill	49	5	10	pierce		1	1	explosivearrow		1	1	ama		4	4	deadly		80	100	0
Runeword6904	Sharpshooter	1		miss									r29	r22	r04	r28	r25	gpv	ignore-ac		1	1	hit-skill	66	5	10	hit-skill	49	5	10	pierce		1	1	explosivearrow		1	1	ama		4	4	deadly		80	100	0
Runeword6905	Sharpshooter	1		miss									r29	r22	r04	r28	r25	gsy	ignore-ac		1	1	hit-skill	66	5	10	hit-skill	49	5	10	pierce		1	1	explosivearrow		1	1	ama		4	4	deadly		80	100	0
Runeword6906	Sharpshooter	1		miss									r29	r22	r04	r28	r25	gly	ignore-ac		1	1	hit-skill	66	5	10	hit-skill	49	5	10	pierce		1	1	explosivearrow		1	1	ama		4	4	deadly		80	100	0
Runeword6907	Sharpshooter	1		miss									r29	r22	r04	r28	r25	gpy	ignore-ac		1	1	hit-skill	66	5	10	hit-skill	49	5	10	pierce		1	1	explosivearrow		1	1	ama		4	4	deadly		80	100	0
Runeword6908	Sharpshooter	1		miss									r29	r22	r04	r28	r25	gsb	ignore-ac		1	1	hit-skill	66	5	10	hit-skill	49	5	10	pierce		1	1	explosivearrow		1	1	ama		4	4	deadly		80	100	0
Runeword6909	Sharpshooter	1		miss									r29	r22	r04	r28	r25	glb	ignore-ac		1	1	hit-skill	66	5	10	hit-skill	49	5	10	pierce		1	1	explosivearrow		1	1	ama		4	4	deadly		80	100	0
Runeword6910	Sharpshooter	1		miss									r29	r22	r04	r28	r25	gpb	ignore-ac		1	1	hit-skill	66	5	10	hit-skill	49	5	10	pierce		1	1	explosivearrow		1	1	ama		4	4	deadly		80	100	0
Runeword6911	Sharpshooter	1		miss									r29	r22	r04	r28	r25	gsg	ignore-ac		1	1	hit-skill	66	5	10	hit-skill	49	5	10	pierce		1	1	explosivearrow		1	1	ama		4	4	deadly		80	100	0
Runeword6912	Sharpshooter	1		miss									r29	r22	r04	r28	r25	glg	ignore-ac		1	1	hit-skill	66	5	10	hit-skill	49	5	10	pierce		1	1	explosivearrow		1	1	ama		4	4	deadly		80	100	0
Runeword6913	Sharpshooter	1		miss									r29	r22	r04	r28	r25	gpg	ignore-ac		1	1	hit-skill	66	5	10	hit-skill	49	5	10	pierce		1	1	explosivearrow		1	1	ama		4	4	deadly		80	100	0
Runeword6914	Sharpshooter	1		miss									r29	r22	r04	r28	r25	gsr	ignore-ac		1	1	hit-skill	66	5	10	hit-skill	49	5	10	pierce		1	1	explosivearrow		1	1	ama		4	4	deadly		80	100	0
Runeword6915	Sharpshooter	1		miss									r29	r22	r04	r28	r25	glr	ignore-ac		1	1	hit-skill	66	5	10	hit-skill	49	5	10	pierce		1	1	explosivearrow		1	1	ama		4	4	deadly		80	100	0
Runeword6916	Sharpshooter	1		miss									r29	r22	r04	r28	r25	gpr	ignore-ac		1	1	hit-skill	66	5	10	hit-skill	49	5	10	pierce		1	1	explosivearrow		1	1	ama		4	4	deadly		80	100	0
Runeword6917	Sharpshooter	1		miss									r29	r22	r04	r28	r25	gsw	ignore-ac		1	1	hit-skill	66	5	10	hit-skill	49	5	10	pierce		1	1	explosivearrow		1	1	ama		4	4	deadly		80	100	0
Runeword6918	Sharpshooter	1		miss									r29	r22	r04	r28	r25	glw	ignore-ac		1	1	hit-skill	66	5	10	hit-skill	49	5	10	pierce		1	1	explosivearrow		1	1	ama		4	4	deadly		80	100	0
Runeword6919	Sharpshooter	1		miss									r29	r22	r04	r28	r25	gpw	ignore-ac		1	1	hit-skill	66	5	10	hit-skill	49	5	10	pierce		1	1	explosivearrow		1	1	ama		4	4	deadly		80	100	0
Runeword6920	Sharpshooter	1		miss									r29	r22	r04	r28	r25	sku	ignore-ac		1	1	hit-skill	66	5	10	hit-skill	49	5	10	pierce		1	1	explosivearrow		1	1	ama		4	4	deadly		80	100	0
Runeword6921	Sharpshooter	1		miss									r29	r22	r04	r28	r25	skl	ignore-ac		1	1	hit-skill	66	5	10	hit-skill	49	5	10	pierce		1	1	explosivearrow		1	1	ama		4	4	deadly		80	100	0
Runeword6922	Sharpshooter	1		miss									r29	r22	r04	r28	r25	skz	ignore-ac		1	1	hit-skill	66	5	10	hit-skill	49	5	10	pierce		1	1	explosivearrow		1	1	ama		4	4	deadly		80	100	0
Runeword6923	Martyr's Legacy	1		mele									r30	r28	r06	r12	r27	jew	crush		50	100	vit		-30	-30	dmg-max		50	100	deadly		50	50	dmg%		100	100	light		5	5	regen		-16	-16	0
Runeword6924	Martyr's Legacy	1		mele									r30	r28	r06	r12	r27	gsv	crush		50	100	vit		-30	-30	dmg-max		50	100	deadly		50	50	dmg%		100	100	light		5	5	regen		-16	-16	0
Runeword6925	Martyr's Legacy	1		mele									r30	r28	r06	r12	r27	gzv	crush		50	100	vit		-30	-30	dmg-max		50	100	deadly		50	50	dmg%		100	100	light		5	5	regen		-16	-16	0
Runeword6926	Martyr's Legacy	1		mele									r30	r28	r06	r12	r27	gpv	crush		50	100	vit		-30	-30	dmg-max		50	100	deadly		50	50	dmg%		100	100	light		5	5	regen		-16	-16	0
Runeword6927	Martyr's Legacy	1		mele									r30	r28	r06	r12	r27	gsy	crush		50	100	vit		-30	-30	dmg-max		50	100	deadly		50	50	dmg%		100	100	light		5	5	regen		-16	-16	0
Runeword6928	Martyr's Legacy	1		mele									r30	r28	r06	r12	r27	gly	crush		50	100	vit		-30	-30	dmg-max		50	100	deadly		50	50	dmg%		100	100	light		5	5	regen		-16	-16	0
Runeword6929	Martyr's Legacy	1		mele									r30	r28	r06	r12	r27	gpy	crush		50	100	vit		-30	-30	dmg-max		50	100	deadly		50	50	dmg%		100	100	light		5	5	regen		-16	-16	0
Runeword6930	Martyr's Legacy	1		mele									r30	r28	r06	r12	r27	gsb	crush		50	100	vit		-30	-30	dmg-max		50	100	deadly		50	50	dmg%		100	100	light		5	5	regen		-16	-16	0
Runeword6931	Martyr's Legacy	1		mele									r30	r28	r06	r12	r27	glb	crush		50	100	vit		-30	-30	dmg-max		50	100	deadly		50	50	dmg%		100	100	light		5	5	regen		-16	-16	0
Runeword6932	Martyr's Legacy	1		mele									r30	r28	r06	r12	r27	gpb	crush		50	100	vit		-30	-30	dmg-max		50	100	deadly		50	50	dmg%		100	100	light		5	5	regen		-16	-16	0
Runeword6933	Martyr's Legacy	1		mele									r30	r28	r06	r12	r27	gsg	crush		50	100	vit		-30	-30	dmg-max		50	100	deadly		50	50	dmg%		100	100	light		5	5	regen		-16	-16	0
Runeword6934	Martyr's Legacy	1		mele									r30	r28	r06	r12	r27	glg	crush		50	100	vit		-30	-30	dmg-max		50	100	deadly		50	50	dmg%		100	100	light		5	5	regen		-16	-16	0
Runeword6935	Martyr's Legacy	1		mele									r30	r28	r06	r12	r27	gpg	crush		50	100	vit		-30	-30	dmg-max		50	100	deadly		50	50	dmg%		100	100	light		5	5	regen		-16	-16	0
Runeword6936	Martyr's Legacy	1		mele									r30	r28	r06	r12	r27	gsr	crush		50	100	vit		-30	-30	dmg-max		50	100	deadly		50	50	dmg%		100	100	light		5	5	regen		-16	-16	0
Runeword6937	Martyr's Legacy	1		mele									r30	r28	r06	r12	r27	glr	crush		50	100	vit		-30	-30	dmg-max		50	100	deadly		50	50	dmg%		100	100	light		5	5	regen		-16	-16	0
Runeword6938	Martyr's Legacy	1		mele									r30	r28	r06	r12	r27	gpr	crush		50	100	vit		-30	-30	dmg-max		50	100	deadly		50	50	dmg%		100	100	light		5	5	regen		-16	-16	0
Runeword6939	Martyr's Legacy	1		mele									r30	r28	r06	r12	r27	gsw	crush		50	100	vit		-30	-30	dmg-max		50	100	deadly		50	50	dmg%		100	100	light		5	5	regen		-16	-16	0
Runeword6940	Martyr's Legacy	1		mele									r30	r28	r06	r12	r27	glw	crush		50	100	vit		-30	-30	dmg-max		50	100	deadly		50	50	dmg%		100	100	light		5	5	regen		-16	-16	0
Runeword6941	Martyr's Legacy	1		mele									r30	r28	r06	r12	r27	gpw	crush		50	100	vit		-30	-30	dmg-max		50	100	deadly		50	50	dmg%		100	100	light		5	5	regen		-16	-16	0
Runeword6942	Martyr's Legacy	1		mele									r30	r28	r06	r12	r27	sku	crush		50	100	vit		-30	-30	dmg-max		50	100	deadly		50	50	dmg%		100	100	light		5	5	regen		-16	-16	0
Runeword6943	Martyr's Legacy	1		mele									r30	r28	r06	r12	r27	skl	crush		50	100	vit		-30	-30	dmg-max		50	100	deadly		50	50	dmg%		100	100	light		5	5	regen		-16	-16	0
Runeword6944	Martyr's Legacy	1		mele									r30	r28	r06	r12	r27	skz	crush		50	100	vit		-30	-30	dmg-max		50	100	deadly		50	50	dmg%		100	100	light		5	5	regen		-16	-16	0
Runeword6945	Big Dog	1		shld	tors								r30	r25	r20	r33	r15	jew	ac		50	75	red-dmg%		12	12	hp%		20	30	charged	237	25	30	allskills		4	4									0
Runeword6946	Big Dog	1		shld	tors								r30	r25	r20	r33	r15	gsv	ac		50	75	red-dmg%		12	12	hp%		20	30	charged	237	25	30	allskills		4	4									0
Runeword6947	Big Dog	1		shld	tors								r30	r25	r20	r33	r15	gzv	ac		50	75	red-dmg%		12	12	hp%		20	30	charged	237	25	30	allskills		4	4									0
Runeword6948	Big Dog	1		shld	tors								r30	r25	r20	r33	r15	gpv	ac		50	75	red-dmg%		12	12	hp%		20	30	charged	237	25	30	allskills		4	4									0
Runeword6949	Big Dog	1		shld	tors								r30	r25	r20	r33	r15	gsy	ac		50	75	red-dmg%		12	12	hp%		20	30	charged	237	25	30	allskills		4	4									0
Runeword6950	Big Dog	1		shld	tors								r30	r25	r20	r33	r15	gly	ac		50	75	red-dmg%		12	12	hp%		20	30	charged	237	25	30	allskills		4	4									0
Runeword6951	Big Dog	1		shld	tors								r30	r25	r20	r33	r15	gpy	ac		50	75	red-dmg%		12	12	hp%		20	30	charged	237	25	30	allskills		4	4									0
Runeword6952	Big Dog	1		shld	tors								r30	r25	r20	r33	r15	gsb	ac		50	75	red-dmg%		12	12	hp%		20	30	charged	237	25	30	allskills		4	4									0
Runeword6953	Big Dog	1		shld	tors								r30	r25	r20	r33	r15	glb	ac		50	75	red-dmg%		12	12	hp%		20	30	charged	237	25	30	allskills		4	4									0
Runeword6954	Big Dog	1		shld	tors								r30	r25	r20	r33	r15	gpb	ac		50	75	red-dmg%		12	12	hp%		20	30	charged	237	25	30	allskills		4	4									0
Runeword6955	Big Dog	1		shld	tors								r30	r25	r20	r33	r15	gsg	ac		50	75	red-dmg%		12	12	hp%		20	30	charged	237	25	30	allskills		4	4									0
Runeword6956	Big Dog	1		shld	tors								r30	r25	r20	r33	r15	glg	ac		50	75	red-dmg%		12	12	hp%		20	30	charged	237	25	30	allskills		4	4									0
Runeword6957	Big Dog	1		shld	tors								r30	r25	r20	r33	r15	gpg	ac		50	75	red-dmg%		12	12	hp%		20	30	charged	237	25	30	allskills		4	4									0
Runeword6958	Big Dog	1		shld	tors								r30	r25	r20	r33	r15	gsr	ac		50	75	red-dmg%		12	12	hp%		20	30	charged	237	25	30	allskills		4	4									0
Runeword6959	Big Dog	1		shld	tors								r30	r25	r20	r33	r15	glr	ac		50	75	red-dmg%		12	12	hp%		20	30	charged	237	25	30	allskills		4	4									0
Runeword6960	Big Dog	1		shld	tors								r30	r25	r20	r33	r15	gpr	ac		50	75	red-dmg%		12	12	hp%		20	30	charged	237	25	30	allskills		4	4									0
Runeword6961	Big Dog	1		shld	tors								r30	r25	r20	r33	r15	gsw	ac		50	75	red-dmg%		12	12	hp%		20	30	charged	237	25	30	allskills		4	4									0
Runeword6962	Big Dog	1		shld	tors								r30	r25	r20	r33	r15	glw	ac		50	75	red-dmg%		12	12	hp%		20	30	charged	237	25	30	allskills		4	4									0
Runeword6963	Big Dog	1		shld	tors								r30	r25	r20	r33	r15	gpw	ac		50	75	red-dmg%		12	12	hp%		20	30	charged	237	25	30	allskills		4	4									0
Runeword6964	Big Dog	1		shld	tors								r30	r25	r20	r33	r15	sku	ac		50	75	red-dmg%		12	12	hp%		20	30	charged	237	25	30	allskills		4	4									0
Runeword6965	Big Dog	1		shld	tors								r30	r25	r20	r33	r15	skl	ac		50	75	red-dmg%		12	12	hp%		20	30	charged	237	25	30	allskills		4	4									0
Runeword6966	Big Dog	1		shld	tors								r30	r25	r20	r33	r15	skz	ac		50	75	red-dmg%		12	12	hp%		20	30	charged	237	25	30	allskills		4	4									0
Runeword6967	Moulinex Blender	1		swor									r28	r19	r12	r06	r05	jew	deadly		60	90	str		100	100	dmg-norm		100	400	dmg-min		50	50	dmg-max		50	50	dmg%		100	100	knock		1	1	0
Runeword6968	Moulinex Blender	1		swor									r28	r19	r12	r06	r05	gsv	deadly		60	90	str		100	100	dmg-norm		100	400	dmg-min		50	50	dmg-max		50	50	dmg%		100	100	knock		1	1	0
Runeword6969	Moulinex Blender	1		swor									r28	r19	r12	r06	r05	gzv	deadly		60	90	str		100	100	dmg-norm		100	400	dmg-min		50	50	dmg-max		50	50	dmg%		100	100	knock		1	1	0
Runeword6970	Moulinex Blender	1		swor									r28	r19	r12	r06	r05	gpv	deadly		60	90	str		100	100	dmg-norm		100	400	dmg-min		50	50	dmg-max		50	50	dmg%		100	100	knock		1	1	0
Runeword6971	Moulinex Blender	1		swor									r28	r19	r12	r06	r05	gsy	deadly		60	90	str		100	100	dmg-norm		100	400	dmg-min		50	50	dmg-max		50	50	dmg%		100	100	knock		1	1	0
Runeword6972	Moulinex Blender	1		swor									r28	r19	r12	r06	r05	gly	deadly		60	90	str		100	100	dmg-norm		100	400	dmg-min		50	50	dmg-max		50	50	dmg%		100	100	knock		1	1	0
Runeword6973	Moulinex Blender	1		swor									r28	r19	r12	r06	r05	gpy	deadly		60	90	str		100	100	dmg-norm		100	400	dmg-min		50	50	dmg-max		50	50	dmg%		100	100	knock		1	1	0
Runeword6974	Moulinex Blender	1		swor									r28	r19	r12	r06	r05	gsb	deadly		60	90	str		100	100	dmg-norm		100	400	dmg-min		50	50	dmg-max		50	50	dmg%		100	100	knock		1	1	0
Runeword6975	Moulinex Blender	1		swor									r28	r19	r12	r06	r05	glb	deadly		60	90	str		100	100	dmg-norm		100	400	dmg-min		50	50	dmg-max		50	50	dmg%		100	100	knock		1	1	0
Runeword6976	Moulinex Blender	1		swor									r28	r19	r12	r06	r05	gpb	deadly		60	90	str		100	100	dmg-norm		100	400	dmg-min		50	50	dmg-max		50	50	dmg%		100	100	knock		1	1	0
Runeword6977	Moulinex Blender	1		swor									r28	r19	r12	r06	r05	gsg	deadly		60	90	str		100	100	dmg-norm		100	400	dmg-min		50	50	dmg-max		50	50	dmg%		100	100	knock		1	1	0
Runeword6978	Moulinex Blender	1		swor									r28	r19	r12	r06	r05	glg	deadly		60	90	str		100	100	dmg-norm		100	400	dmg-min		50	50	dmg-max		50	50	dmg%		100	100	knock		1	1	0
Runeword6979	Moulinex Blender	1		swor									r28	r19	r12	r06	r05	gpg	deadly		60	90	str		100	100	dmg-norm		100	400	dmg-min		50	50	dmg-max		50	50	dmg%		100	100	knock		1	1	0
Runeword6980	Moulinex Blender	1		swor									r28	r19	r12	r06	r05	gsr	deadly		60	90	str		100	100	dmg-norm		100	400	dmg-min		50	50	dmg-max		50	50	dmg%		100	100	knock		1	1	0
Runeword6981	Moulinex Blender	1		swor									r28	r19	r12	r06	r05	glr	deadly		60	90	str		100	100	dmg-norm		100	400	dmg-min		50	50	dmg-max		50	50	dmg%		100	100	knock		1	1	0
Runeword6982	Moulinex Blender	1		swor									r28	r19	r12	r06	r05	gpr	deadly		60	90	str		100	100	dmg-norm		100	400	dmg-min		50	50	dmg-max		50	50	dmg%		100	100	knock		1	1	0
Runeword6983	Moulinex Blender	1		swor									r28	r19	r12	r06	r05	gsw	deadly		60	90	str		100	100	dmg-norm		100	400	dmg-min		50	50	dmg-max		50	50	dmg%		100	100	knock		1	1	0
Runeword6984	Moulinex Blender	1		swor									r28	r19	r12	r06	r05	glw	deadly		60	90	str		100	100	dmg-norm		100	400	dmg-min		50	50	dmg-max		50	50	dmg%		100	100	knock		1	1	0
Runeword6985	Moulinex Blender	1		swor									r28	r19	r12	r06	r05	gpw	deadly		60	90	str		100	100	dmg-norm		100	400	dmg-min		50	50	dmg-max		50	50	dmg%		100	100	knock		1	1	0
Runeword6986	Moulinex Blender	1		swor									r28	r19	r12	r06	r05	sku	deadly		60	90	str		100	100	dmg-norm		100	400	dmg-min		50	50	dmg-max		50	50	dmg%		100	100	knock		1	1	0
Runeword6987	Moulinex Blender	1		swor									r28	r19	r12	r06	r05	skl	deadly		60	90	str		100	100	dmg-norm		100	400	dmg-min		50	50	dmg-max		50	50	dmg%		100	100	knock		1	1	0
Runeword6988	Moulinex Blender	1		swor									r28	r19	r12	r06	r05	skz	deadly		60	90	str		100	100	dmg-norm		100	400	dmg-min		50	50	dmg-max		50	50	dmg%		100	100	knock		1	1	0
Runeword6989	Mucky Muck	1		shld	tors								r25	r20	r15	r30	r10	jew	ac		40	60	red-dmg%		9	9	dur%		20	30	charged	237	30	20	allskills		3	3									0
Runeword6990	Mucky Muck	1		shld	tors								r25	r20	r15	r30	r10	gsv	ac		40	60	red-dmg%		9	9	dur%		20	30	charged	237	30	20	allskills		3	3									0
Runeword6991	Mucky Muck	1		shld	tors								r25	r20	r15	r30	r10	gzv	ac		40	60	red-dmg%		9	9	dur%		20	30	charged	237	30	20	allskills		3	3									0
Runeword6992	Mucky Muck	1		shld	tors								r25	r20	r15	r30	r10	gpv	ac		40	60	red-dmg%		9	9	dur%		20	30	charged	237	30	20	allskills		3	3									0
Runeword6993	Mucky Muck	1		shld	tors								r25	r20	r15	r30	r10	gsy	ac		40	60	red-dmg%		9	9	dur%		20	30	charged	237	30	20	allskills		3	3									0
Runeword6994	Mucky Muck	1		shld	tors								r25	r20	r15	r30	r10	gly	ac		40	60	red-dmg%		9	9	dur%		20	30	charged	237	30	20	allskills		3	3									0
Runeword6995	Mucky Muck	1		shld	tors								r25	r20	r15	r30	r10	gpy	ac		40	60	red-dmg%		9	9	dur%		20	30	charged	237	30	20	allskills		3	3									0
Runeword6996	Mucky Muck	1		shld	tors								r25	r20	r15	r30	r10	gsb	ac		40	60	red-dmg%		9	9	dur%		20	30	charged	237	30	20	allskills		3	3									0
Runeword6997	Mucky Muck	1		shld	tors								r25	r20	r15	r30	r10	glb	ac		40	60	red-dmg%		9	9	dur%		20	30	charged	237	30	20	allskills		3	3									0
Runeword6998	Mucky Muck	1		shld	tors								r25	r20	r15	r30	r10	gpb	ac		40	60	red-dmg%		9	9	dur%		20	30	charged	237	30	20	allskills		3	3									0
Runeword6999	Mucky Muck	1		shld	tors								r25	r20	r15	r30	r10	gsg	ac		40	60	red-dmg%		9	9	dur%		20	30	charged	237	30	20	allskills		3	3									0
Runeword7000	Mucky Muck	1		shld	tors								r25	r20	r15	r30	r10	glg	ac		40	60	red-dmg%		9	9	dur%		20	30	charged	237	30	20	allskills		3	3									0
Runeword7001	Mucky Muck	1		shld	tors								r25	r20	r15	r30	r10	gpg	ac		40	60	red-dmg%		9	9	dur%		20	30	charged	237	30	20	allskills		3	3									0
Runeword7002	Mucky Muck	1		shld	tors								r25	r20	r15	r30	r10	gsr	ac		40	60	red-dmg%		9	9	dur%		20	30	charged	237	30	20	allskills		3	3									0
Runeword7003	Mucky Muck	1		shld	tors								r25	r20	r15	r30	r10	glr	ac		40	60	red-dmg%		9	9	dur%		20	30	charged	237	30	20	allskills		3	3									0
Runeword7004	Mucky Muck	1		shld	tors								r25	r20	r15	r30	r10	gpr	ac		40	60	red-dmg%		9	9	dur%		20	30	charged	237	30	20	allskills		3	3									0
Runeword7005	Mucky Muck	1		shld	tors								r25	r20	r15	r30	r10	gsw	ac		40	60	red-dmg%		9	9	dur%		20	30	charged	237	30	20	allskills		3	3									0
Runeword7006	Mucky Muck	1		shld	tors								r25	r20	r15	r30	r10	glw	ac		40	60	red-dmg%		9	9	dur%		20	30	charged	237	30	20	allskills		3	3									0
Runeword7007	Mucky Muck	1		shld	tors								r25	r20	r15	r30	r10	gpw	ac		40	60	red-dmg%		9	9	dur%		20	30	charged	237	30	20	allskills		3	3									0
Runeword7008	Mucky Muck	1		shld	tors								r25	r20	r15	r30	r10	sku	ac		40	60	red-dmg%		9	9	dur%		20	30	charged	237	30	20	allskills		3	3									0
Runeword7009	Mucky Muck	1		shld	tors								r25	r20	r15	r30	r10	skl	ac		40	60	red-dmg%		9	9	dur%		20	30	charged	237	30	20	allskills		3	3									0
Runeword7010	Mucky Muck	1		shld	tors								r25	r20	r15	r30	r10	skz	ac		40	60	red-dmg%		9	9	dur%		20	30	charged	237	30	20	allskills		3	3									0
Runeword7011	Mysterious Ways	1		miss									r29	r14	r06	r04	r12	jew	hit-skill	62	5	10	howl		50	100	dmg-min		50	50	dmg-max		100	100	hit-skill	66	5	10	pierce		1	1	knock		1	1	0
Runeword7012	Mysterious Ways	1		miss									r29	r14	r06	r04	r12	gsv	hit-skill	62	5	10	howl		50	100	dmg-min		50	50	dmg-max		100	100	hit-skill	66	5	10	pierce		1	1	knock		1	1	0
Runeword7013	Mysterious Ways	1		miss									r29	r14	r06	r04	r12	gzv	hit-skill	62	5	10	howl		50	100	dmg-min		50	50	dmg-max		100	100	hit-skill	66	5	10	pierce		1	1	knock		1	1	0
Runeword7014	Mysterious Ways	1		miss									r29	r14	r06	r04	r12	gpv	hit-skill	62	5	10	howl		50	100	dmg-min		50	50	dmg-max		100	100	hit-skill	66	5	10	pierce		1	1	knock		1	1	0
Runeword7015	Mysterious Ways	1		miss									r29	r14	r06	r04	r12	gsy	hit-skill	62	5	10	howl		50	100	dmg-min		50	50	dmg-max		100	100	hit-skill	66	5	10	pierce		1	1	knock		1	1	0
Runeword7016	Mysterious Ways	1		miss									r29	r14	r06	r04	r12	gly	hit-skill	62	5	10	howl		50	100	dmg-min		50	50	dmg-max		100	100	hit-skill	66	5	10	pierce		1	1	knock		1	1	0
Runeword7017	Mysterious Ways	1		miss									r29	r14	r06	r04	r12	gpy	hit-skill	62	5	10	howl		50	100	dmg-min		50	50	dmg-max		100	100	hit-skill	66	5	10	pierce		1	1	knock		1	1	0
Runeword7018	Mysterious Ways	1		miss									r29	r14	r06	r04	r12	gsb	hit-skill	62	5	10	howl		50	100	dmg-min		50	50	dmg-max		100	100	hit-skill	66	5	10	pierce		1	1	knock		1	1	0
Runeword7019	Mysterious Ways	1		miss									r29	r14	r06	r04	r12	glb	hit-skill	62	5	10	howl		50	100	dmg-min		50	50	dmg-max		100	100	hit-skill	66	5	10	pierce		1	1	knock		1	1	0
Runeword7020	Mysterious Ways	1		miss									r29	r14	r06	r04	r12	gpb	hit-skill	62	5	10	howl		50	100	dmg-min		50	50	dmg-max		100	100	hit-skill	66	5	10	pierce		1	1	knock		1	1	0
Runeword7021	Mysterious Ways	1		miss									r29	r14	r06	r04	r12	gsg	hit-skill	62	5	10	howl		50	100	dmg-min		50	50	dmg-max		100	100	hit-skill	66	5	10	pierce		1	1	knock		1	1	0
Runeword7022	Mysterious Ways	1		miss									r29	r14	r06	r04	r12	glg	hit-skill	62	5	10	howl		50	100	dmg-min		50	50	dmg-max		100	100	hit-skill	66	5	10	pierce		1	1	knock		1	1	0
Runeword7023	Mysterious Ways	1		miss									r29	r14	r06	r04	r12	gpg	hit-skill	62	5	10	howl		50	100	dmg-min		50	50	dmg-max		100	100	hit-skill	66	5	10	pierce		1	1	knock		1	1	0
Runeword7024	Mysterious Ways	1		miss									r29	r14	r06	r04	r12	gsr	hit-skill	62	5	10	howl		50	100	dmg-min		50	50	dmg-max		100	100	hit-skill	66	5	10	pierce		1	1	knock		1	1	0
Runeword7025	Mysterious Ways	1		miss									r29	r14	r06	r04	r12	glr	hit-skill	62	5	10	howl		50	100	dmg-min		50	50	dmg-max		100	100	hit-skill	66	5	10	pierce		1	1	knock		1	1	0
Runeword7026	Mysterious Ways	1		miss									r29	r14	r06	r04	r12	gpr	hit-skill	62	5	10	howl		50	100	dmg-min		50	50	dmg-max		100	100	hit-skill	66	5	10	pierce		1	1	knock		1	1	0
