Treasure Class	group	level	Picks	Unique	Set	Rare	Magic	NoDrop	Item1	Prob1	Item2	Prob2	Item3	Prob3	Item4	Prob4	Item5	Prob5	Item6	Prob6	Item7	Prob7	Item8	Prob8	Item9	Prob9	Item10	Prob10	Term
Act 3 Equip A			1	25	100	300	500	40	weap18	6	armo18	3	weap21	14	armo21	7	weap24	2	armo24	1	Act 2 Equip C	100	TGrade-C	1					0
Act 3 Equip B			1	25	100	300	500	40	weap21	6	armo21	3	weap24	14	armo24	7	weap27	2	armo27	1	Act 3 Equip A	100	TGrade-C	2					0
Act 3 Equip C			1	25	100	300	500	40	weap24	6	armo24	3	weap27	14	armo27	7	weap30	2	armo30	1	Act 3 Equip B	100	TGrade-C	3					0
Act 4 Equip A			1	25	100	300	500	40	weap27	6	armo27	3	weap30	14	armo30	4	weap33	2	armo33	1	Act 3 Equip C	100	TGrade-D	1					0
Act 4 Equip B			1	25	100	300	500	40	weap30	6	armo30	3	weap33	14	armo33	3	weap36	2	armo36	1	Act 4 Equip A	100	TGrade-D	2					0
Act 5 Equip A			1	25	100	300	500	40	weap30	6	armo30	3	weap33	14	armo33	3	weap36	7	armo36	5	Act 4 Equip B	100	TGrade-E	1					0
Act 5 Equip B			1	25	100	300	500	40	weap33	6	armo33	2	weap36	14	armo36	7	weap39	2	armo39	1	Act 5 Equip A	100	TGrade-E	2					0
Act 5 Equip C			1	25	100	300	500	40	weap33	6	armo33	2	weap36	14	armo36	7	weap39	2	armo39	1	Act 5 Equip B	100	TGrade-E	3					0
Act 1 (N) Equip A			1	25	100	300	500	50	weap36	6	armo36	3	weap39	14	armo39	7	weap42	2	armo42	1	Act 5 Equip C	100	TGrade-F	1					0
Act 1 (N) Equip B			1	25	100	300	500	50	weap36	6	armo36	3	weap39	14	armo39	7	weap42	6	armo42	3	Act 1 (N) Equip A	100	TGrade-F	2					0
Act 1 (N) Equip C			1	25	100	300	500	50	weap39	6	armo39	3	weap42	14	armo42	7	weap45	2	armo45	1	Act 1 (N) Equip A	100	TGrade-F	3					0
Act 2 (N) Equip A			1	25	100	300	500	50	weap39	6	armo39	3	weap42	14	armo42	7	weap45	6	armo45	3	Act 1 (N) Equip B	100	TGrade-G	1					0
Act 2 (N) Equip B			1	25	100	300	500	50	weap42	6	armo42	3	weap45	14	armo45	7	weap48	2	armo48	1	Act 2 (N) Equip A	100	TGrade-G	2					0
Act 2 (N) Equip C			1	25	100	300	500	50	weap42	6	armo42	3	weap45	14	armo45	7	weap48	6	armo48	3	Act 2 (N) Equip A	100	TGrade-G	3					0
Act 3 (N) Equip A			1	25	100	300	500	50	weap45	6	armo45	3	weap48	14	armo48	7	weap51	2	armo51	1	Act 2 (N) Equip B	100	TGrade-H	1					0
Act 3 (N) Equip B			1	25	100	300	500	50	weap45	6	armo45	3	weap48	14	armo48	7	weap51	6	armo51	3	Act 3 (N) Equip A	100	TGrade-H	2					0
Act 3 (N) Equip C			1	25	100	300	500	50	weap48	6	armo48	3	weap51	14	armo51	7	weap54	2	armo54	1	Act 3 (N) Equip A	100	TGrade-H	3					0
Act 4 (N) Equip A			1	25	100	300	500	50	weap48	6	armo48	3	weap51	14	armo51	7	weap54	6	armo54	3	Act 3 (N) Equip B	100	TGrade-I	1					0
Act 4 (N) Equip B			1	25	100	300	500	50	weap51	6	armo51	3	weap54	14	armo54	7	weap57	2	armo57	1	Act 4 (N) Equip A	100	TGrade-I	2					0
Act 4 (N) Equip C			1	25	100	300	500	50	weap51	6	armo51	3	weap54	14	armo54	7	weap57	6	armo57	3	Act 4 (N) Equip A	100	TGrade-I	3					0
Act 5 (N) Equip A			1	25	100	300	500	50	weap54	6	armo54	3	weap57	14	armo57	7	weap60	2	armo60	1	Act 4 (N) Equip B	100	TGrade-J	1					0
Act 5 (N) Equip B			1	25	100	300	500	50	weap54	6	armo54	3	weap57	14	armo57	7	weap60	6	armo60	3	Act 5 (N) Equip A	100	TGrade-J	2					0
Act 5 (N) Equip C			1	25	100	300	500	50	weap57	6	armo57	3	weap60	14	armo60	7	weap63	2	armo63	1	Act 5 (N) Equip B	100	TGrade-J	3					0
Act 1 (H) Equip A			1	25	100	300	500	60	weap57	6	armo57	3	weap60	14	armo60	7	weap63	6	armo63	3	Act 5 (N) Equip C	100	TGrade-K	1					0
Act 1 (H) Equip B			1	25	100	300	500	60	weap60	6	armo60	3	weap63	14	armo63	7	weap66	2	armo66	1	Act 1 (H) Equip A	100	TGrade-K	2					0
Act 1 (H) Equip C			1	25	100	300	500	60	weap60	6	armo60	3	weap63	14	armo63	7	weap66	6	armo66	3	Act 1 (H) Equip A	100	TGrade-K	3					0
Act 2 (H) Equip A			1	25	100	300	500	60	weap63	6	armo63	3	weap66	14	armo66	7	weap69	2	armo69	1	Act 1 (H) Equip B	100	TGrade-L	1					0
Act 2 (H) Equip B			1	25	100	300	500	60	weap63	6	armo63	3	weap66	14	armo66	7	weap69	6	armo69	3	Act 2 (H) Equip A	100	TGrade-L	2					0
Act 2 (H) Equip C			1	25	100	300	500	60	weap66	6	armo66	3	weap69	14	armo69	7	weap72	2	armo72	1	Act 2 (H) Equip A	100	TGrade-L	3					0
Act 3 (H) Equip A			1	25	100	300	500	60	weap66	6	armo66	3	weap69	14	armo69	7	weap72	6	armo72	3	Act 2 (H) Equip B	100	TGrade-M	1					0
Act 3 (H) Equip B			1	25	100	300	500	60	weap69	6	armo69	3	weap72	14	armo72	7	weap75	2	armo75	1	Act 3 (H) Equip A	100	TGrade-M	2					0
Act 3 (H) Equip C			1	25	100	300	500	60	weap69	6	armo69	3	weap72	14	armo72	7	weap75	6	armo75	3	Act 3 (H) Equip A	100	TGrade-M	3					0
Act 4 (H) Equip A			1	25	100	300	500	60	weap72	6	armo72	3	weap75	14	armo75	7	weap78	2	armo78	1	Act 3 (H) Equip B	100	TGrade-N	1					0
Act 4 (H) Equip B			1	25	100	300	500	60	weap72	6	armo72	3	weap75	14	armo75	7	weap78	6	armo78	3	Act 4 (H) Equip A	100	TGrade-N	2					0
Act 4 (H) Equip C			1	25	100	300	500	60	weap75	6	armo75	3	weap78	14	armo78	7	weap81	2	armo81	1	Act 4 (H) Equip A	100	TGrade-N	3					0
Act 5 (H) Equip A			1	25	100	300	500	60	weap78	6	armo78	3	weap81	14	armo81	7	weap84	2	armo84	1	Act 4 (H) Equip B	100	TGrade-O	1					0
Act 5 (H) Equip B			1	25	100	300	500	60	weap81	6	armo81	3	weap84	14	armo84	7	weap87	2	armo87	1	Act 5 (H) Equip A	100	TGrade-O	2					0
Act 5 (H) Equip C			1	25	100	300	500	60	weap84	6	armo84	3	weap87	14	armo87	7	weap90	2	armo90	1	Act 5 (H) Equip B	100	TGrade-O	3					0
Act 1 Melee A			1	25	100	300	500	40	mele3	7	armo3	7	TGrade-A	1															0
Act 1 Melee B			1	25	100	300	500	40	mele3	3	armo3	3	mele6	7	armo6	7	TGrade-A	2											0
Act 1 Melee C			1	25	100	300	500	40	mele6	6	armo6	3	mele9	14	armo9	7	mele12	2	armo12	1	TGrade-A	3							0
Act 2 Melee A			1	25	100	300	500	40	mele9	6	armo9	3	mele12	14	armo12	7	mele15	2	armo15	1	Act 1 Melee C	100	TGrade-B	1					0
Act 2 Melee B			1	25	100	300	500	40	mele12	6	armo12	3	mele15	14	armo15	7	mele18	2	armo18	1	Act 2 Melee A	100	TGrade-B	2					0
Act 2 Melee C			1	25	100	300	500	40	mele15	6	armo15	3	mele18	14	armo18	7	mele21	2	armo21	1	Act 2 Melee B	100	TGrade-B	3					0
Act 3 Melee A			1	25	100	300	500	40	mele18	6	armo18	3	mele21	14	armo21	7	mele24	2	armo24	1	Act 2 Melee C	100	TGrade-C	1					0
Act 3 Melee B			1	25	100	300	500	40	mele21	6	armo21	3	mele24	14	armo24	7	mele27	2	armo27	1	Act 3 Melee A	100	TGrade-C	2					0
Act 3 Melee C			1	25	100	300	500	40	mele24	6	armo24	3	mele27	14	armo27	7	mele30	2	armo30	1	Act 3 Melee B	100	TGrade-C	3					0
Act 4 Melee A			1	25	100	300	500	40	mele27	6	armo27	3	mele30	14	armo30	4	mele33	2	armo33	1	Act 3 Melee C	100	TGrade-D	1					0
Act 4 Melee B			1	25	100	300	500	40	mele30	6	armo30	3	mele33	14	armo33	3	mele36	2	armo36	1	Act 4 Melee A	100	TGrade-D	2					0
Act 5 Melee A			1	25	100	300	500	40	mele30	6	armo30	3	mele33	14	armo33	3	mele36	7	armo36	5	Act 4 Melee B	100	TGrade-E	1					0
Act 5 Melee B			1	25	100	300	500	40	mele33	6	armo33	2	mele36	14	armo36	7	mele39	2	armo39	1	Act 5 Melee A	100	TGrade-E	2					0
Act 5 Melee C			1	25	100	300	500	40	mele33	6	armo33	2	mele36	14	armo36	7	mele39	2	armo39	1	Act 5 Melee B	100	TGrade-E	3					0
Act 1 (N) Melee A			1	25	100	300	500	50	weap36	6	armo36	3	weap39	14	armo39	7	weap42	2	armo42	1	Act 5 Melee C	100	TGrade-F	1					0
Act 1 (N) Melee B			1	25	100	300	500	50	weap39	6	armo39	3	weap42	14	armo42	7	weap45	2	armo45	1	Act 1 (N) Melee A	100	TGrade-F	2					0
Act 2 (N) Melee A			1	25	100	300	500	50	weap39	6	armo39	3	weap42	14	armo42	7	weap45	6	armo45	3	Act 1 (N) Melee B	100	TGrade-G	1					0
Act 2 (N) Melee B			1	25	100	300	500	50	weap42	6	armo42	3	weap45	14	armo45	7	weap48	2	armo48	1	Act 2 (N) Melee A	100	TGrade-G	2					0
Act 3 (N) Melee A			1	25	100	300	500	50	weap45	6	armo45	3	weap48	14	armo48	7	weap51	2	armo51	1	Act 2 (N) Melee B	100	TGrade-H	1					0
Act 3 (N) Melee B			1	25	100	300	500	50	weap48	6	armo48	3	weap51	14	armo51	7	weap54	2	armo54	1	Act 3 (N) Melee A	100	TGrade-H	2					0
Act 4 (N) Melee A			1	25	100	300	500	50	weap48	6	armo48	3	weap51	14	armo51	7	weap54	6	armo54	3	Act 3 (N) Melee B	100	TGrade-I	1					0
Act 4 (N) Melee B			1	25	100	300	500	50	weap51	6	armo51	3	weap54	14	armo54	7	weap57	2	armo57	1	Act 4 (N) Melee A	100	TGrade-I	2					0
Act 5 (N) Melee A			1	25	100	300	500	50	weap54	6	armo54	3	weap57	14	armo57	7	weap60	2	armo60	1	Act 4 (N) Melee B	100	TGrade-J	1					0
Act 5 (N) Melee B			1	25	100	300	500	50	weap54	6	armo54	3	weap57	14	armo57	7	weap60	6	armo60	3	Act 5 (N) Melee A	100	TGrade-J	2					0
Act 5 (N) Melee C			1	25	100	300	500	50	weap57	6	armo57	3	weap60	14	armo60	7	weap63	2	armo63	1	Act 5 (N) Melee B	100	TGrade-J	3					0
Act 1 (H) Melee A			1	25	100	300	500	60	weap57	6	armo57	3	weap60	14	armo60	7	weap63	6	armo63	3	Act 5 (N) Melee C	100	TGrade-K	1					0
Act 1 (H) Melee B			1	25	100	300	500	60	weap60	6	armo60	3	weap63	14	armo63	7	weap66	2	armo66	1	Act 1 (H) Melee A	100	TGrade-K	2					0
Act 2 (H) Melee A			1	25	100	300	500	60	weap63	6	armo63	3	weap66	14	armo66	7	weap69	2	armo69	1	Act 1 (H) Melee B	100	TGrade-L	1					0
Act 2 (H) Melee B			1	25	100	300	500	60	weap66	6	armo66	3	weap69	14	armo69	7	weap72	2	armo72	1	Act 2 (H) Melee A	100	TGrade-L	2					0
Act 3 (H) Melee A			1	25	100	300	500	60	weap66	6	armo66	3	weap69	14	armo69	7	weap72	6	armo72	3	Act 2 (H) Melee B	100	TGrade-M	1					0
Act 3 (H) Melee B			1	25	100	300	500	60	weap69	6	armo69	3	weap72	14	armo72	7	weap75	2	armo75	1	Act 3 (H) Melee A	100	TGrade-M	2					0
Act 4 (H) Melee A			1	25	100	300	500	60	weap72	6	armo72	3	weap75	14	armo75	7	weap78	2	armo78	1	Act 3 (H) Melee B	100	TGrade-N	1					0
Act 4 (H) Melee B			1	25	100	300	500	60	weap75	6	armo75	3	weap78	14	armo78	7	weap81	2	armo81	1	Act 4 (H) Melee A	100	TGrade-N	2					0
Act 5 (H) Melee A			1	25	100	300	500	60	weap78	6	armo78	3	weap81	14	armo81	7	weap84	2	armo84	1	Act 4 (H) Melee B	100	TGrade-O	1					0
Act 5 (H) Melee B			1	25	100	300	500	60	weap81	6	armo81	3	weap84	14	armo84	7	weap87	2	armo87	1	Act 5 (H) Melee A	100	TGrade-O	2					0
Act 5 (H) Melee C			1	25	100	300	500	60	weap84	6	armo84	3	weap87	14	armo87	7	weap90	2	armo90	1	Act 5 (H) Melee B	100	TGrade-O	3					0
Act 1 Bow A			1	25	100	300	500	40	bow3	36	TGrade-A	1																	0
Act 1 Bow B			1	25	100	300	500	40	bow3	20	bow6	16	TGrade-A	2															0
Act 1 Bow C			1	25	100	300	500	40	bow3	10	bow6	16	bow9	10	TGrade-A	3													0
Act 2 Bow A			1	25	100	300	500	40	bow3	3	bow6	15	bow9	15	bow12	3	TGrade-B	1											0
Act 2 Bow B			1	25	100	300	500	40	bow6	7	bow9	20	bow12	7	bow15	1	TGrade-B	2											0
Act 2 Bow C			1	25	100	300	500	40	bow6	3	bow9	14	bow12	14	bow15	3	bow18	1	TGrade-B	3									0
Act 3 Bow A			1	25	100	300	500	40	bow6	3	bow9	6	bow12	12	bow15	6	bow18	3	bow21	1	TGrade-C	1							0
Act 3 Bow B			1	25	100	300	500	40	bow6	3	bow9	6	bow12	8	bow15	8	bow18	6	bow21	3	bow24	1	TGrade-C	2					0
Act 3 Bow C			1	25	100	300	500	40	bow6	2	bow9	5	bow12	7	bow15	8	bow18	7	bow21	4	bow24	2	TGrade-C	3					0
Act 4 Bow A			1	25	100	300	500	40	bow9	3	bow12	6	bow15	8	bow18	8	bow21	6	bow24	3	bow27	1	Act 3 Bow C	100	TGrade-D	1			0
Act 4 Bow B			1	25	100	300	500	40	bow9	2	bow12	5	bow15	7	bow18	8	bow21	7	bow24	4	bow27	2	Act 4 Bow A	100	TGrade-D	2			0
Act 5 Bow A			1	25	100	300	500	40	bow12	3	bow15	6	bow18	8	bow21	8	bow24	6	bow27	3	bow30	1	Act 4 Bow B	100	TGrade-E	1			0
Act 5 Bow B			1	25	100	300	500	40	bow12	2	bow15	5	bow18	7	bow21	8	bow24	7	bow27	4	bow30	2	Act 5 Bow A	100	TGrade-E	2			0
Act 5 Bow C			1	25	100	300	500	40	bow12	2	bow15	5	bow18	7	bow21	8	bow24	7	bow27	4	bow30	2	Act 5 Bow B	100	TGrade-E	3			0
Act 1 (N) Bow A			1	25	100	300	500	50	bow15	2	bow18	5	bow21	7	bow24	8	bow27	7	bow30	4	bow33	2	Act 5 Bow C	100	TGrade-F	1			0
Act 1 (N) Bow B			1	25	100	300	500	50	bow18	2	bow21	5	bow24	7	bow27	8	bow30	7	bow33	4	bow36	2	Act 1 (N) Bow A	100	TGrade-F	2			0
Act 2 (N) Bow A			1	25	100	300	500	50	bow21	2	bow24	5	bow27	7	bow30	8	bow33	7	bow36	4	bow39	2	Act 1 (N) Bow B	100	TGrade-G	1			0
Act 2 (N) Bow B			1	25	100	300	500	50	bow24	2	bow27	5	bow30	7	bow33	8	bow36	7	bow39	4	bow42	2	Act 2 (N) Bow A	100	TGrade-G	2			0
Act 3 (N) Bow A			1	25	100	300	500	50	bow27	2	bow30	5	bow33	7	bow36	8	bow39	7	bow42	4	bow45	2	Act 2 (N) Bow B	100	TGrade-H	1			0
Act 3 (N) Bow B			1	25	100	300	500	50	bow30	2	bow33	5	bow36	7	bow39	8	bow42	7	bow45	4	bow48	2	Act 3 (N) Bow A	100	TGrade-H	2			0
Act 4 (N) Bow A			1	25	100	300	500	50	bow33	2	bow36	5	bow39	7	bow42	8	bow45	7	bow48	4	bow51	2	Act 3 (N) Bow B	100	TGrade-I	1			0
Act 4 (N) Bow B			1	25	100	300	500	50	bow36	2	bow39	5	bow42	7	bow45	8	bow48	7	bow51	4	bow54	2	Act 4 (N) Bow A	100	TGrade-I	2			0
Act 5 (N) Bow A			1	25	100	300	500	50	bow39	2	bow42	5	bow45	7	bow48	8	bow51	7	bow54	4	bow57	2	Act 4 (N) Bow B	100	TGrade-J	1			0
Act 5 (N) Bow B			1	25	100	300	500	50	bow42	2	bow45	5	bow48	7	bow51	8	bow54	7	bow57	4	bow60	2	Act 5 (N) Bow A	100	TGrade-J	2			0
Act 5 (N) Bow C			1	25	100	300	500	50	bow45	2	bow48	5	bow51	7	bow54	8	bow57	7	bow60	4	bow63	2	Act 5 (N) Bow B	100	TGrade-J	3			0
Act 1 (H) Bow A			1	25	100	300	500	60	bow48	2	bow51	5	bow54	7	bow57	8	bow60	7	bow63	4	bow66	2	Act 5 (N) Bow C	100	TGrade-K	1			0
Act 1 (H) Bow B			1	25	100	300	500	60	bow51	2	bow54	5	bow57	7	bow60	8	bow63	7	bow66	4	bow69	2	Act 1 (H) Bow A	100	TGrade-K	2			0
Act 2 (H) Bow A			1	25	100	300	500	60	bow54	2	bow57	5	bow60	7	bow63	8	bow66	7	bow69	4	bow72	2	Act 1 (H) Bow B	100	TGrade-L	1			0
Act 2 (H) Bow B			1	25	100	300	500	60	bow57	2	bow60	5	bow63	7	bow66	8	bow69	7	bow72	4	bow75	2	Act 2 (H) Bow A	100	TGrade-L	2			0
Act 3 (H) Bow A			1	25	100	300	500	60	bow60	2	bow63	5	bow66	7	bow69	8	bow72	7	bow75	4	bow78	2	Act 2 (H) Bow B	100	TGrade-M	1			0
Act 3 (H) Bow B			1	25	100	300	500	60	bow63	2	bow66	5	bow69	7	bow72	8	bow75	7	bow78	4	bow81	2	Act 3 (H) Bow A	100	TGrade-M	2			0
Act 4 (H) Bow A			1	25	100	300	500	60	bow66	2	bow69	5	bow72	7	bow75	8	bow78	7	bow81	4	bow84	2	Act 3 (H) Bow B	100	TGrade-N	1			0
Act 4 (H) Bow B			1	25	100	300	500	60	bow69	2	bow72	5	bow75	7	bow78	8	bow81	7	bow84	2	bow84	1	Act 4 (H) Bow A	100	TGrade-N	2			0
Act 5 (H) Bow A			1	25	100	300	500	60	bow72	2	bow75	5	bow78	7	bow81	8	bow84	7	bow87	2	bow87	1	Act 4 (H) Bow B	100	TGrade-O	1			0
Act 5 (H) Bow B			1	25	100	300	500	60	bow75	2	bow78	5	bow81	7	bow84	8	bow87	7	bow90	2	bow90	1	Act 5 (H) Bow A	100	TGrade-O	2			0
Act 5 (H) Bow C			1	25	100	300	500	60	bow78	2	bow81	5	bow84	7	bow87	8	bow90	1	bow90	1	bow90	1	Act 5 (H) Bow B	100	TGrade-O	3			0
Act 1 Magic A			1	25	100	300	500	60	tsc	1	isc	3	Chipped Gem	2	jew	2	rin	2	amu	2	Cscroll Main	1	TGrade-A	1					0
Act 1 Magic B			1	25	100	300	500	60	tsc	1	isc	3	Flawed Gem	2	jew	4	rin	4	amu	4	Cscroll Main	2	TGrade-A	2					0
Act 1 Magic C			1	25	100	300	500	60	tsc	1	isc	3	Normal Gem	2	jew	6	rin	6	amu	6	Cscroll Main	3	TGrade-A	3					0
Act 2 Magic A			1	25	100	300	500	60	tsc	1	isc	3	Chipped Gem	2	jew	2	rin	2	amu	2	Cscroll Main	1	TGrade-B	1					0
Act 2 Magic B			1	25	100	300	500	60	tsc	1	isc	3	Flawed Gem	2	jew	4	rin	4	amu	4	Cscroll Main	2	TGrade-B	2					0
Act 2 Magic C			1	25	100	300	500	60	tsc	1	isc	3	Normal Gem	2	jew	6	rin	6	amu	6	Cscroll Main	3	TGrade-B	3					0
Act 3 Magic A			1	25	100	300	500	60	tsc	1	isc	3	Chipped Gem	2	jew	2	rin	2	amu	2	Cscroll Main	1	TGrade-C	1					0
Act 3 Magic B			1	25	100	300	500	60	tsc	1	isc	3	Flawed Gem	2	jew	4	rin	4	amu	4	Cscroll Main	2	TGrade-C	2					0
Act 3 Magic C			1	25	100	300	500	60	tsc	1	isc	3	Normal Gem	2	jew	6	rin	6	amu	6	Cscroll Main	3	TGrade-C	3					0
Act 4 Magic A			1	25	100	300	500	60	tsc	1	isc	3	Chipped Gem	2	jew	2	rin	2	amu	2	Cscroll Main	1	TGrade-D	1					0
Act 4 Magic B			1	25	100	300	500	60	tsc	1	isc	3	Flawed Gem	2	jew	4	rin	4	amu	4	Cscroll Main	2	TGrade-D	2					0
Act 5 Magic A			1	25	100	300	500	60	tsc	1	isc	3	Chipped Gem	2	jew	2	rin	2	amu	2	Cscroll Main	1	TGrade-E	1					0
Act 5 Magic B			1	25	100	300	500	60	tsc	1	isc	3	Flawed Gem	2	jew	4	rin	4	amu	4	Cscroll Main	2	TGrade-E	2					0
Act 5 Magic C			1	25	100	300	500	60	tsc	1	isc	3	Normal Gem	2	jew	6	rin	6	amu	6	Cscroll Main	3	TGrade-E	3					0
Act 1 (N) Magic A			1	25	100	300	500	75	tsc	1	isc	3	Flawed Gem	2	jew	4	rin	4	amu	4	Mscroll Main	2	TGrade-F	1					0
Act 1 (N) Magic B			1	25	100	300	500	75	tsc	1	isc	3	Normal Gem	2	jew	6	rin	6	amu	6	Mscroll Main	3	TGrade-F	2					0
Act 2 (N) Magic A			1	25	100	300	500	75	tsc	1	isc	3	Flawed Gem	2	jew	4	rin	8	amu	4	Mscroll Main	2	TGrade-G	1					0
Act 2 (N) Magic B			1	25	100	300	500	75	tsc	1	isc	3	Normal Gem	2	jew	6	rin	4	amu	6	Mscroll Main	3	TGrade-G	2					0
Act 3 (N) Magic A			1	25	100	300	500	75	tsc	1	isc	3	Flawed Gem	2	jew	4	rin	6	amu	4	Mscroll Main	2	TGrade-H	1					0
Act 3 (N) Magic B			1	25	100	300	500	75	tsc	1	isc	3	Normal Gem	2	jew	6	rin	8	amu	6	Mscroll Main	3	TGrade-H	2					0
Act 4 (N) Magic A			1	25	100	300	500	75	tsc	1	isc	3	Flawed Gem	2	jew	4	rin	4	amu	4	Mscroll Main	2	TGrade-I	1					0
Act 4 (N) Magic B			1	25	100	300	500	75	tsc	1	isc	3	Normal Gem	2	jew	6	rin	6	amu	6	Mscroll Main	3	TGrade-I	2					0
Act 5 (N) Magic A			1	25	100	300	500	75	tsc	1	isc	3	Flawed Gem	2	jew	4	rin	4	amu	4	Mscroll Main	2	TGrade-J	1					0
Act 5 (N) Magic B			1	25	100	300	500	75	tsc	1	isc	3	Normal Gem	2	jew	6	rin	6	amu	6	Mscroll Main	3	TGrade-J	2					0
Act 5 (N) Magic C			1	25	100	300	500	75	tsc	1	isc	3	Flawless Gem	2	jew	8	rin	8	amu	8	Mscroll Main	4	TGrade-J	3					0
Act 1 (H) Magic A			1	25	100	300	500	90	tsc	1	isc	3	Normal Gem	2	jew	8	rin	8	amu	8	Mscroll Main	4	TGrade-K	1					0
Act 1 (H) Magic B			1	25	100	300	500	90	tsc	1	isc	3	Flawless Gem	2	jew	8	rin	8	amu	8	Mscroll Main	5	TGrade-K	2					0
Act 2 (H) Magic A			1	25	100	300	500	90	tsc	1	isc	3	Normal Gem	2	jew	8	rin	8	amu	8	Mscroll Main	4	TGrade-L	1					0
Act 2 (H) Magic B			1	25	100	300	500	90	tsc	1	isc	3	Flawless Gem	2	jew	8	rin	8	amu	8	Mscroll Main	5	TGrade-L	2					0
Act 3 (H) Magic A			1	25	100	300	500	90	tsc	1	isc	3	Normal Gem	2	jew	8	rin	8	amu	8	Mscroll Main	4	TGrade-M	1					0
Act 3 (H) Magic B			1	25	100	300	500	90	tsc	1	isc	3	Flawless Gem	2	jew	8	rin	8	amu	8	Mscroll Main	5	TGrade-M	2					0
Act 4 (H) Magic A			1	25	100	300	500	90	tsc	1	isc	3	Normal Gem	2	jew	8	rin	8	amu	8	Mscroll Main	4	TGrade-N	1					0
Act 4 (H) Magic B			1	25	100	300	500	90	tsc	1	isc	3	Flawless Gem	2	jew	8	rin	8	amu	8	Mscroll Main	5	TGrade-N	2					0
Act 5 (H) Magic A			1	25	100	300	500	90	tsc	1	isc	3	Normal Gem	2	jew	8	rin	8	amu	8	Mscroll Main	4	TGrade-O	1					0
Act 5 (H) Magic B			1	25	100	300	500	90	tsc	1	isc	3	Flawless Gem	2	jew	8	rin	8	amu	8	Mscroll Main	5	TGrade-O	2					0
Act 5 (H) Magic C			1	25	100	300	500	90	tsc	1	isc	3	Perfect Gem	2	jew	8	rin	8	amu	8	Mscroll Main	6	TGrade-O	3					0
Act 1 Good			1	50	200	400	650	60	Jewelry A	30	Chipped Gem	25	Runes 1	20	Runes 2	20	Runes 3	15	Misc 1	3	Misc 2	1	Cscroll Main	3	TGrade-A	2			0
Act 2 Good			1	50	200	400	650	60	Jewelry B	30	Chipped Gem	25	Flawed Gem	20	Runes 2	20	Runes 3	15	Runes 4	10	Misc 2	3	Cscroll Main	3	TGrade-B	2			0
Act 3 Good			1	50	200	400	650	60	Jewelry C	30	Chipped Gem	25	Flawed Gem	20	Runes 3	20	Runes 4	15	Runes 5	10	Cscroll Main	3	Mscroll Main	1	TGrade-C	1			0
Act 4 Good			1	50	200	400	650	60	Jewelry C	30	Chipped Gem	25	Flawed Gem	20	Normal Gem	15	Runes 5	15	Runes 6	10	Cscroll Main	3	Mscroll Main	1	TGrade-D	1			0
Act 5 Good			1	50	200	400	650	60	Jewelry C	30	Chipped Gem	25	Flawed Gem	20	Normal Gem	15	Flawless Gem	10	Runes 7	10	Cscroll Main	3	Mscroll Main	1	TGrade-E	1			0
Act 1 (N) Good			1	50	200	400	650	75	Jewelry C	30	Flawed Gem	20	Normal Gem	15	Flawless Gem	10	Runes 8 (N)	10	elx	1	Cscroll Main	4	Mscroll Main	3	TGrade-F	2			0
Act 2 (N) Good			1	50	200	400	650	75	Jewelry C	30	Flawed Gem	20	Normal Gem	15	Flawless Gem	10	Runes 9 (N)	10	elx	1	Cscroll Main	4	Mscroll Main	3	TGrade-G	2			0
Act 3 (N) Good			1	50	200	400	650	75	Jewelry C	30	Flawed Gem	20	Normal Gem	15	Flawless Gem	10	Runes 10 (N)	10	elx	1	Cscroll Main	4	Mscroll Main	3	TGrade-H	2			0
Act 4 (N) Good			1	50	200	400	650	75	Jewelry C	30	Flawed Gem	20	Normal Gem	15	Flawless Gem	10	Runes 11 (N)	10	elx	1	Cscroll Main	4	Mscroll Main	3	TGrade-I	2			0
Act 5 (N) Good			1	50	200	400	650	75	Jewelry C	30	Flawed Gem	20	Normal Gem	15	Flawless Gem	10	Runes 12 (N)	10	elx	1	Cscroll Main	4	Mscroll Main	3	TGrade-J	2			0
Act 1 (H) Good			1	50	200	400	650	90	Jewelry C	30	Normal Gem	15	Flawless Gem	10	Runes 13 (H)	10	elx	1	Cscroll Main	3	Mscroll Main	3	Lscroll Main	2	TGrade-K	1			0
Act 2 (H) Good			1	50	200	400	650	90	Jewelry C	30	Normal Gem	15	Flawless Gem	10	Runes 14 (H)	10	elx	1	Cscroll Main	3	Mscroll Main	3	Lscroll Main	2	TGrade-L	1			0
Act 3 (H) Good			1	50	200	400	650	90	Jewelry C	30	Normal Gem	15	Flawless Gem	10	Runes 15 (H)	10	elx	1	Cscroll Main	3	Mscroll Main	3	Lscroll Main	2	TGrade-M	1			0
Act 4 (H) Good			1	50	200	400	650	90	Jewelry C	30	Normal Gem	15	Flawless Gem	10	Runes 16 (H)	10	elx	1	Cscroll Main	3	Mscroll Main	3	Lscroll Main	2	TGrade-N	1			0
Act 5 (H) Good			1	50	200	400	650	90	Jewelry C	30	Normal Gem	15	Flawless Gem	10	Runes 17 (H)	10	elx	1	Cscroll Main	3	Mscroll Main	3	Lscroll Main	2	TGrade-O	1			0
Act 1 Chest A			4	25	100	300	500	20	Gold1	50	Act 1 Junk	15	Act 1 Equip A	30	Act 1 Good	15	Potion 1	2	Gremlin Main	1	Gremlin 1	1							0
