name	version	compactsave	rarity	spawnable	minac	maxac	absorbs	speed	reqstr	reqdex	block	durability	nodurability	level	levelreq	cost	gamble cost	code	namestr	magic lvl	auto prefix	alternategfx	OpenBetaGfx	normcode	ubercode	ultracode	spelloffset	component	invwidth	invheight	hasinv	gemsockets	gemapplytype	flippyfile	invfile	uniqueinvfile	setinvfile	rArm	lArm	Torso	Legs	rSPad	lSPad	useable	throwable	stackable	minstack	maxstack	type	type2	dropsound	dropsfxframe	usesound	unique	transparent	transtbl	quivered	lightradius	belt	quest	missiletype	durwarning	qntwarning	mindam	maxdam	StrBonus	DexBonus	gemoffset	bitfield1	AkaraMin	AkaraMax	AkaraMagicMin	AkaraMagicMax	AkaraMagicLvl	GheedMin	GheedMax	GheedMagicMin	GheedMagicMax	GheedMagicLvl	CharsiMin	CharsiMax	CharsiMagicMin	CharsiMagicMax	CharsiMagicLvl	FaraMin	FaraMax	FaraMagicMin	FaraMagicMax	FaraMagicLvl	LysanderMin	LysanderMax	LysanderMagicMin	LysanderMagicMax	LysanderMagicLvl	DrognanMin	DrognanMax	DrognanMagicMin	DrognanMagicMax	DrognanMagicLvl	HraltiMin	HraltiMax	HraltiMagicMin	HraltiMagicMax	HratliMagicLvl	AlkorMin	AlkorMax	AlkorMagicMin	AlkorMagicMax	AlkorMagicLvl	OrmusMin	OrmusMax	OrmusMagicMin	OrmusMagicMax	OrmusMagicLvl	ElzixMin	ElzixMax	ElzixMagicMin	ElzixMagicMax	ElzixMagicLvl	AshearaMin	AshearaMax	AshearaMagicMin	AshearaMagicMax	AshearaMagicLvl	CainMin	CainMax	CainMagicMin	CainMagicMax	CainMagicLvl	HalbuMin	HalbuMax	HalbuMagicMin	HalbuMagicMax	HalbuMagicLvl	JamellaMin	JamellaMax	JamellaMagicMin	JamellaMagicMax	JamellaMagicLvl	MalahMin	MalahMax	MalahMagicMin	MalahMagicMax	MalahMagicLvl	LarzukMin	LarzukMax	LarzukMagicMin	LarzukMagicMax	LarzukMagicLvl	DrehyaMin	DrehyaMax	DrehyaMagicMin	DrehyaMagicMax	DrehyaMagicLvl	Source Art	Game Art	Transform	InvTrans	SkipName	NightmareUpgrade	HellUpgrade	nameable
Vampirebone Gloves	100	0	1	1	284	594	6	0	60	0	0	16	0	63	0	30862	612206	uvg	uvg	0	328	vgl		vgl	xvg	uvg		16	2	2	1	4	0	flpvgl	invvgl			0	0	0	0	0	0	0		0	0	0	glov		item_gloves	12	item_gloves	0	0	5		0	0	0	0	5	0	0	0			0	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	8	0	xxx	xxx	1
Vambraces	100	0	1	1	318	660	6	0	71	0	0	19	0	69	0	34964	704304	umg	umg	0	328	mgl		mgl	xmg	umg		16	2	2	1	4	0	flpmgl	invmgl			0	0	0	0	0	0	0		0	0	0	glov		item_gloveschain	12	item_gloveschain	0	0	5		0	0	0	0	5	0	0	0			0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	8	0	xxx	xxx	1
Crusader Gauntlets	100	0	1	1	348	722	6	0	83	0	0	21	0	76	0	39119	841240	utg	utg	0	328	mgl		tgl	xtg	utg		16	2	2	1	4	0	flptgl	invtgl			0	0	0	0	0	0	0		0	0	0	glov		item_glovesmetal	12	item_glovesmetal	0	0	5		0	0	0	0	5	0	0	0			0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	8	0	xxx	xxx	1
Ogre Gauntlets	100	0	1	1	383	792	6	0	96	0	0	28	0	86	0	46012	996382	uhg	uhg	0	328	hgl		hgl	xhg	uhg		16	2	2	1	4	0	flphgl	invhgl			0	0	0	0	0	0	0		0	0	0	glov		item_glovesmetal	12	item_glovesmetal	0	0	5		0	0	0	0	5	0	0	0			0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	8	0	xxx	xxx	1
Leather Boots	0	0	1	1	8	16	2	0	1	0	0	14	0	3	0	80	8120	lbt	lbt	0	328	lbt		lbt	xlb	ulb		16	2	2	1	3	2	flplbt	invlbt			0	0	0	0	0	0	0		0	0	0	boot		item_boots	12	item_boots	0	0	5		0	0	0	0	6	0	3	8	120		0	1	0	0	0	0	255	1	1	0	1	1	1	1	1	1	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	1	1	0	1	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	8	0	tbt	xlb	1
Heavy Boots	0	0	1	1	17	36	2	0	3	0	0	16	0	7	0	334	13168	vbt	vbt	0	328	vbt		vbt	xvb	uvb		16	2	2	1	3	2	flpvbt	invvbt			0	0	0	0	0	0	0		0	0	0	boot		item_boots	12	item_boots	0	0	5		0	0	0	0	6	0	4	10	120		0	1	0	0	0	0	255	0	1	0	1	1	0	1	0	1	1	0	1	0	1	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	1	1	1	1	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	8	0	hbt	xvb	1
Chain Boots	0	0	1	1	32	64	2	0	5	0	0	19	0	12	0	854	22124	mbt	mbt	0	328	mbt		mbt	xmb	umb		16	2	2	1	3	2	flpmbt	invmbt			0	0	0	0	0	0	0		0	0	0	boot		item_bootschain	12	item_bootschain	0	0	5		0	0	0	0	6	0	6	12	120		0	3	0	0	0	0	255	0	0	0	0	255	0	1	0	0	1	1	2	1	1	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	1	1	0	1	1	1	1	0	1	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	8	0	xlb	xmb	1
Light Plate Boots	0	0	1	1	43	92	2	0	8	0	0	21	0	20	0	1630	41300	tbt	tbt	0	328	mbt		tbt	xtb	utb		16	2	2	1	3	2	flptbt	invtbt			0	0	0	0	0	0	0		0	0	0	boot		item_bootsmetal	12	item_bootsmetal	0	0	5		0	0	0	0	6	0	8	16	120		0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	1	0	1	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	1	2	1	1	1	1	2	1	1	1	0	0	1	1	20	1	1	0	1	255	0	0	0	0	255	0	0	1	1	20	1	1	0	0	255			0	8	0	xvb	xtb	1
Plate Boots	0	0	1	1	58	124	2	0	11	0	0	28	0	27	0	2954	71878	hbt	hbt	0	328	hbt		hbt	xhb	uhb		16	2	2	1	3	2	flphbt	invhbt			0	0	0	0	0	0	0		0	0	0	boot		item_bootsmetal	12	item_bootsmetal	0	0	5		0	0	0	0	6	0	10	20	120		0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	1	1	0	1	1	1	1	0	1	1	1	1	1	1	20	1	1	0	0	255	0	0	0	0	255	1	1	1	1	20	1	1	1	1	20			0	8	0	xmb	xhb	1
Demonhide Boots	0	0	1	1	102	224	4	0	15	0	0	14	0	36	0	9230	128204	xlb	xlb	0	328	lbt		lbt	xlb	ulb		16	2	2	1	3	2	flplbt	invdembo			0	0	0	0	0	0	0		0	0	0	boot		item_boots	12	item_boots	0	0	5		0	0	0	0	6	0	13	23	120		0	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	8	0	xxx	xxx	1
Sharkskin Boots	0	0	1	1	129	274	4	0	20	0	0	16	0	39	0	11393	169718	xvb	xvb	0	328	vbt		vbt	xvb	uvb		16	2	2	1	3	2	flpvbt	invshkbo			0	0	0	0	0	0	0		0	0	0	boot		item_boots	12	item_boots	0	0	5		0	0	0	0	6	0	14	25	120		0	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	8	0	xxx	xxx	1
Mesh Boots	0	0	1	1	155	330	4	0	26	0	0	19	0	43	0	14103	229484	xmb	xmb	0	328	mbt		mbt	xmb	umb		16	2	2	1	3	2	flpmbt	invmesbo			0	0	0	0	0	0	0		0	0	0	boot		item_bootschain	12	item_bootschain	0	0	5		0	0	0	0	6	0	16	27	120		0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	8	0	xxx	xxx	1
Battle Boots	0	0	1	1	178	380	4	0	33	0	0	21	0	49	0	16905	321900	xtb	xtb	0	328	mbt		tbt	xtb	utb		16	2	2	1	3	2	flptbt	invbatbo			0	0	0	0	0	0	0		0	0	0	boot		item_bootsmetal	12	item_bootsmetal	0	0	5		0	0	0	0	6	0	18	31	120		0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	8	0	xxx	xxx	1
War Boots	0	0	1	1	204	436	4	0	41	0	0	28	0	54	0	20885	447148	xhb	xhb	0	328	hbt		hbt	xhb	uhb		16	2	2	1	3	2	flphbt	invhbt			0	0	0	0	0	0	0		0	0	0	boot		item_bootsmetal	12	item_bootsmetal	0	0	5		0	0	0	0	6	0	20	35	120		0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	8	0	xxx	xxx	1
Wyrmhide Boots	100	0	1	1	251	524	6	0	50	0	0	14	0	60	0	28315	539876	ulb	ulb	0	328	lbt		lbt	xlb	ulb		16	2	2	1	4	2	flplbt	invlbt			0	0	0	0	0	0	0		0	0	0	boot		item_boots	12	item_boots	0	0	5		0	0	0	0	6	0	23	38	120		0	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	8	0	xxx	xxx	1
Scarabshell Boots	100	0	1	1	284	594	6	0	60	0	0	16	0	66	0	32271	611240	uvb	uvb	0	328	vbt		vbt	xvb	uvb		16	2	2	1	4	2	flpvbt	invvbt			0	0	0	0	0	0	0		0	0	0	boot		item_boots	12	item_boots	0	0	5		0	0	0	0	6	0	24	40	120		0	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	8	0	xxx	xxx	1
Boneweave Boots	100	0	1	1	318	660	6	0	71	0	0	19	0	72	0	36456	704020	umb	umb	0	328	mbt		mbt	xmb	umb		16	2	2	1	4	2	flpmbt	invmbt			0	0	0	0	0	0	0		0	0	0	boot		item_bootschain	12	item_bootschain	0	0	5		0	0	0	0	6	0	26	42	120		0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	8	0	xxx	xxx	1
Mirrored Boots	100	0	1	1	348	722	6	0	83	0	0	21	0	81	0	41658	840930	utb	utb	0	328	mbt		tbt	xtb	utb		16	2	2	1	4	2	flptbt	invtbt			0	0	0	0	0	0	0		0	0	0	boot		item_bootsmetal	12	item_bootsmetal	0	0	5		0	0	0	0	6	0	28	46	120		0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	8	0	xxx	xxx	1
Myrmidon Greaves	100	0	1	1	383	792	6	0	96	0	0	28	0	87	0	46521	995718	uhb	uhb	0	328	hbt		hbt	xhb	uhb		16	2	2	1	4	2	flphbt	invhbt			0	0	0	0	0	0	0		0	0	0	boot		item_bootsmetal	12	item_bootsmetal	0	0	5		0	0	0	0	6	0	30	50	120		0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	8	0	xxx	xxx	1
Sash(L)	0	0	1	1	8	14	2	0	1	0	0	14	0	3	0	64	8096	lbl	lbl	0	328	lbl		lbl	zlb	ulb		16	2	1	1	2	1	flplbl	invlbl			0	0	0	0	0	0	0		0	0	0	belt		item_belt	12	item_belt	0	0	5		0	1	0	0	4	0	0	0			0	1	0	0	0	0	255	1	1	0	1	1	1	1	1	1	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	1	1	0	1	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	8	0	tbl	zlb	1
Light Belt	0	0	1	1	14	26	2	0	2	0	0	16	0	7	0	192	12672	vbl	vbl	0	328	vbl		vbl	zvb	uvb		16	2	1	1	2	1	flpvbl	invvbl			0	0	0	0	0	0	0		0	0	0	belt		item_belt	12	item_belt	0	0	5		0	4	0	0	4	0	0	0			0	1	0	0	0	0	255	0	1	0	1	1	0	1	0	1	1	0	1	0	1	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	1	1	1	1	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	8	0	hbl	zvb	1
Belt(M)	0	0	1	1	27	54	2	0	4	0	0	19	0	12	0	495	19970	mbl	mbl	0	328	mbl		mbl	zmb	umb		16	2	1	1	2	1	flpmbl	invmbl			0	0	0	0	0	0	0		0	0	0	belt		item_belt	12	item_belt	0	0	5		0	0	0	0	4	0	0	0			0	1	0	0	0	0	255	0	0	0	0	255	0	1	0	0	1	1	2	1	1	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	1	1	0	1	1	1	1	0	1	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	8	0	zlb	zmb	1
Heavy Belt	0	0	1	1	39	76	2	0	7	0	0	21	0	20	0	963	34630	tbl	tbl	0	328	mbl		tbl	ztb	utb		16	2	1	1	2	1	flptbl	invtbl			0	0	0	0	0	0	0		0	0	0	belt		item_belt	12	item_belt	0	0	5		0	5	0	0	4	0	0	0			0	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	1	0	1	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	1	2	1	1	1	1	2	1	1	1	0	0	1	1	20	1	1	0	1	255	0	0	0	0	255	0	0	0	0	255	1	1	0	0	255			0	8	0	zvb	ztb	1
Girdle(H)	0	0	1	1	52	112	2	0	10	0	0	28	0	27	0	2068	59918	hbl	hbl	0	328	hbl		hbl	zhb	uhb		16	2	1	1	2	1	flphbl	invhbl			0	0	0	0	0	0	0		0	0	0	belt		item_belt	12	item_belt	0	0	5		0	3	0	0	4	0	0	0			0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	1	1	0	1	1	1	1	0	1	1	1	1	1	1	20	1	1	0	0	255	0	0	0	0	255	1	1	1	2	20	1	1	0	0	255			0	8	0	zmb	zhb	1
Demonhide Sash	0	0	1	1	103	220	4	0	14	0	0	14	0	36	0	9304	128972	zlb	zlb	0	328	lbl		lbl	zlb	ulc		16	2	1	1	2	1	flplbl	invdembt			0	0	0	0	0	0	0		0	0	0	belt		item_belt	12	item_belt	0	0	5		0	6	0	0	4	0	0	0			0	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	8	0	xxx	xxx	1
Sharkskin Belt	0	0	1	1	126	266	4	0	19	0	0	16	0	39	0	10700	161618	zvb	zvb	0	328	vbl		vbl	zvb	uvc		16	2	1	1	2	1	flpvbl	invvbl			0	0	0	0	0	0	0		0	0	0	belt		item_belt	12	item_belt	0	0	5		0	6	0	0	4	0	0	0			0	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	8	0	xxx	xxx	1
Mesh Belt	0	0	1	1	152	320	4	0	25	0	0	19	0	43	0	13143	216522	zmb	zmb	0	328	mbl		mbl	zmb	umc		16	2	1	1	2	1	flpmbl	invmesbt			0	0	0	0	0	0	0		0	0	0	belt		item_belt	12	item_belt	0	0	5		0	6	0	0	4	0	0	0			0	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	8	0	xxx	xxx	1
Battle Belt	0	0	1	1	175	364	4	0	32	0	0	21	0	49	0	15713	302370	ztb	ztb	0	328	mbl		tbl	ztb	utc		16	2	1	1	2	1	flptbl	invbatbt			0	0	0	0	0	0	0		0	0	0	belt		item_belt	12	item_belt	0	0	5		0	6	0	0	4	0	0	0			0	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	8	0	xxx	xxx	1
War Belt	0	0	1	1	201	434	4	0	40	0	0	28	0	54	0	20350	437024	zhb	zhb	0	328	hbl		hbl	zhb	uhc		16	2	1	1	2	1	flphbl	invhbl			0	0	0	0	0	0	0		0	0	0	belt		item_belt	12	item_belt	0	0	5		0	6	0	0	4	0	0	0			0	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	8	0	xxx	xxx	1
Spiderweb Sash	100	0	1	1	252	524	6	0	49	0	0	14	0	61	0	28842	540932	ulc	ulc	0	328	lbl		lbl	zlb	ulc		16	2	1	1	2	1	flplbl	invlbl			0	0	0	0	0	0	0		0	0	0	belt		item_belt	12	item_belt	0	0	5		0	6	0	0	4	0	0	0			0	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	8	0	xxx	xxx	1
Vampirefang Belt	100	0	1	1	284	586	6	0	59	0	0	16	0	68	0	32656	601758	uvc	uvc	0	328	vbl		vbl	zvb	uvc		16	2	1	1	2	1	flpvbl	invvbl			0	0	0	0	0	0	0		0	0	0	belt		item_belt	12	item_belt	0	0	5		0	6	0	0	4	0	0	0			0	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	8	0	xxx	xxx	1
Mithril Coil	100	0	1	1	317	654	6	0	70	0	0	19	0	75	0	37134	690000	umc	umc	0	328	mbl		mbl	zmb	umc		16	2	1	1	2	1	flpmbl	invmbl			0	0	0	0	0	0	0		0	0	0	belt		item_belt	12	item_belt	0	0	5		0	6	0	0	4	0	0	0			0	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	8	0	xxx	xxx	1
Troll Belt	100	0	1	1	348	716	6	0	82	0	0	21	0	82	0	41183	822760	utc	utc	0	328	mbl		tbl	ztb	utc		16	2	1	1	2	1	flptbl	invtbl			0	0	0	0	0	0	0		0	0	0	belt		item_belt	12	item_belt	0	0	5		0	6	0	0	4	0	0	0			0	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	8	0	xxx	xxx	1
Colossus Girdle	100	0	1	1	381	792	6	0	95	0	0	28	0	89	0	47155	987550	uhc	uhc	0	328	hbl		hbl	zhb	uhc		16	2	1	1	2	1	flphbl	invhbl			0	0	0	0	0	0	0		0	0	0	belt		item_belt	12	item_belt	0	0	5		0	6	0	0	4	0	0	0			0	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	8	0	xxx	xxx	1
Wolf Head	100	0	1	1	17	42	2	0	2	0	0	24	0	4	0	364	9736	dr1	dr1	0	328	dr1		dr1	dr6	drb		0	2	2	1	3	1	flpdr1	invdr1			0	0	0	0	0	0	0		0	0	0	pelt		item_helm	12	item_helm	0	0	5		0	0	0	0	3	0	0	0			0	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	255	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	1	0	1	255			0	0	0	xxx	xxx	1
Hawk Helm	100	0	1	1	16	64	2	0	4	0	0	24	0	8	0	664	15680	dr2	dr2	0	328	dr4		dr2	dr7	drc		0	2	2	1	3	1	flpdr4	invdr2			0	0	0	0	0	0	0		0	0	0	pelt		item_helm	12	item_helm	0	0	5		0	0	0	0	3	0	0	0			0	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	255	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	255			0	0	0	xxx	xxx	1
Antlers	100	0	1	1	47	110	2	0	6	0	0	24	0	16	0	2832	43704	dr3	dr3	0	328	dr3		dr3	dr8	drd		0	2	2	1	3	1	flpdr3	invdr3			0	0	0	0	0	0	0		0	0	0	pelt		item_helm	12	item_helm	0	0	5		0	0	0	0	3	0	0	0			0	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	255	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	255			0	0	0	xxx	xxx	1
