Name	Id	Pal	Act	QuestFlag	QuestFlagEx	Layer	SizeX	SizeY	SizeX(N)	SizeY(N)	SizeX(H)	SizeY(H)	OffsetX	OffsetY	Depend	Teleport	Rain	Mud	NoPer	LOSDraw	FloorFilter	BlankScreen	DrawEdges	IsInside	DrlgType	LevelType	SubType	SubTheme	SubWaypoint	SubShrine	Vis0	Vis1	Vis2	Vis3	Vis4	Vis5	Vis6	Vis7	Warp0	Warp1	Warp2	Warp3	Warp4	Warp5	Warp6	Warp7	Intensity	Red	Green	Blue	Portal	Position	SaveMonsters	Quest	WarpDist	MonLvl1	MonLvl2	MonLvl3	MonLvl1Ex	MonLvl2Ex	MonLvl3Ex	MonDen	MonDen(N)	MonDen(H)	MonUMin	MonUMax	MonUMin(N)	MonUMax(N)	MonUMin(H)	MonUMax(H)	MonWndr	MonSpcWalk	NumMon	mon1	mon2	mon3	mon4	mon5	mon6	mon7	mon8	mon9	mon10	mon11	mon12	mon13	mon14	mon15	mon16	mon17	mon18	mon19	mon20	*monlvl1	*monlvl2	*monlvl3	*monlvl4	*monlvl5	*monlvl6	*monlvl7	*monlvl8	*monlvl9	*monlvl10	*monlvl11	*monlvl12	*monlvl13	*monlvl14	*monlvl15	*monlvl16	*monlvl17	*monlvl18	*monlvl19	*monlvl20	rangedspawn	nmon1	nmon2	nmon3	nmon4	nmon5	nmon6	nmon7	nmon8	nmon9	nmon10	nmon11	nmon12	nmon13	nmon14	nmon15	nmon16	nmon17	nmon18	nmon19	nmon20	umon1	umon2	umon3	umon4	umon5	umon6	umon7	umon8	umon9	umon10	cmon1	cmon2	cmon3	cmon4	cpct1	cpct2	cpct3	cpct4	camt1	camt2	camt3	camt4	Themes	SoundEnv	Waypoint	LevelName	LevelWarp	EntryFile	ObjGrp0	ObjGrp1	ObjGrp2	ObjGrp3	ObjGrp4	ObjGrp5	ObjGrp6	ObjGrp7	ObjPrb0	ObjPrb1	ObjPrb2	ObjPrb3	ObjPrb4	ObjPrb5	ObjPrb6	ObjPrb7	Beta
Act 3 - Temple 5	98	2	2			72	24	24	24	24	24	24	3000	1496	0	1	0	0	0	1	1	1	0	1	2	22	-1	-1	-1	-1	82	82	0	0	0	0	0	0	62	63	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	100	80	99	99	72	172	172	1024	1024	1024	1	2	1	2	2	2	1	0	14	clawviper5	scarab5	batdemon4	cr_archer5	darkguard2	firebeast	iceglobe	bloodmage1	foulcrow2	baboon3	suckernest4	parrot	act2guard4	treant2																												clawviper5	scarab5	batdemon4	cr_archer5	darkguard2	firebeast	iceglobe	bloodmage1	foulcrow2	baboon3	suckernest4	parrot	act2guard4	treant2							clawviper5	scarab5	batdemon4	cr_archer5	lizardman3	treant2																	0	28	255	Ruined Fane	To The Ruined Fane	A3L24	60	61	59	60	0	0	0	0	50	25	45	33	0	0	0	0	0
Act 3 - Temple 6	99	2	2			73	24	24	24	24	24	24	3000	1620	0	1	0	0	0	1	1	1	0	1	2	22	-1	-1	-1	-1	82	82	0	0	0	0	0	0	62	63	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	100	80	99	99	72	172	172	1024	1024	1024	1	2	1	2	2	2	1	0	14	clawviper5	scarab5	batdemon4	cr_archer5	darkguard2	firebeast	iceglobe	bloodmage1	foulcrow2	baboon3	suckernest4	parrot	act2guard4	treant2																												clawviper5	scarab5	batdemon4	cr_archer5	darkguard2	firebeast	iceglobe	bloodmage1	foulcrow2	baboon3	suckernest4	parrot	act2guard4	treant2							clawviper5	scarab5	batdemon4	cr_archer5	lizardman3	treant2																	0	28	255	Disused Reliquary	To The Disused Reliquary	A3L25	60	61	59	60	0	0	0	0	50	25	45	33	0	0	0	0	0
Act 3 - Mephisto 1	100	2	2	21	21	74	2400	2400	2400	2400	2400	2400	3500	1000	0	1	0	0	0	1	1	1	0	1	1	22	-1	-1	-1	-1	101	101	83	83	0	0	0	0	67	68	65	66	-1	-1	-1	-1	0	255	255	255	0	0	1	0	3800	80	99	99	75	175	175	1536	1536	1536	2	4	3	4	5	7	1	0	17	mummy5	vampire3	blunderbore3	bonefetish4	golem3	firebeast	poisonorb	iceglobe	bloodmage1	willowisp3	foulcrow2	baboon4	suckernest4	willowisp1	umberhulk	brute3	golem3																									mummy5	vampire3	blunderbore3	bonefetish4	golem3	firebeast	poisonorb	iceglobe	bloodmage1	willowisp3	foulcrow2	baboon4	suckernest4	willowisp1	umberhulk	brute3	golem3				mummy5	vampire3	blunderbore3	bonefetish4	brute3	umberhulk	golem3																0	30	255	Durance of Hate Level 1	To The Durance of Hate Level 1	A3L26	60	61	59	74	0	0	0	0	50	25	45	45	0	0	0	0	0
Act 3 - Mephisto 2	101	2	2	21	21	75	2400	2400	2400	2400	2400	2400	3500	1300	0	1	0	0	0	1	1	1	0	1	1	22	-1	-1	-1	-1	102	102	100	100	0	0	0	0	67	68	65	66	-1	-1	-1	-1	0	255	255	255	0	0	1	0	3700	80	99	99	77	177	177	1536	1536	1536	2	4	3	4	5	7	1	0	19	mummy5	vampire3	blunderbore3	bonefetish4	golem3	firebeast	poisonorb	lightningbeast	iceglobe	bloodmage1	willowisp3	foulcrow2	baboon4	suckernest4	willowisp1	willowisp1	umberhulk	brute3	golem3																							mummy5	vampire3	blunderbore3	bonefetish4	golem3	firebeast	poisonorb	lightningbeast	iceglobe	bloodmage1	willowisp3	foulcrow2	baboon4	suckernest4	willowisp1	willowisp1	umberhulk	brute3	golem3		mummy5	vampire3	blunderbore3	bonefetish4	brute3	umberhulk	golem3																0	30	26	Durance of Hate Level 2	To The Durance of Hate Level 2	A3L27	60	61	59	74	0	0	0	0	50	25	45	45	0	0	0	0	0
Act 3 - Mephisto 3	102	2	2	21	21	76	140	140	140	140	140	140	3500	1600	0	1	0	0	0	1	1	1	0	1	2	22	-1	-1	-1	-1	0	0	101	101	0	0	0	0	-1	-1	65	66	-1	-1	-1	-1	0	255	255	255	0	1	1	0	3800	80	99	99	79	179	179	1536	1536	1536	2	4	3	4	5	7	1	0	18	vampire4	vampire4	vampire4	golem3	firebeast	poisonorb	lightningbeast	iceglobe	bloodmage1	willowisp3	foulcrow2	suckernest4	willowisp1	willowisp1	umberhulk	brute3	golem3	quillbear5																								vampire4	vampire4	vampire4	golem3	firebeast	poisonorb	lightningbeast	iceglobe	bloodmage1	willowisp3	foulcrow2	suckernest4	willowisp1	willowisp1	umberhulk	brute3	golem3	quillbear5			vampire4	bonefetish4	umberhulk	brute3	willowisp1	suckernest4																	0	30	255	Durance of Hate Level 3	To The Durance of Hate Level 3	A3L28	60	61	59	74	0	0	0	0	50	25	45	45	0	0	0	0	0
Act 4 - Town	103	3	3			77	32	24	32	24	32	24	1000	1000	0	1	0	0	0	0	1	1	0	1	2	26	-1	-1	-1	-1	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	140	255	255	255	0	1	0	0	2025	0	0	0	0	0	0	0	0	0							0	0																																																																																					0	31	27	The Pandemonium Fortress	To The Pandemonium Fortress	A4L1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Act 4 - Mesa 1	104	3	3			77	80	64	80	64	80	64	-1	-1	0	1	0	0	0	0	1	1	0	1	3	27	-1	-1	-1	-1	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	120	255	255	255	0	0	1	0	3900	99	99	99	80	180	180	1024	1024	1024	1	3	5	6	8	10	1	0	18	sandleaper5	vilemother1	fingermage1	regurgitator2	doomknight1	megademon3	foulcrow3	firebeast	iceglobe	bloodmage1	foulcrow2	golem3	baboon4	knight3	suckernest4	sandmaggot5	regurgitator1	quillbear5																								sandleaper5	vilemother1	fingermage1	regurgitator2	doomknight1	megademon3	foulcrow3	firebeast	iceglobe	bloodmage1	foulcrow2	golem3	baboon4	knight3	suckernest4	sandmaggot5	regurgitator1	quillbear5			sandleaper5	vilemother2	fingermage1	regurgitator2	doomknight1	megademon3	foulcrow3	sandmaggot5															0	32	255	Outer Steppes	To The Outer Steppes	A4L2	46	47	77	0	0	0	0	0	30	80	70	0	0	0	0	0	0
Act 4 - Mesa 2	105	3	3			77	64	80	64	80	64	80	-1	-1	0	1	0	0	0	0	1	1	0	1	3	27	-1	-1	-1	-1	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	80	255	255	255	0	0	1	0	2025	99	99	99	82	182	182	1024	1024	1024	1	3	5	6	8	10	1	0	20	willowisp3	vilemother1	fingermage1	regurgitator2	doomknight1	megademon3	foulcrow3	firebeast	poisonorb	bloodmage1	iceglobe	foulcrow2	golem3	baboon4	knight3	suckernest4	sandmaggot5	regurgitator1	bighead5	quillbear5																						willowisp3	vilemother1	fingermage1	regurgitator2	doomknight1	megademon3	foulcrow3	firebeast	poisonorb	bloodmage1	iceglobe	foulcrow2	golem3	baboon4	knight3	suckernest4	sandmaggot5	regurgitator1	bighead5	quillbear5	willowisp3	vilemother2	fingermage1	regurgitator2	doomknight1	megademon3	foulcrow3	sandmaggot5															0	32	255	Plains of Despair	To The Plains of Despair	A4L3	46	47	77	0	0	0	0	0	30	80	70	0	0	0	0	0	0
Act 4 - Mesa 3	106	3	3			77	80	64	80	64	80	64	-1	-1	0	1	0	0	0	0	1	1	0	1	3	27	-1	-1	-1	-1	0	107	0	0	0	0	0	0	-1	69	-1	-1	-1	-1	-1	-1	40	255	255	255	0	0	1	0	2025	99	99	99	84	184	184	1024	1024	1024	1	3	5	6	8	10	1	0	18	bighead5	batdemon5	vilemother2	fingermage2	regurgitator3	doomknight2	megademon2	foulcrow3	firebeast	poisonorb	lightningbeast	bloodmage1	willowisp4	foulcrow2	baboon4	knight3	evilhole2	regurgitator1																								bighead5	batdemon5	vilemother2	fingermage2	regurgitator3	doomknight2	megademon2	foulcrow3	firebeast	poisonorb	lightningbeast	bloodmage1	willowisp4	foulcrow2	baboon4	knight3	evilhole2	regurgitator1			bighead5	batdemon5	vilemother2	fingermage2	regurgitator3	doomknight2	megademon2	foulcrow3															0	32	28	City of the Damned	To The City of the Damned	A4L4	46	47	77	0	0	0	0	0	30	80	70	0	0	0	0	0	0
Act 4 - Lava 1	107	3	3			78	3000	3000	3000	3000	3000	3000	-1	-1	0	1	0	0	0	0	1	1	0	1	1	28	-1	-1	-1	-1	106	108	0	0	0	0	0	0	70	-1	-1	-1	-1	-1	-1	-1	120	255	255	255	0	0	1	0	3800	99	99	99	86	186	186	1024	1024	1024	1	3	5	6	8	10	1	5	16	bloodmage1	blunderbore4	vilemother3	fingermage2	regurgitator1	doomknight2	megademon2	foulcrow3	poisonorb	lightningbeast	iceglobe	bloodmage1	willowisp4	foulcrow4	knight3	evilhole2																										bloodmage1	blunderbore4	vilemother3	fingermage2	regurgitator1	doomknight2	megademon2	foulcrow3	poisonorb	lightningbeast	iceglobe	bloodmage1	willowisp4	foulcrow4	knight3	evilhole2					blunderbore4	vilemother3	fingermage2	regurgitator3	doomknight2	megademon3	foulcrow3	regurgitator1															0	33	29	River of Flame	To The River of Flame	A4L5	48	49	0	0	0	0	0	0	90	60	0	0	0	0	0	0	0
Act 4 - Diablo 1	108	3	3			78	120	120	120	120	120	120	1500	1000	0	1	0	0	0	0	1	1	0	1	3	28	-1	-1	-1	-1	107	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	80	255	255	255	0	0	1	0	2025	99	99	99	88	188	188	1024	1024	1024	1	4	5	6	8	10	1	0	10	fingermage3	doomknight3	megademon3	bloodmage1	lightningbeast	foulcrow4	knight3	evilhole2	regurgitator1	quillbear4																																fingermage3	doomknight3	megademon3	bloodmage1	lightningbeast	foulcrow4	knight3	evilhole2	regurgitator1	quillbear4											fingermage3	doomknight3	megademon3	baboon4	regurgitator1	evilhole2	knight3	foulcrow4															0	34	255	Chaos Sanctum	To Chaos Sanctum	A4L6	48	49	0	0	0	0	0	0	30	50	0	0	0	0	0	0	0
Act 5 - Town	109	4	4			79	40	40	40	40	40	40	1000	1000	0	1	1	0	1	0	1	1	0	1	2	29	-1	-1	-1	-1	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	128	255	255	223	0	1	0	0	2025	0	0	0	0	0	0	0	0	0							0	0																																																																																					0	36	30	Harrogath	To Harrogath	A5L1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Act 5 - Siege 1	110	4	4			79	240	48	240	48	240	48	760	1000	0	1	1	0	0	0	0	1	0	1	3	30	-1	-1	-1	-1	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	128	255	255	223	0	0	1	0	2025	99	99	99	85	185	185	840	840	840	2	4	3	5	4	6	0	0	9	minion1	deathmauler1	imp1	minion1	deathmauler1	imp1	evilhole1	evilhole1	quillrat4																																1	minion1	deathmauler1	imp1	minion1	deathmauler1	imp1	evilhole1	evilhole1	quillrat4												minion1	imp2	evilhole1	imp1	minion1																		0	37	255	Bloody Foothills	To The Bloody Foothills	A5L2	99	100	101	102	103	104	105	106	40	25	25	25	25	25	25	25	0
Act 5 - Barricade 1	111	4	4			79	-1	-1	-1	-1	-1	-1	-1	-1	0	1	1	0	0	0	0	1	0	1	3	31	10	1	-1	-1	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	128	255	255	223	0	0	1	0	3900	99	99	99	87	187	187	840	840	840	2	4	6	7	9	11	0	0	10	imp1	siegebeast2	deathmauler1	imp1	siegebeast2	deathmauler1	evilhole1	evilhole5	frozenhorror1	quillrat4																															1	imp1	siegebeast2	deathmauler1	imp1	siegebeast2	deathmauler1	evilhole1	evilhole5	frozenhorror1	quillrat4											imp2	frozenhorror1	evilhole5	deathmauler1	siegebeast2																		0	37	31	Rigid Highlands	To The Rigid Highlands	A5L3	99	100	101	102	103	104	105	106	25	25	25	25	25	25	25	25	0
Act 5 - Barricade 2	112	4	4			79	-1	-1	-1	-1	-1	-1	-1	-1	0	1	1	0	0	0	0	1	0	1	3	31	10	1	-1	-1	0	0	113	0	0	0	0	0	-1	-1	71	-1	-1	-1	-1	-1	128	255	255	223	0	0	1	0	2025	99	99	99	89	189	189	840	840	840	2	4	6	7	9	11	0	0	11	overseer2	minion2	imp2	frozenhorror1	minion2	imp2	evilhole1	evilhole5	willowisp1	quillbear4	quillrat3																														1	overseer2	minion2	imp2	frozenhorror1	minion2	imp2	evilhole1	evilhole5	willowisp1	quillbear4	quillrat3										overseer2	quillbear4	quillrat3	willowisp1	minion2																		0	37	32	Arreat Plateau	To The Arreat Plateau	A5L4	99	100	101	102	103	104	105	106	25	25	25	26	25	25	25	25	0
Act 5 - Ice Cave 1	113	4	4			80	200	200	200	200	200	200	2000	1000	0	1	0	0	0	1	1	1	0	1	1	33	-1	-1	-1	-1	112	115	114	0	0	0	0	0	73	74	75	-1	-1	-1	-1	-1	30	255	255	255	0	0	1	0	2025	99	99	99	91	191	191	840	840	840	0	1	4	5	7	9	1	0	9	frozenhorror2	succubus3	bloodlord1	reanimatedhorde1	frozenhorror1	succubus3	bloodlord1	evilhole1	quillbear4	quillrat3																															1	frozenhorror2	succubus3	bloodlord1	reanimatedhorde1	frozenhorror1	succubus3	bloodlord1	evilhole1	quillbear4	quillrat3											snowyeti1	bloodlord1	quillbear4	succubus3	frozenhorror1																		0	39	33	Crystalized Cavern Level 1	To The Crystalized Cavern Level 1	A5L7	107	108	109	123	129	110	0	0	25	25	70	25	25	25	0	0	0
Act 5 - Ice Cave 1A	114	4	4			81	64	64	64	64	64	64	2000	1300	0	1	0	0	0	1	1	1	0	1	1	33	-1	-1	-1	-1	113	0	0	0	0	0	0	0	73	-1	-1	-1	-1	-1	-1	-1	30	255	255	255	0	0	1	0	2025	99	99	99	93	193	193	840	840	840	0	1	3	4	6	8	1	0	9	snowyeti2	succubus3	frozenhorror2	reanimatedhorde1	snowyeti2	succubus3	frozenhorror1	evilhole1	quillbear3																																1	snowyeti2	succubus3	frozenhorror2	reanimatedhorde1	snowyeti2	succubus3	frozenhorror1	evilhole1	quillbear3												frozenhorror2	deathmauler3	bloodlord1	snowyeti2	evilhole1																		0	39	255	Cellar of Pity	To The Cellar of Pity	A5L8	107	108	109	123	129	110	0	0	25	25	70	25	25	25	0	0	0
Act 5 - Ice Cave 2	115	4	4			82	200	200	200	200	200	200	2000	1464	0	1	0	0	0	1	1	1	0	1	1	33	-1	-1	-1	-1	113	117	116	0	0	0	0	0	73	74	75	-1	-1	-1	-1	-1	30	255	255	255	0	0	1	0	2025	99	99	99	93	193	193	840	840	840	0	1	4	5	7	9	1	0	10	deathmauler3	reanimatedhorde2	frozenhorror3	deathmauler3	reanimatedhorde2	frozenhorror3	crownest3	evilhole1	quillbear4	quillrat3																															1	deathmauler3	reanimatedhorde2	frozenhorror3	deathmauler3	reanimatedhorde2	frozenhorror3	crownest3	evilhole1	quillbear4	quillrat3											snowyeti2	deathmauler3	crownest3	reanimatedhorde2																			0	40	34	Crystalized Cavern Level 2	To The Crystalized Cavern Level 2	A5L9	107	108	109	123	129	110	0	0	25	25	70	25	25	25	0	0	0
Act 5 - Ice Cave 2A	116	4	4			83	32	32	32	32	32	32	2000	1764	0	1	0	0	0	1	1	1	0	1	1	33	-1	-1	-1	-1	115	0	0	0	0	0	0	0	73	-1	-1	-1	-1	-1	-1	-1	30	255	255	255	0	0	1	0	2025	99	99	99	94	194	194	840	840	840	0	1	3	4	6	8	1	0	10	snowyeti1	succubus2	reanimatedhorde2	imp4	snowyeti1	succubus2	reanimatedhorde2	imp4	crownest3	quillbear3																															1	snowyeti1	succubus2	reanimatedhorde2	imp4	snowyeti1	succubus2	reanimatedhorde2	imp4	crownest3	quillbear3											succubus3	frozenhorror3	imp4	reanimatedhorde2																			0	40	255	Echo Chamber	To The Echo Chamber	A5L10	107	108	109	123	129	110	0	0	25	25	70	25	25	25	0	0	0
Act 5 - Barricade Snow	117	4	4			84	128	80	128	80	128	80	2000	1896	0	1	1	0	0	0	0	1	0	1	3	31	11	1	-1	-1	115	0	118	0	0	0	0	0	72	-1	71	-1	-1	-1	-1	-1	128	255	255	223	0	0	1	0	2025	99	99	99	95	195	195	840	840	840	2	3	4	6	9	11	0	0	11	siegebeast2	imp4	minion3	siegebeast2	imp4	minion3	crownest3	evilhole1	evilhole5	willowisp1	quillrat3																														1	siegebeast2	imp4	minion3	siegebeast2	imp4	minion3	crownest3	evilhole1	evilhole5	willowisp1	quillrat3										imp4	quillrat3	crownest3	evilhole1																			0	38	36	Tundra Wastelands	To The Tundra Wastelands	A5L5	112	111	113	114	115	129	0	0	25	25	25	25	25	25	0	0	0
Act 5 - Ice Cave 3	118	4	4			85	200	200	200	200	200	200	2000	2076	0	1	0	0	0	1	1	1	0	1	1	33	-1	-1	-1	-1	117	120	119	0	0	0	0	0	73	74	75	-1	-1	-1	-1	-1	30	255	255	255	0	0	1	0	2025	99	99	99	97	197	197	840	840	840	0	1	4	5	7	9	1	0	11	frozenhorror4	deathmauler3	bloodlord1	siegebeast3	frozenhorror3	deathmauler3	bloodlord1	siegebeast3	crownest3	quillbear4	quillrat3																														1	frozenhorror4	deathmauler3	bloodlord1	siegebeast3	frozenhorror3	deathmauler3	bloodlord1	siegebeast3	crownest3	quillbear4	quillrat3										frozenhorror3	succubus1	quillbear4	crownest3																			0	41	37	Glacial Caves Level 1	To The Glacier Caves Level 1	A5L11	107	108	109	123	129	110	0	0	25	25	70	25	25	25	0	0	0
Act 5 - Ice Cave 3A	119	4	4			86	32	32	32	32	32	32	2000	2376	0	1	0	0	0	1	1	1	0	1	1	33	-1	-1	-1	-1	118	0	0	0	0	0	0	0	73	-1	-1	-1	-1	-1	-1	-1	30	255	255	255	0	0	1	0	2025	99	99	99	98	198	198	840	840	840	0	1	3	4	6	8	1	0	9	snowyeti4	succubus3	reanimatedhorde3	frozenhorror5	deathmauler4	deathmauler5	crownest3	reanimatedhorde4	quillbear3																																1	snowyeti4	succubus3	reanimatedhorde3	frozenhorror5	deathmauler4	deathmauler5	crownest3	reanimatedhorde4	quillbear3												succubus3	deathmauler5	snowyeti4	reanimatedhorde4																			0	41	255	Glacial Caves Level 2	To The Glacier Caves Level 2	A5L12	107	108	109	123	129	110	0	0	25	25	70	25	25	25	0	0	0
Act 5 - Mountain Top	120	4	4			87	249	249	249	249	249	249	2000	2508	0	1	1	0	1	0	0	1	0	1	2	31	-1	1	-1	-1	118	128	0	0	0	0	0	0	79	80	-1	-1	-1	-1	-1	-1	128	255	255	223	0	0	1	0	0	99	99	99	100	200	200	840	840	840	1	6	6	7	9	11	0	0	14	knight3	foulcrow2	suicideminion7	succubuswitch4	succubus4	reanimatedhorde4	succubuswitch4	reanimatedhorde5	crownest3	evilhole5	quillbear3	willowisp1	giant4	nihlathakboss																												knight3	foulcrow2	suicideminion7	succubuswitch4	succubus4	reanimatedhorde4	succubuswitch4	reanimatedhorde5	crownest3	evilhole5	quillbear3	willowisp1	giant4	nihlathakboss							reanimatedhorde4	reanimatedhorde5	succubuswitch4	succubus4	nihlathakboss	evilhole5	willowisp1																0	42	255	Rocky Summit	To The Rocky Summit	A5L6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Act 5 - Temple Entrance	121	4	4			88	109	134	109	134	109	134	2000	2636	0	1	1	0	0	0	0	1	0	1	2	31	-1	-1	-1	-1	0	122	0	0	0	0	0	0	-1	76	-1	-1	-1	-1	-1	-1	120	255	255	255	0	1	1	0	2025	99	99	99	120	220	220	2048	2048	2048	2	5	6	7	9	11	0	0	14	foulcrow3	knight3	succubuswitch4	bloodlord2	suicideminion7	suicideminion8	succubus4	imp4	crownest4	crownest4	willowisp1	giant4	nihlathakboss	quillbear3																												foulcrow3	knight3	succubuswitch4	bloodlord2	suicideminion7	suicideminion8	succubus4	imp4	crownest4	crownest4	willowisp1	giant4	nihlathakboss	quillbear3							succubus4	suicideminion8	suicideminion7	bloodlord2	succubuswitch4	nihlathakboss	quillbear3	giant4															0	43	255	Nihlathaks Temple	To Nihlathaks Temple	Matrix	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Act 5 - Temple 1	122	4	4			89	80	80	80	80	80	80	2000	2763	0	1	0	0	0	0	1	1	0	1	1	32	-1	-1	-1	-1	121	123	0	0	0	0	0	0	78	77	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	3000	99	99	99	140	230	240	2048	2048	2048	2	4	2	3	6	7	0	0	14	suicideminion7	bloodlord2	succubuswitch4	putriddefiler1	reanimatedhorde4	deathmauler2	minion4	foulcrow4	succubus4	baalminion1	baalminion2	baalminion3	crownest4	imp5																												suicideminion7	bloodlord2	succubuswitch4	putriddefiler1	reanimatedhorde4	deathmauler2	minion4	foulcrow4	succubus4	baalminion1	baalminion2	baalminion3	crownest4	imp5							reanimatedhorde2	bloodlord2	minion6	putriddefiler1	reanimatedhorde3	deathmauler2																	0	44	255	Halls of Anguish	To The Halls of Anguish	Killgrnd1	116	117	118	124	125	129	128	0	30	30	30	30	40	25	30	0	0
Act 5 - Temple 2	123	4	4			90	80	80	80	80	80	80	2000	2943	0	1	0	0	0	0	1	1	0	1	1	32	-1	-1	-1	-1	122	124	0	0	0	0	0	0	78	77	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	2025	99	99	99	160	235	240	2048	2048	2048	2	4	2	3	6	7	0	0	13	fetish5	fetishblow5	succubus4	foulcrow4	bonefetish5	knight4	fetishshaman5	baalminion2	baalminion3	succubuswitch4	bloodlord3	crownest4	imp5																												1	fetish5	fetishblow5	succubus4	foulcrow4	bonefetish5	knight4	fetishshaman5	baalminion2	baalminion3	succubuswitch4	bloodlord3	crownest4	imp5								succubus4	fetishblow5	baalminion3	baalminion2	succubuswitch4	bloodlord3	fetish5																0	44	35	Halls of Death's Calling	To The Halls of Death's Calling	Killgrnd2	116	117	118	124	125	129	128	0	30	30	30	30	40	25	30	0	0
Act 5 - Temple Boss	124	4	4			91	84	84	84	84	84	84	2500	1000	0	1	0	0	0	0	1	1	0	1	2	32	-1	-1	-1	-1	123	0	0	0	0	0	0	0	78	-1	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	1000	99	99	99	180	240	245	2048	2048	2048	3	5	4	5	7	9	0	0	12	bloodlord3	knight4	fetishshaman5	fetishblow5	foulcrow4	baboon5	fetish5	bonefetish5	fetishshaman5	imp5	baalminion3	crownest4																													1	bloodlord3	knight4	fetishshaman5	fetishblow5	foulcrow4	baboon5	fetish5	bonefetish5	fetishshaman5	imp5	baalminion3	crownest4									fetishblow5	baboon5	baalminion3	foulcrow4	baalminion3	foulcrow4	crownest4	baalminion3															0	45	255	Halls of Vaught	To The Halls of Vaught	Killgrnd3	116	117	118	124	125	129	128	0	30	30	30	30	40	25	30	0	0
Act 5 - Hell 1	125	3	4			92	200	200	200	200	200	200	2500	1184	0	1	0	0	0	0	1	1	0	1	1	35	-1	-1	-1	-1	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	120	255	255	255	0	1	1	0	3800	99	99	99	240	245	250	2048	2048	2048	4	8	1	2	3	4	1	0	10	succubus5	succubuswitch5	overseer5	evilbunny	evilbunny	imp5	enchanter	evilhole3	evilhole4	nihlathakboss																															1	succubus5	succubuswitch5	overseer5	evilbunny	evilbunny	imp5	enchanter	evilhole3	evilhole4	nihlathakboss											succubus5	succubuswitch5	overseer5	imp5	evilbunny	evilbunny	immortal																0	46	255	Hell1	To Hell1	Suisanc	48	49	0	0	0	0	0	0	90	60	0	0	0	0	0	0	0
Act 5 - Hell 2	126	3	4			93	200	200	200	200	200	200	2500	1484	0	1	0	0	0	0	1	1	0	1	1	35	-1	-1	-1	-1	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	120	255	255	255	0	1	1	0	3800	99	99	99	240	245	250	2048	2048	2048	4	8	1	2	3	4	1	0	12	succubus5	succubuswitch5	overseer5	chimera	chimera	enchanter	imp5	suckernest1	evilhole3	evilhole3	evilhole4	darkguard1																													1	succubus5	succubuswitch5	overseer5	chimera	chimera	enchanter	imp5	suckernest1	evilhole3	evilhole3	evilhole4	darkguard1									succubus5	succubuswitch5	overseer5	chimera	chimera	immortal	darkguard1																0	46	255	Hell2	To Hell2	Wayswoe	48	49	0	0	0	0	0	0	90	60	0	0	0	0	0	0	0
Act 5 - Hell 3	127	3	4			94	200	200	200	200	200	200	2500	1784	0	1	0	0	0	0	1	1	0	1	1	35	-1	-1	-1	-1	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	120	255	255	255	0	1	1	0	3800	99	99	99	240	245	250	2048	2048	2048	4	8	1	2	3	4	1	0	11	succubus5	succubuswitch5	succubus5	minidiablo	minidiablo	succubuswitch5	succubus5	suckernest1	evilhole3	evilhole4	darkguard1																														1	succubus5	succubuswitch5	succubus5	minidiablo	minidiablo	succubuswitch5	succubus5	suckernest1	evilhole3	evilhole4	darkguard1										succubus5	succubuswitch5	enchanter	minidiablo	minidiablo	immortal	evilhole4																0	46	255	Hell3	To Hell3	Oriobliv	48	49	0	0	0	0	0	0	90	60	0	0	0	0	0	0	0
